fee_to_reward90rocUSD,median_transaction_fee90rocUSD,mediantransactionvalueUSD,mining_profitability90roc,sentinusd90rocUSD,transactions90roc,transactionvalue90rocUSD,priceUSD
0.862,0.115,281.876,0.223,4651122825.0,244801.0,27939.0,6429.0
0.919,0.096,313.624,0.227,5039985722.0,262308.0,25379.0,6424.0
1.106,0.123,296.103,0.191,4462688088.0,243042.0,28846.0,6411.0
0.749,0.0966,244.649,0.216,2717574514.0,204956.0,20967.0,6426.0
0.864,0.108,241.007,0.202,2753419212.0,191145.0,21912.0,6405.0
1.128,0.142,318.067,0.255,6229548294.0,266783.0,31782.0,6158.0
1.186,0.132,272.177,0.217,5051029427.0,253978.0,25766.0,4325.0
1.014,0.135,259.938,0.255,4874241418.0,254462.0,25782.0,4310.0
0.993,0.13,288.251,0.225,3973633127.0,252859.0,21174.0,3850.0
0.765,0.101,224.083,0.212,2554463129.0,233613.0,15997.0,3933.0
0.935,0.0924,201.967,0.245,2147555553.0,219720.0,15410.0,3776.0
1.063,0.14,247.568,0.22,3831067223.0,269608.0,19204.0,4118.0
0.966,0.143,218.964,0.243,3602844134.0,283173.0,18978.0,4271.0
0.811,0.108,199.716,0.226,3698576590.0,288120.0,20435.0,4129.0
0.899,0.103,221.837,0.205,3712032020.0,281787.0,20882.0,4140.0
1.015,0.128,251.076,0.226,4292229394.0,292561.0,27737.0,4192.0
0.671,0.0927,194.161,0.239,2285296571.0,249403.0,15249.0,4004.0
0.828,0.0914,199.86,0.197,2559975428.0,226124.0,16976.0,3981.0
1.028,0.12,252.701,0.245,3869825220.0,296139.0,19133.0,3900.0
1.185,0.136,282.152,0.208,3856340041.0,285323.0,20053.0,3756.0
1.237,0.165,272.294,0.23,3841470787.0,293604.0,19553.0,3415.0
1.37,0.197,255.247,0.222,3570110850.0,277476.0,18474.0,3449.0
1.394,0.186,254.157,0.234,3747451583.0,283769.0,19382.0,3561.0
1.007,0.169,205.829,0.244,2529817683.0,252368.0,14940.0,3554.0
0.769,0.139,179.63,0.227,2370538560.0,246845.0,14097.0,3459.0
1.084,0.139,211.796,0.228,3824592687.0,299866.0,18479.0,3483.0
1.191,0.141,259.207,0.209,3704003609.0,279040.0,20385.0,3433.0
1.176,0.221,179.016,0.219,2544477688.0,262504.0,14453.0,3417.0
1.16,0.177,155.883,0.188,2010910444.0,239680.0,13604.0,3575.0
2.476,0.401,266.328,0.208,4260052711.0,267845.0,21160.0,3813.0
4.036,0.543,427.235,0.192,5634345257.0,288318.0,33963.0,3984.0
3.668,0.456,283.408,0.153,3494899957.0,254837.0,23243.0,4034.0
2.503,0.346,183.359,0.184,2741834282.0,265994.0,17338.0,3919.0
2.313,0.315,161.418,0.178,2941467568.0,275136.0,18164.0,4039.0
1.715,0.254,129.867,0.174,2170437129.0,249874.0,15591.0,4175.0
1.978,0.242,170.846,0.139,2353257348.0,239129.0,17163.0,3829.0
2.686,0.283,243.033,0.152,3065105578.0,256951.0,19755.0,3833.0
2.233,0.256,175.688,0.149,3238020050.0,268402.0,17651.0,3766.0
2.56,0.3,254.837,0.146,3920978482.0,254338.0,21993.0,3746.0
3.321,0.345,280.999,0.172,3526799012.0,246121.0,20323.0,3915.0
3.13,0.335,269.81,0.153,5882707405.0,250056.0,30611.0,3835.0
1.969,0.253,151.465,0.171,3893609597.0,241723.0,21317.0,3804.0
1.606,0.192,127.851,0.156,2818360900.0,222559.0,18372.0,3744.0
2.139,0.237,241.368,0.159,4304241428.0,240538.0,24731.0,3865.0
1.794,0.208,220.842,0.207,7242095399.0,270051.0,32757.0,3874.0
1.594,0.168,194.711,0.165,5125489639.0,256371.0,26033.0,3821.0
1.66,0.133,216.502,0.177,4615050691.0,279519.0,21921.0,3861.0
2.143,0.17,295.676,0.142,3201612493.0,253776.0,19389.0,3925.0
1.23,0.104,130.914,0.158,1847625468.0,230977.0,13778.0,4052.0
1.042,0.089,97.723,0.173,1458847243.0,238441.0,11175.0,4031.0
1.461,0.105,187.915,0.152,2423941357.0,258229.0,14713.0,4036.0
1.471,0.115,205.258,0.151,2712663342.0,251362.0,16921.0,3825.0
1.469,0.11,188.788,0.152,2545363042.0,261303.0,14654.0,3662.0
1.332,0.107,160.145,0.167,2686249255.0,268291.0,14785.0,3648.0
1.357,0.097,180.046,0.153,2585287672.0,275655.0,13865.0,3600.0
0.977,0.0669,99.065,0.145,1722894207.0,262730.0,10053.0,3604.0
1.023,0.0708,111.883,0.131,1851351914.0,226338.0,12318.0,3661.0
1.038,0.0783,146.609,0.186,2770847822.0,298663.0,13714.0,3626.0
1.635,0.132,222.544,0.134,3365003558.0,266117.0,18399.0,3623.0
1.738,0.17,200.581,0.209,4026233204.0,302243.0,19263.0,3637.0
1.612,0.147,212.484,0.189,3599857751.0,287138.0,18337.0,3689.0
1.739,0.196,209.408,0.209,3617601458.0,280448.0,18406.0,3638.0
0.852,0.119,107.892,0.218,1976516987.0,251041.0,12565.0,3558.0
0.698,0.0654,84.25,0.2,1806866947.0,250563.0,12553.0,3573.0
1.198,0.104,154.073,0.186,2900022610.0,272145.0,16889.0,3592.0
0.912,0.0694,114.299,0.196,2080596285.0,264893.0,15490.0,3576.0
0.821,0.0602,112.016,0.191,2434415452.0,281148.0,15226.0,3580.0
0.772,0.0423,101.181,0.194,2756531482.0,299846.0,15782.0,3601.0
0.854,0.0425,119.0,0.185,3010993396.0,308100.0,15338.0,3578.0
0.88,0.0439,125.317,0.166,2709929509.0,264842.0,16718.0,3474.0
0.629,0.0309,74.458,0.22,1563555172.0,267463.0,10008.0,3432.0
0.815,0.0291,105.474,0.166,2007215456.0,259529.0,12450.0,3464.0
0.6,0.0254,99.575,0.173,1424526113.0,234576.0,8744.0,3459.0
0.947,0.0429,131.198,0.169,2515216357.0,271545.0,14003.0,3455.0
0.98,0.0592,147.095,0.183,2752308156.0,290861.0,12499.0,3459.0
1.041,0.0517,150.487,0.166,2811737633.0,281623.0,13168.0,3454.0
0.599,0.029,92.375,0.17,2048008192.0,265029.0,11078.0,3442.0
0.933,0.0408,96.651,0.172,2072755737.0,258381.0,10471.0,3446.0
1.166,0.106,110.409,0.188,2900940391.0,318892.0,11942.0,3481.0
1.309,0.106,134.952,0.165,3226614699.0,327182.0,13597.0,3650.0
1.295,0.109,132.122,0.16,3335554321.0,308224.0,14261.0,3645.0
0.983,0.073,93.512,0.153,1945648852.0,281364.0,10376.0,3637.0
0.821,0.0493,68.209,0.168,1806714458.0,276860.0,9688.0,3611.0
1.063,0.0585,94.931,0.161,2474612004.0,326536.0,10395.0,3617.0
1.269,0.0732,146.463,0.144,3483483504.0,302147.0,16794.0,3601.0
1.487,0.107,166.591,0.16,2762800470.0,305569.0,11842.0,3601.0
1.459,0.108,151.356,0.153,2399148872.0,296568.0,10550.0,3617.0
1.199,0.074,146.706,0.168,2283401178.0,305827.0,10566.0,3620.0
1.047,0.0468,97.749,0.158,1619422745.0,282055.0,8293.0,3796.0
0.73,0.0373,73.766,0.157,1722151733.0,293961.0,8315.0,3935.0
1.052,0.0478,131.352,0.159,2110258660.0,315052.0,17537.0,3943.0
1.27,0.0683,156.119,0.142,2478443633.0,295910.0,14099.0,3942.0
1.228,0.0831,156.073,0.156,2457359265.0,293348.0,14403.0,3958.0
1.123,0.0887,130.288,0.174,2347643312.0,307984.0,17178.0,4006.0
1.419,0.0974,151.895,0.14,2400719150.0,300947.0,21745.0,4020.0
1.05,0.0746,93.174,0.168,1773545325.0,288135.0,11933.0,3822.0
0.921,0.0541,78.495,0.142,1508328043.0,276514.0,9492.0,3823.0
1.316,0.0991,173.628,0.152,2976060630.0,307917.0,18485.0,3819.0
1.253,0.091,113.371,0.155,2585945604.0,326016.0,16468.0,3833.0
1.234,0.079,116.327,0.137,2817680991.0,321844.0,24145.0,3837.0
1.477,0.0887,110.528,0.169,2626335762.0,353790.0,21299.0,3826.0
1.65,0.0859,122.648,0.156,3220882652.0,339183.0,28557.0,3819.0
1.041,0.056,87.152,0.138,1931538561.0,321888.0,16411.0,3746.0
0.848,0.0548,82.635,0.15,1668876614.0,300033.0,7954.0,3786.0
0.922,0.0493,84.318,0.151,2032040052.0,335141.0,21553.0,3857.0
0.928,0.0485,103.445,0.151,2166953096.0,353922.0,26913.0,3884.0
1.052,0.0461,98.628,0.155,2305049292.0,349432.0,35689.0,3896.0
0.764,0.0341,90.5,0.152,2224668399.0,352872.0,25203.0,3915.0
1.016,0.072,124.698,0.143,2641012179.0,335117.0,30472.0,3916.0
0.938,0.0607,100.781,0.154,2067722238.0,310742.0,19850.0,3889.0
0.773,0.0412,57.212,0.155,1600284950.0,299469.0,7518.0,3871.0
1.261,0.0863,119.975,0.152,2347246047.0,315580.0,25273.0,3871.0
2.101,0.2,288.416,0.142,2486724369.0,271445.0,42240.0,3874.0
1.83,0.186,167.324,0.176,2669879361.0,352498.0,38550.0,3904.0
1.464,0.102,105.949,0.133,2095542016.0,354342.0,27910.0,4006.0
1.64,0.133,144.523,0.145,2394133584.0,296602.0,26114.0,3988.0
1.179,0.0937,87.051,0.174,2010834348.0,331987.0,7836.0,3993.0
0.956,0.0573,61.363,0.146,1762891086.0,327304.0,7522.0,4003.0
1.496,0.115,108.614,0.156,2904021097.0,344119.0,13076.0,4021.0
1.843,0.185,135.414,0.165,3337000633.0,348086.0,20100.0,4026.0
2.272,0.226,170.31,0.16,3180884438.0,314190.0,17209.0,3999.0
2.281,0.23,162.612,0.15,2947073845.0,297476.0,14343.0,4000.0
1.887,0.219,126.282,0.198,2767250699.0,347677.0,15550.0,3989.0
1.404,0.147,88.679,0.151,2624873297.0,328096.0,12159.0,3974.0
1.697,0.172,84.305,0.17,2382406266.0,320309.0,11948.0,3933.0
2.128,0.196,132.045,0.162,3274279885.0,336491.0,17225.0,4014.0
1.751,0.172,112.142,0.176,3001158362.0,366407.0,17952.0,4032.0
1.82,0.159,131.322,0.163,3165795829.0,344419.0,15591.0,4080.0
1.591,0.134,112.044,0.155,3518053971.0,367677.0,16044.0,4103.0
1.484,0.144,119.255,0.159,2869065387.0,354260.0,14839.0,4103.0
1.512,0.123,88.748,0.146,2302705140.0,335732.0,16666.0,4138.0
5.7,0.852,158.716,0.23,4606465088.0,396353.0,20912.0,6318.0
5.551,0.847,162.568,0.219,5243637830.0,402645.0,23995.0,6807.0
5.06,0.77,152.18,0.205,4012930876.0,376616.0,20107.0,7158.0
3.777,0.287,93.481,0.199,2847060949.0,366941.0,15019.0,7400.0
3.63,0.361,101.218,0.19,3005216010.0,336908.0,15161.0,7988.0
4.177,0.513,169.342,0.24,4154100198.0,381328.0,20857.0,8047.0
4.055,0.535,206.481,0.204,3708563650.0,358372.0,25505.0,7992.0
4.283,0.602,259.974,0.21,5632345160.0,350599.0,23658.0,7287.0
3.744,0.542,185.991,0.227,5891159219.0,382832.0,24770.0,7328.0
3.966,0.591,166.192,0.212,4854685719.0,361976.0,29698.0,7912.0
3.427,0.538,132.576,0.199,3603157334.0,319709.0,17912.0,7900.0
2.425,0.273,71.204,0.227,2487381966.0,390573.0,10787.0,7938.0
4.02,0.624,198.833,0.199,5446524037.0,341880.0,26237.0,7884.0
6.241,0.93,402.702,0.219,6476874775.0,311637.0,40138.0,7701.0
6.029,1.061,245.712,0.271,8152589139.0,404116.0,27547.0,7975.0
5.013,0.831,201.961,0.211,6800980528.0,383946.0,23926.0,8023.0
4.623,0.76,196.053,0.221,5944742697.0,381058.0,20571.0,8103.0
3.081,0.433,96.987,0.192,2837992575.0,358871.0,10353.0,8767.0
2.3,0.269,86.617,0.245,3022061588.0,383128.0,11815.0,8720.0
3.367,0.54,245.999,0.213,4403475914.0,363044.0,16498.0,8648.0
4.659,0.657,321.773,0.199,4595773152.0,346346.0,28429.0,8636.0
2.98,0.448,111.031,0.233,3927975693.0,439378.0,14141.0,8356.0
2.738,0.394,111.533,0.234,3933229069.0,452462.0,11817.0,8541.0
4.104,0.645,247.727,0.212,4885429347.0,382880.0,18862.0,8662.0
3.546,0.535,137.316,0.204,3761940974.0,355778.0,14303.0,8537.0
3.754,0.564,137.968,0.229,3482004662.0,330603.0,13301.0,7868.0
3.887,0.632,189.601,0.24,4394551310.0,378325.0,17489.0,7778.0
5.498,0.887,389.602,0.213,4999805383.0,329816.0,27733.0,7756.0
5.583,0.958,307.405,0.251,5081708618.0,392929.0,19238.0,7934.0
5.399,1.045,328.696,0.249,5511123168.0,361419.0,21149.0,7938.0
7.341,1.412,450.05,0.231,5937393756.0,322838.0,26611.0,7796.0
7.152,1.492,409.287,0.274,6109498680.0,344827.0,24834.0,7810.0
5.008,1.271,358.428,0.312,5006559351.0,338413.0,20098.0,7884.0
5.103,1.199,416.857,0.3,6631002782.0,390261.0,31783.0,8018.0
6.53,1.657,487.385,0.298,8270841757.0,367218.0,35904.0,8153.0
9.365,2.323,504.714,0.331,9033704419.0,368752.0,47286.0,8337.0
11.132,2.881,509.252,0.327,8345283791.0,374916.0,30625.0,8713.0
10.751,2.589,464.766,0.307,7291206169.0,361503.0,27511.0,9081.0
6.586,1.705,219.079,0.301,4457667858.0,359551.0,16935.0,9225.0
5.812,1.777,215.522,0.325,5030895135.0,346696.0,20330.0,9161.0
8.468,2.29,376.41,0.301,6046790620.0,381421.0,25251.0,9150.0
9.577,2.501,385.332,0.336,6100990360.0,380736.0,22264.0,9339.0
1.901,0.446,297.807,0.239,5687691459.0,318082.0,33726.0,8465.0
1.975,0.477,289.624,0.254,5674721911.0,325849.0,28058.0,8260.0
1.764,0.4,224.417,0.263,4888085256.0,341049.0,26257.0,8054.0
1.619,0.363,232.226,0.249,6779020768.0,346569.0,24466.0,8171.0
1.695,0.417,215.987,0.238,5993263968.0,349040.0,22924.0,8092.0
1.146,0.272,134.01,0.251,3893676871.0,342029.0,21900.0,8081.0
1.11,0.234,156.961,0.202,4030368952.0,285325.0,29109.0,8365.0
1.521,0.317,238.426,0.245,5362241827.0,327099.0,28160.0,8265.0
1.867,0.413,280.002,0.26,6247675089.0,370467.0,29481.0,8255.0
2.15,0.548,327.905,0.233,5775467517.0,324605.0,39275.0,8173.0
1.749,0.489,252.976,0.262,6852761186.0,352245.0,37243.0,8129.0
1.859,0.463,279.662,0.247,8431913901.0,365373.0,34314.0,8016.0
1.406,0.351,190.797,0.254,4788472512.0,314279.0,20821.0,8068.0
0.974,0.3,172.092,0.261,4026024011.0,288330.0,25414.0,8214.0
1.762,0.398,323.672,0.214,5388594580.0,316706.0,28526.0,8339.0
1.616,0.486,312.988,0.27,6792968194.0,339676.0,36778.0,8556.0
1.49,0.447,302.026,0.247,5457821746.0,338092.0,33432.0,8404.0
1.473,0.364,298.743,0.22,5897766449.0,335710.0,25205.0,8340.0
1.448,0.345,303.781,0.227,4842739763.0,308706.0,23421.0,8364.0
1.074,0.282,210.678,0.226,4857347393.0,299739.0,21155.0,8319.0
0.984,0.207,194.347,0.226,3595079483.0,273999.0,18734.0,8274.0
1.416,0.306,283.912,0.215,5570107030.0,347178.0,29367.0,8081.0
1.839,0.475,349.708,0.215,5821586455.0,343630.0,34127.0,8057.0
1.545,0.391,306.092,0.24,6433630194.0,363011.0,24281.0,7980.0
1.938,0.414,269.813,0.198,5597715575.0,345962.0,21877.0,7979.0
1.67,0.421,287.982,0.214,6527740662.0,340778.0,26085.0,8030.0
1.116,0.287,183.642,0.229,5686032102.0,335847.0,21697.0,8235.0
0.98,0.146,122.819,0.219,3721211377.0,318547.0,53687.0,8209.0
2.21,0.448,382.261,0.174,4322552242.0,288035.0,51090.0,7748.0
1.923,0.447,326.587,0.237,8988930132.0,353106.0,34982.0,7456.0
2.15,0.453,316.42,0.178,7189945341.0,347591.0,40065.0,7873.0
1.505,0.292,205.338,0.176,5107400453.0,355604.0,26199.0,9321.0
1.221,0.21,135.175,0.154,3329309436.0,285406.0,17151.0,9388.0
2.463,0.569,320.559,0.155,4941791930.0,311266.0,28709.0,9218.0
2.63,0.703,282.148,0.177,4755108811.0,337101.0,28709.0,9196.0
1.972,0.542,216.615,0.165,3633263709.0,326409.0,21364.0,9176.0
2.021,0.501,207.261,0.168,4387819172.0,326367.0,20379.0,9292.0
1.491,0.257,170.978,0.167,4199281838.0,337075.0,17423.0,9245.0
0.961,0.122,117.803,0.158,2888167170.0,326525.0,12394.0,9285.0
0.878,0.113,142.601,0.161,3079541982.0,277464.0,15420.0,9357.0
1.26,0.145,219.736,0.162,3948772739.0,328648.0,17092.0,9362.0
1.348,0.211,209.847,0.165,4293978021.0,336192.0,20797.0,9274.0
1.731,0.366,274.262,0.153,4877278305.0,310911.0,23826.0,9015.0
1.627,0.369,232.614,0.189,4765805789.0,344886.0,20028.0,8833.0
1.408,0.265,202.936,0.151,4365688253.0,345269.0,18180.0,8922.0
1.234,0.203,137.812,0.153,2869783477.0,301560.0,13148.0,8830.0
0.904,0.12,120.094,0.159,2492298266.0,279345.0,12580.0,8776.0
1.393,0.227,221.926,0.168,5488675881.0,304331.0,22402.0,8797.0
1.336,0.249,206.737,0.171,3842231080.0,339545.0,18146.0,8728.0
1.605,0.256,218.393,0.162,5727601621.0,338330.0,24911.0,8601.0
1.337,0.241,203.546,0.155,5253931408.0,333955.0,24601.0,8524.0
1.232,0.24,173.724,0.158,4391359260.0,339230.0,23984.0,8584.0
1.021,0.182,138.697,0.148,2359380872.0,304594.0,22145.0,8460.0
0.861,0.115,129.204,0.168,2319075922.0,289650.0,20732.0,8204.0
1.028,0.0727,184.763,0.163,3642688098.0,351632.0,21003.0,8176.0
1.041,0.11,184.163,0.162,3895959646.0,341295.0,27399.0,7924.0
1.459,0.202,182.699,0.149,4985241310.0,349152.0,29567.0,7367.0
1.713,0.28,269.365,0.118,4712422233.0,303710.0,24528.0,7255.0
2.05,0.364,324.622,0.159,5308369715.0,328460.0,32294.0,7209.0
2.663,0.593,351.56,0.172,5322067003.0,305582.0,30595.0,6978.0
2.31,0.62,252.056,0.166,3973282730.0,256138.0,25067.0,7165.0
2.218,0.523,292.352,0.187,5967176831.0,309477.0,59415.0,7269.0
2.09,0.493,292.365,0.17,4675997275.0,307820.0,45749.0,7555.0
1.97,0.458,274.961,0.177,3975291441.0,314029.0,59363.0,7595.0
2.105,0.515,306.678,0.159,4842933242.0,293647.0,44288.0,7673.0
2.414,0.56,334.1,0.182,6357630443.0,316057.0,36341.0,7360.0
1.627,0.431,219.087,0.171,3831155023.0,284309.0,27592.0,7315.0
1.489,0.391,202.67,0.177,3886869576.0,294229.0,25935.0,7319.0
2.844,0.606,372.458,0.175,5450015260.0,310847.0,28314.0,7314.0
2.373,0.616,359.125,0.184,7582494848.0,332695.0,32613.0,7351.0
2.291,0.547,327.388,0.165,4907283550.0,314566.0,41897.0,7436.0
2.302,0.544,337.926,0.174,5270347053.0,324352.0,39238.0,7556.0
2.493,0.591,406.871,0.173,5703108408.0,311313.0,38576.0,7549.0
1.61,0.415,260.953,0.196,4640163649.0,306019.0,30200.0,7492.0
1.138,0.304,131.915,0.191,2853814771.0,299546.0,20351.0,7340.0
1.543,0.311,186.913,0.166,3573655851.0,326556.0,21505.0,7266.0
1.67,0.342,233.971,0.154,4154122105.0,301247.0,29661.0,7217.0
1.994,0.443,274.844,0.193,4917321117.0,318810.0,36683.0,7258.0
1.384,0.312,189.326,0.184,4766844514.0,349854.0,30307.0,7204.0
1.48,0.295,300.979,0.162,5768478919.0,324987.0,33835.0,7128.0
1.225,0.232,215.325,0.17,3149156270.0,283320.0,20856.0,7085.0
1.084,0.179,172.401,0.182,2651062995.0,264216.0,20474.0,6854.0
1.566,0.302,257.219,0.146,4683404510.0,304531.0,36919.0,6799.0
1.837,0.392,281.525,0.185,4124530460.0,327483.0,23925.0,7178.0
1.519,0.304,203.843,0.155,3425383536.0,320944.0,20350.0,7211.0
2.108,0.36,301.891,0.16,4738857382.0,323817.0,39515.0,7208.0
2.369,0.404,379.459,0.149,6718559973.0,310407.0,37302.0,7276.0
0.987,0.21,225.652,0.149,5237790792.0,306251.0,23896.0,7529.0
1.029,0.205,161.503,0.124,4075116897.0,267237.0,22195.0,7362.0
2.019,0.352,290.379,0.13,5645470730.0,279345.0,32846.0,7283.0
2.549,0.488,344.329,0.151,4994750892.0,321188.0,26130.0,7278.0
1.912,0.379,301.838,0.151,5178194528.0,317458.0,23191.0,7263.0
1.269,0.292,272.851,0.154,3714657725.0,309460.0,18624.0,7361.0
1.888,0.381,305.237,0.142,4804527682.0,311154.0,24160.0,7469.0
1.7,0.378,234.361,0.139,4293987584.0,277332.0,20732.0,7388.0
1.246,0.287,199.794,0.156,3468082463.0,274482.0,18196.0,7293.0
1.42,0.265,270.947,0.142,4379444581.0,314585.0,20089.0,7238.0
1.274,0.221,235.671,0.156,4245612301.0,336354.0,18553.0,7127.0
1.396,0.228,236.571,0.149,13491432770.0,337117.0,50499.0,7250.0
1.267,0.185,271.351,0.132,3735630915.0,311323.0,21161.0,7390.0
1.363,0.212,246.869,0.15,13356676718.0,315241.0,53952.0,7503.0
0.924,0.164,169.806,0.154,2773243602.0,285129.0,25311.0,7588.0
0.778,0.119,140.728,0.138,2182547930.0,278705.0,19754.0,7953.0
1.166,0.169,274.636,0.146,4239872558.0,313481.0,28403.0,8273.0
1.24,0.196,262.521,0.151,4757475238.0,319916.0,26319.0,7943.0
1.47,0.225,273.839,0.138,4063659763.0,291116.0,30110.0,7933.0
1.34,0.221,252.871,0.133,4228990462.0,311662.0,19315.0,8120.0
1.169,0.198,253.775,0.153,3432593081.0,322736.0,16156.0,8146.0
0.808,0.145,166.642,0.139,2387176288.0,293345.0,17894.0,8151.0
1.303,0.163,201.063,0.133,2343995952.0,263317.0,17566.0,8605.0
1.117,0.186,217.178,0.155,3350181347.0,326928.0,16593.0,8778.0
1.285,0.187,268.754,0.126,7710051988.0,319113.0,38137.0,8693.0
1.615,0.254,309.037,0.133,5023631251.0,314115.0,25175.0,8869.0
1.443,0.26,269.127,0.149,4672527254.0,319398.0,22527.0,8907.0
1.29,0.229,231.559,0.144,4618709563.0,332501.0,21779.0,8859.0
0.75,0.146,144.449,0.146,3138207777.0,310942.0,15651.0,8670.0
0.603,0.0661,133.145,0.138,2939979741.0,280901.0,19607.0,8672.0
1.045,0.132,291.082,0.133,4317384030.0,304702.0,23419.0,8693.0
1.115,0.148,253.61,0.142,3431328318.0,290311.0,18493.0,8469.0
0.814,0.0948,165.727,0.137,2887782333.0,244538.0,17725.0,8410.0
0.898,0.115,188.536,0.161,3398008808.0,295896.0,17208.0,8349.0
0.936,0.112,232.41,0.137,3906419258.0,322059.0,19540.0,8466.0
0.736,0.0818,193.723,0.145,3214320527.0,298138.0,16883.0,8744.0
0.647,0.0664,161.338,0.144,2491858564.0,279770.0,14961.0,9049.0
0.761,0.0678,223.627,0.152,4650041072.0,324331.0,22475.0,9349.0
