Date,fee_to_reward3stdUSD
2016/05/19,0.017
2016/05/20,0.012
2016/05/21,0.011
2016/05/22,0.024
2016/05/23,0.02
2016/05/24,0.003
2016/05/25,0.009
2016/05/26,0.017
2016/05/27,0.013
2016/05/28,0.103
2016/05/29,0.098
2016/05/30,0.108
2016/05/31,0.02
2016/06/01,0.002
2016/06/02,0.016
2016/06/03,0.016
2016/06/04,0.004
2016/06/05,0.002
2016/06/06,0.004
2016/06/07,0.121
2016/06/08,0.115
2016/06/09,0.111
2016/06/10,0.004
2016/06/11,0.007
2016/06/12,0.007
2016/06/13,0.026
2016/06/14,0.025
2016/06/15,0.02
2016/06/16,0.027
2016/06/17,0.504
2016/06/18,0.543
2016/06/19,0.512
2016/06/20,0.554
2016/06/21,0.058
2016/06/22,0.061
2016/06/23,0.1
2016/06/24,0.045
2016/06/25,0.027
2016/06/26,0.032
2016/06/27,0.004
2016/06/28,0.013
2016/06/29,0.078
2016/06/30,0.138
2016/07/01,0.11
2016/07/02,0.16
2016/07/03,0.051
2016/07/04,0.016
2016/07/05,0.011
2016/07/06,0.01
2016/07/07,0.01
2016/07/08,0.033
2016/07/09,0.052
2016/07/10,0.05
2016/07/11,0.056
2016/07/12,0.014
2016/07/13,0.02
2016/07/14,0.023
2016/07/15,0.02
2016/07/16,0.022
2016/07/17,0.023
2016/07/18,0.014
2016/07/19,0.024
2016/07/20,0.138
2016/07/21,0.126
2016/07/22,0.114
2016/07/23,0.014
2016/07/24,0.015
2016/07/25,0.018
2016/07/26,0.025
2016/07/27,0.026
2016/07/28,0.063
2016/07/29,0.063
2016/07/30,0.079
2016/07/31,0.044
2016/08/01,0.002
2016/08/02,0.012
2016/08/03,0.01
2016/08/04,0.008
2016/08/05,0.01
2016/08/06,0.013
2016/08/07,0.007
2016/08/08,0.076
2016/08/09,0.071
2016/08/10,0.062
2016/08/11,0.006
2016/08/12,0.008
2016/08/13,0.017
2016/08/14,0.015
2016/08/15,0.007
2016/08/16,0.017
2016/08/17,0.011
2016/08/18,0.016
2016/08/19,0.017
2016/08/20,0.022
2016/08/21,0.009
2016/08/22,0.008
2016/08/23,0.122
2016/08/24,0.12
2016/08/25,0.116
2016/08/26,0.007
2016/08/27,0.011
2016/08/28,0.015
2016/08/29,0.01
2016/08/30,0.017
2016/08/31,0.008
2016/09/01,0.007
2016/09/02,0.04
2016/09/03,0.044
2016/09/04,0.057
2016/09/05,0.061
2016/09/06,0.054
2016/09/07,0.016
2016/09/08,0.021
2016/09/09,0.021
2016/09/10,0.04
2016/09/11,0.039
2016/09/12,0.02
2016/09/13,0.016
2016/09/14,0.014
2016/09/15,0.015
2016/09/16,0.031
2016/09/17,0.032
2016/09/18,0.038
2016/09/19,0.025
2016/09/20,0.019
2016/09/21,0.018
2016/09/22,0.083
2016/09/23,0.074
2016/09/24,0.054
2016/09/25,0.055
2016/09/26,0.137
2016/09/27,0.125
2016/09/28,0.11
2016/09/29,0.109
2016/09/30,0.075
2016/10/01,0.116
2016/10/02,0.109
2016/10/03,0.048
2016/10/04,0.054
2016/10/05,0.067
2016/10/06,0.092
2016/10/07,0.04
2016/10/08,0.013
2016/10/09,0.032
2016/10/10,0.02
2016/10/11,0.047
2016/10/12,0.035
2016/10/13,0.166
2016/10/14,0.139
2016/10/15,0.08
2016/10/16,0.019
2016/10/17,0.014
2016/10/18,0.071
2016/10/19,0.056
2016/10/20,0.112
2016/10/21,0.117
2016/10/22,0.055
2016/10/23,0.04
2016/10/24,0.06
2016/10/25,0.056
2016/10/26,0.033
2016/10/27,0.026
2016/10/28,0.007
2016/10/29,0.009
2016/10/30,0.016
2016/10/31,0.009
2016/11/01,0.033
2016/11/02,0.034
2016/11/03,0.037
2016/11/04,0.022
2016/11/05,0.02
2016/11/06,0.006
2016/11/07,0.011
2016/11/08,0.019
2016/11/09,0.021
2016/11/10,0.014
2016/11/11,0.02
2016/11/12,0.031
2016/11/13,0.032
2016/11/14,0.019
2016/11/15,0.013
2016/11/16,0.008
2016/11/17,0.015
2016/11/18,0.01
2016/11/19,0.015
2016/11/20,0.015
2016/11/21,0.02
2016/11/22,0.017
2016/11/23,0.12
2016/11/24,0.099
2016/11/25,0.065
2016/11/26,0.04
2016/11/27,0.127
2016/11/28,0.111
2016/11/29,0.038
2016/11/30,0.2
2016/12/01,0.187
2016/12/02,0.022
2016/12/03,0.006
2016/12/04,0.006
2016/12/05,0.016
2016/12/06,0.019
2016/12/07,0.009
2016/12/08,0.003
2016/12/09,0.011
2016/12/10,0.016
2016/12/11,0.02
2016/12/12,0.02
2016/12/13,0.016
2016/12/14,0.01
2016/12/15,0.011
2016/12/16,0.012
2016/12/17,0.01
2016/12/18,0.013
2016/12/19,0.023
2016/12/20,0.04
2016/12/21,0.044
2016/12/22,0.037
2016/12/23,0.06
2016/12/24,0.035
2016/12/25,0.016
2016/12/26,0.008
2016/12/27,0.039
2016/12/28,0.035
2016/12/29,0.022
2016/12/30,0.033
2016/12/31,0.04
2017/01/01,0.051
2017/01/02,0.01
2017/01/03,0.04
2017/01/04,0.033
2017/01/05,0.015
2017/01/06,0.018
2017/01/07,0.012
2017/01/08,0.008
2017/01/09,0.015
2017/01/10,0.015
2017/01/11,0.011
2017/01/12,0.011
2017/01/13,0.006
2017/01/14,0.022
2017/01/15,0.018
2017/01/16,0.01
2017/01/17,0.026
2017/01/18,0.019
2017/01/19,0.023
2017/01/20,0.01
2017/01/21,0.01
2017/01/22,0.013
2017/01/23,0.014
2017/01/24,0.017
2017/01/25,0.016
2017/01/26,0.013
2017/01/27,0.005
2017/01/28,0.008
2017/01/29,0.012
2017/01/30,0.006
2017/01/31,0.004
2017/02/01,0.018
2017/02/02,0.016
2017/02/03,0.01
2017/02/04,0.007
2017/02/05,0.006
2017/02/06,0.008
2017/02/07,0.031
2017/02/08,0.027
2017/02/09,0.013
2017/02/10,0.014
2017/02/11,0.02
2017/02/12,0.021
2017/02/13,0.062
2017/02/14,0.052
2017/02/15,0.039
2017/02/16,0.064
2017/02/17,0.074
2017/02/18,0.017
2017/02/19,0.022
2017/02/20,0.021
2017/02/21,0.048
2017/02/22,0.037
2017/02/23,0.029
2017/02/24,0.027
2017/02/25,0.007
2017/02/26,0.014
2017/02/27,0.018
2017/02/28,0.029
2017/03/01,0.019
2017/03/02,0.011
2017/03/03,0.021
2017/03/04,0.03
2017/03/05,0.01
2017/03/06,0.004
2017/03/07,0.007
2017/03/08,0.01
2017/03/09,0.026
2017/03/10,0.037
2017/03/11,0.015
2017/03/12,0.016
2017/03/13,0.078
2017/03/14,0.075
2017/03/15,0.032
2017/03/16,0.053
2017/03/17,0.059
2017/03/18,0.07
2017/03/19,0.071
2017/03/20,0.009
2017/03/21,0.023
2017/03/22,0.021
2017/03/23,0.012
2017/03/24,0.024
2017/03/25,0.027
2017/03/26,0.03
2017/03/27,0.059
2017/03/28,0.052
2017/03/29,0.034
2017/03/30,0.016
2017/03/31,0.021
2017/04/01,0.051
2017/04/02,0.049
2017/04/03,0.043
2017/04/04,0.025
2017/04/05,0.025
2017/04/06,0.024
2017/04/07,0.016
2017/04/08,0.061
2017/04/09,0.052
2017/04/10,0.032
2017/04/11,0.018
2017/04/12,0.06
2017/04/13,0.062
2017/04/14,0.058
2017/04/15,0.01
2017/04/16,0.018
2017/04/17,0.014
2017/04/18,0.05
2017/04/19,0.055
2017/04/20,0.024
2017/04/21,0.053
2017/04/22,0.055
2017/04/23,0.071
2017/04/24,0.031
2017/04/25,0.034
2017/04/26,0.009
2017/04/27,0.038
2017/04/28,0.034
2017/04/29,0.045
2017/04/30,0.026
2017/05/01,0.098
2017/05/02,0.093
2017/05/03,0.1
2017/05/04,0.094
2017/05/05,0.042
2017/05/06,0.028
2017/05/07,0.063
2017/05/08,0.055
2017/05/09,0.028
2017/05/10,0.028
2017/05/11,0.012
2017/05/12,0.012
2017/05/13,0.003
2017/05/14,0.011
2017/05/15,0.084
2017/05/16,0.085
2017/05/17,0.272
2017/05/18,0.238
2017/05/19,0.173
2017/05/20,0.058
2017/05/21,0.057
2017/05/22,0.076
2017/05/23,0.268
2017/05/24,0.26
2017/05/25,0.153
2017/05/26,0.198
2017/05/27,0.1
2017/05/28,0.062
2017/05/29,0.031
2017/05/30,0.372
2017/05/31,0.859
2017/06/01,0.683
2017/06/02,0.676
2017/06/03,0.21
2017/06/04,0.204
2017/06/05,0.117
2017/06/06,0.145
2017/06/07,0.174
2017/06/08,0.109
2017/06/09,0.107
2017/06/10,0.114
2017/06/11,0.281
2017/06/12,0.746
2017/06/13,0.575
2017/06/14,0.679
2017/06/15,0.104
2017/06/16,0.076
2017/06/17,0.117
2017/06/18,0.055
2017/06/19,0.118
2017/06/20,1.471
2017/06/21,1.852
2017/06/22,0.687
2017/06/23,1.195
2017/06/24,0.589
2017/06/25,0.487
2017/06/26,0.489
2017/06/27,0.545
2017/06/28,0.707
2017/06/29,0.664
2017/06/30,0.63
2017/07/01,0.435
2017/07/02,0.101
2017/07/03,0.33
2017/07/04,0.283
2017/07/05,0.15
2017/07/06,0.291
2017/07/07,0.288
2017/07/08,0.161
2017/07/09,0.321
2017/07/10,0.295
2017/07/11,0.185
2017/07/12,0.233
2017/07/13,0.166
2017/07/14,0.189
2017/07/15,0.181
2017/07/16,0.025
2017/07/17,0.026
2017/07/18,0.53
2017/07/19,0.467
2017/07/20,0.557
2017/07/21,0.22
2017/07/22,0.149
2017/07/23,0.201
2017/07/24,0.27
2017/07/25,0.205
2017/07/26,0.2
2017/07/27,0.28
2017/07/28,0.074
2017/07/29,0.25
2017/07/30,0.267
2017/07/31,0.109
2017/08/01,0.31
2017/08/02,0.211
2017/08/03,0.092
2017/08/04,0.087
2017/08/05,0.086
2017/08/06,0.101
2017/08/07,0.318
2017/08/08,0.338
2017/08/09,0.268
2017/08/10,0.259
2017/08/11,0.289
2017/08/12,0.121
2017/08/13,0.179
2017/08/14,0.155
2017/08/15,0.265
2017/08/16,1.434
2017/08/17,1.171
2017/08/18,0.639
2017/08/19,0.787
2017/08/20,1.359
2017/08/21,0.614
2017/08/22,0.099
2017/08/23,0.051
2017/08/24,0.035
2017/08/25,0.192
2017/08/26,0.154
2017/08/27,0.119
2017/08/28,0.214
2017/08/29,0.931
2017/08/30,0.682
2017/08/31,0.86
2017/09/01,0.864
2017/09/02,1.079
2017/09/03,0.789
2017/09/04,0.746
2017/09/05,1.147
2017/09/06,1.076
2017/09/07,0.698
2017/09/08,0.173
2017/09/09,1.3
2017/09/10,1.437
2017/09/11,0.203
2017/09/12,0.423
2017/09/13,0.395
2017/09/14,0.344
2017/09/15,0.849
2017/09/16,1.022
2017/09/17,1.207
2017/09/18,1.197
2017/09/19,0.147
2017/09/20,0.765
2017/09/21,0.967
2017/09/22,0.984
2017/09/23,0.255
2017/09/24,0.668
2017/09/25,0.548
2017/09/26,0.19
2017/09/27,0.101
2017/09/28,0.113
2017/09/29,0.147
2017/09/30,0.177
2017/10/01,0.207
2017/10/02,0.199
2017/10/03,0.254
2017/10/04,0.222
2017/10/05,0.015
2017/10/06,0.301
2017/10/07,0.558
2017/10/08,0.568
2017/10/09,0.302
2017/10/10,0.184
2017/10/11,0.257
2017/10/12,0.179
2017/10/13,0.172
2017/10/14,0.285
2017/10/15,0.371
2017/10/16,0.39
2017/10/17,0.683
2017/10/18,0.526
2017/10/19,0.176
2017/10/20,0.483
2017/10/21,0.626
2017/10/22,0.793
2017/10/23,0.235
2017/10/24,0.531
2017/10/25,0.303
2017/10/26,0.294
2017/10/27,0.091
2017/10/28,0.211
2017/10/29,0.239
2017/10/30,0.248
2017/10/31,0.282
2017/11/01,0.24
2017/11/02,0.229
2017/11/03,0.353
2017/11/04,0.566
2017/11/05,0.317
2017/11/06,0.189
2017/11/07,0.315
2017/11/08,0.274
2017/11/09,0.149
2017/11/10,0.178
2017/11/11,0.263
2017/11/12,0.185
2017/11/13,0.251
2017/11/14,0.217
2017/11/15,0.336
2017/11/16,0.259
2017/11/17,0.251
2017/11/18,0.36
2017/11/19,0.361
2017/11/20,0.411
2017/11/21,0.339
2017/11/22,0.026
2017/11/23,0.03
2017/11/24,0.199
2017/11/25,0.245
2017/11/26,0.179
2017/11/27,0.331
2017/11/28,0.276
2017/11/29,0.236
2017/11/30,0.136
2017/12/01,0.137
2017/12/02,0.239
2017/12/03,0.233
2017/12/04,1.663
2017/12/05,2.494
2017/12/06,2.279
2017/12/07,3.352
2017/12/08,2.713
2017/12/09,0.471
2017/12/10,1.062
2017/12/11,1.828
2017/12/12,1.399
2017/12/13,0.749
2017/12/14,1.03
2017/12/15,1.06
2017/12/16,0.831
2017/12/17,0.986
2017/12/18,1.085
2017/12/19,1.061
2017/12/20,1.748
2017/12/21,1.033
2017/12/22,0.403
2017/12/23,1.892
2017/12/24,1.986
2017/12/25,1.451
2017/12/26,1.071
2017/12/27,0.294
2017/12/28,0.331
2017/12/29,0.674
2017/12/30,0.589
2017/12/31,0.46
2018/01/01,0.676
2018/01/02,0.932
2018/01/03,1.463
2018/01/04,1.19
2018/01/05,5.221
2018/01/06,5.612
2018/01/07,1.72
2018/01/08,1.761
2018/01/09,0.708
2018/01/10,1.604
2018/01/11,1.46
2018/01/12,3.249
2018/01/13,2.019
2018/01/14,0.535
2018/01/15,0.527
2018/01/16,0.287
2018/01/17,0.581
2018/01/18,0.374
2018/01/19,0.855
2018/01/20,1.246
2018/01/21,1.578
2018/01/22,1.673
2018/01/23,0.668
2018/01/24,0.642
2018/01/25,1.044
2018/01/26,1.003
2018/01/27,0.812
2018/01/28,0.49
2018/01/29,1.494
2018/01/30,1.167
2018/01/31,0.655
2018/02/01,1.611
2018/02/02,1.465
2018/02/03,2.024
2018/02/04,1.203
2018/02/05,0.113
2018/02/06,0.295
2018/02/07,0.303
2018/02/08,1.004
2018/02/09,0.699
2018/02/10,0.376
2018/02/11,0.366
2018/02/12,0.435
2018/02/13,0.058
2018/02/14,0.087
2018/02/15,0.101
2018/02/16,0.181
2018/02/17,0.249
2018/02/18,0.596
2018/02/19,0.447
2018/02/20,0.438
2018/02/21,0.335
2018/02/22,0.485
2018/02/23,0.426
2018/02/24,0.037
2018/02/25,0.26
2018/02/26,0.295
2018/02/27,0.066
2018/02/28,0.74
2018/03/01,0.697
2018/03/02,0.639
2018/03/03,0.71
2018/03/04,0.749
2018/03/05,0.347
2018/03/06,0.329
2018/03/07,0.364
2018/03/08,0.321
2018/03/09,0.361
2018/03/10,0.537
2018/03/11,0.522
2018/03/12,0.575
2018/03/13,0.581
2018/03/14,0.463
2018/03/15,0.106
2018/03/16,0.148
2018/03/17,0.314
2018/03/18,0.26
2018/03/19,0.272
2018/03/20,0.052
2018/03/21,0.289
2018/03/22,0.269
2018/03/23,0.118
2018/03/24,0.275
2018/03/25,0.435
2018/03/26,0.223
2018/03/27,0.216
2018/03/28,0.133
2018/03/29,0.09
2018/03/30,0.122
2018/03/31,0.383
2018/04/01,0.361
2018/04/02,0.195
2018/04/03,0.287
2018/04/04,0.167
2018/04/05,0.733
2018/04/06,0.739
2018/04/07,0.862
2018/04/08,0.299
2018/04/09,0.232
2018/04/10,0.09
2018/04/11,0.138
2018/04/12,0.328
2018/04/13,0.367
2018/04/14,0.416
2018/04/15,0.533
2018/04/16,0.136
2018/04/17,0.228
2018/04/18,0.333
2018/04/19,0.303
2018/04/20,0.086
2018/04/21,0.398
2018/04/22,0.39
2018/04/23,0.159
2018/04/24,0.442
2018/04/25,0.325
2018/04/26,0.109
2018/04/27,0.135
2018/04/28,0.122
2018/04/29,0.282
2018/04/30,0.372
2018/05/01,0.445
2018/05/02,0.448
2018/05/03,0.44
2018/05/04,0.359
2018/05/05,0.521
2018/05/06,0.583
2018/05/07,0.211
2018/05/08,0.322
2018/05/09,0.291
2018/05/10,0.985
2018/05/11,0.825
2018/05/12,0.914
2018/05/13,0.806
2018/05/14,0.644
2018/05/15,0.577
2018/05/16,0.177
2018/05/17,0.359
2018/05/18,0.212
2018/05/19,0.454
2018/05/20,0.481
2018/05/21,0.281
2018/05/22,0.581
2018/05/23,0.337
2018/05/24,0.149
2018/05/25,0.29
2018/05/26,0.465
2018/05/27,0.448
2018/05/28,1.092
2018/05/29,1.12
2018/05/30,0.144
2018/05/31,0.867
2018/06/01,0.741
2018/06/02,1.587
2018/06/03,1.134
2018/06/04,0.528
2018/06/05,0.478
2018/06/06,0.503
2018/06/07,0.626
2018/06/08,0.864
2018/06/09,0.667
2018/06/10,0.433
2018/06/11,0.119
2018/06/12,0.095
2018/06/13,0.101
2018/06/14,0.223
2018/06/15,0.407
2018/06/16,0.782
2018/06/17,1.068
2018/06/18,0.263
2018/06/19,0.608
2018/06/20,0.506
2018/06/21,0.169
2018/06/22,0.812
2018/06/23,1.032
2018/06/24,1.074
2018/06/25,0.61
2018/06/26,0.511
2018/06/27,0.515
2018/06/28,0.056
2018/06/29,0.083
2018/06/30,5.169
2018/07/01,8.263
2018/07/02,9.469
2018/07/03,5.617
2018/07/04,5.947
2018/07/05,3.828
2018/07/06,2.259
2018/07/07,2.262
2018/07/08,6.274
2018/07/09,6.199
2018/07/10,2.081
2018/07/11,1.23
2018/07/12,2.25
2018/07/13,2.481
2018/07/14,5.076
2018/07/15,5.384
2018/07/16,9.061
2018/07/17,9.828
2018/07/18,0.444
2018/07/19,0.192
2018/07/20,0.485
2018/07/21,0.584
2018/07/22,0.888
2018/07/23,0.874
2018/07/24,0.714
2018/07/25,0.454
2018/07/26,0.278
2018/07/27,0.262
2018/07/28,0.26
2018/07/29,0.49
2018/07/30,0.498
2018/07/31,0.209
2018/08/01,0.072
2018/08/02,0.087
2018/08/03,0.05
2018/08/04,0.083
2018/08/05,0.308
2018/08/06,0.588
2018/08/07,3.798
2018/08/08,7.838
2018/08/09,5.013
2018/08/10,4.244
2018/08/11,6.329
2018/08/12,4.209
2018/08/13,0.569
2018/08/14,0.822
2018/08/15,0.379
2018/08/16,0.405
2018/08/17,4.579
2018/08/18,4.923
2018/08/19,5.166
2018/08/20,0.175
2018/08/21,0.074
2018/08/22,1.135
2018/08/23,1.024
2018/08/24,0.995
2018/08/25,1.497
2018/08/26,1.484
2018/08/27,0.604
2018/08/28,0.49
2018/08/29,0.321
2018/08/30,0.256
2018/08/31,0.075
2018/09/01,0.317
2018/09/02,0.417
2018/09/03,0.153
2018/09/04,0.458
2018/09/05,0.36
2018/09/06,0.48
2018/09/07,0.537
2018/09/08,0.356
2018/09/09,0.311
2018/09/10,0.14
2018/09/11,0.318
2018/09/12,0.288
2018/09/13,0.016
2018/09/14,0.511
2018/09/15,0.545
2018/09/16,0.098
2018/09/17,0.256
2018/09/18,0.319
2018/09/19,0.994
2018/09/20,0.877
2018/09/21,0.669
2018/09/22,0.707
2018/09/23,0.931
2018/09/24,0.577
2018/09/25,0.614
2018/09/26,0.103
2018/09/27,0.231
2018/09/28,0.331
2018/09/29,0.257
2018/09/30,0.453
2018/10/01,0.444
2018/10/02,0.472
2018/10/03,0.782
2018/10/04,0.837
2018/10/05,0.039
2018/10/06,0.639
2018/10/07,0.579
2018/10/08,0.552
2018/10/09,0.437
2018/10/10,0.227
2018/10/11,0.307
2018/10/12,0.079
2018/10/13,0.556
2018/10/14,0.624
2018/10/15,0.458
2018/10/16,0.45
2018/10/17,0.215
2018/10/18,0.115
2018/10/19,0.202
2018/10/20,0.233
2018/10/21,0.315
2018/10/22,0.256
2018/10/23,0.291
2018/10/24,0.304
2018/10/25,0.519
2018/10/26,0.283
2018/10/27,0.715
2018/10/28,0.582
2018/10/29,0.368
2018/10/30,0.395
2018/10/31,0.031
2018/11/01,0.054
2018/11/02,0.16
2018/11/03,0.286
2018/11/04,0.373
2018/11/05,0.59
2018/11/06,0.643
2018/11/07,0.186
2018/11/08,0.188
2018/11/09,0.328
2018/11/10,0.766
2018/11/11,0.548
2018/11/12,0.674
2018/11/13,0.795
2018/11/14,0.529
2018/11/15,0.591
2018/11/16,0.337
2018/11/17,0.814
2018/11/18,0.485
2018/11/19,0.888
2018/11/20,0.819
2018/11/21,0.51
2018/11/22,0.579
2018/11/23,0.084
2018/11/24,0.27
2018/11/25,0.311
2018/11/26,0.3
2018/11/27,0.143
2018/11/28,0.593
2018/11/29,0.86
2018/11/30,0.926
2018/12/01,1.088
2018/12/02,1.413
2018/12/03,0.338
2018/12/04,0.394
2018/12/05,0.189
2018/12/06,0.566
2018/12/07,0.659
2018/12/08,0.644
2018/12/09,0.639
2018/12/10,0.226
2018/12/11,0.222
2018/12/12,0.107
2018/12/13,0.139
2018/12/14,0.169
2018/12/15,0.341
2018/12/16,0.413
2018/12/17,0.397
2018/12/18,0.576
2018/12/19,0.241
2018/12/20,0.046
2018/12/21,0.08
2018/12/22,0.524
2018/12/23,0.422
2018/12/24,0.422
2018/12/25,0.324
2018/12/26,0.241
2018/12/27,0.385
2018/12/28,0.163
2018/12/29,0.186
2018/12/30,1.003
2018/12/31,1.061
2019/01/01,1.112
2019/01/02,0.184
2019/01/03,0.216
2019/01/04,0.159
2019/01/05,0.163
2019/01/06,0.315
2019/01/07,0.298
2019/01/08,0.083
2019/01/09,0.083
2019/01/10,0.29
2019/01/11,0.281
2019/01/12,0.501
2019/01/13,0.383
2019/01/14,1.209
2019/01/15,1.025
2019/01/16,0.525
2019/01/17,0.34
2019/01/18,0.22
2019/01/19,0.188
2019/01/20,0.255
2019/01/21,0.338
2019/01/22,0.656
2019/01/23,0.37
2019/01/24,0.345
2019/01/25,0.163
2019/01/26,0.389
2019/01/27,0.272
2019/01/28,0.63
2019/01/29,0.546
2019/01/30,0.222
2019/01/31,0.285
2019/02/01,0.186
2019/02/02,0.529
2019/02/03,0.537
2019/02/04,0.131
2019/02/05,0.059
2019/02/06,0.111
2019/02/07,0.132
2019/02/08,0.211
2019/02/09,0.188
2019/02/10,0.173
2019/02/11,0.429
2019/02/12,0.316
2019/02/13,0.293
2019/02/14,0.282
2019/02/15,0.4
2019/02/16,0.405
2019/02/17,0.335
2019/02/18,0.808
2019/02/19,0.77
2019/02/20,0.162
2019/02/21,0.193
2019/02/22,0.188
2019/02/23,0.429
2019/02/24,0.477
2019/02/25,0.816
2019/02/26,0.38
2019/02/27,0.318
2019/02/28,0.394
2019/03/01,0.768
2019/03/02,1.114
2019/03/03,0.47
2019/03/04,0.543
2019/03/05,0.598
2019/03/06,0.085
2019/03/07,0.091
2019/03/08,0.052
2019/03/09,0.27
2019/03/10,0.526
2019/03/11,0.321
2019/03/12,0.28
2019/03/13,0.04
2019/03/14,0.189
2019/03/15,0.148
2019/03/16,0.359
2019/03/17,0.359
2019/03/18,0.895
2019/03/19,0.924
2019/03/20,0.242
2019/03/21,0.897
2019/03/22,0.869
2019/03/23,1.08
2019/03/24,0.698
2019/03/25,0.576
2019/03/26,0.617
2019/03/27,0.265
2019/03/28,0.292
2019/03/29,0.343
2019/03/30,0.567
2019/03/31,0.656
2019/04/01,0.6
2019/04/02,0.958
2019/04/03,0.959
2019/04/04,0.862
2019/04/05,1.44
2019/04/06,0.859
2019/04/07,0.288
2019/04/08,0.626
2019/04/09,0.525
2019/04/10,1.421
2019/04/11,6.547
2019/04/12,5.154
2019/04/13,2.566
2019/04/14,2.043
2019/04/15,0.881
2019/04/16,2.301
2019/04/17,2.057
2019/04/18,1.402
2019/04/19,4.461
2019/04/20,7.564
2019/04/21,3.808
2019/04/22,0.368
2019/04/23,0.383
2019/04/24,0.123
2019/04/25,0.359
2019/04/26,0.473
2019/04/27,0.779
2019/04/28,0.849
2019/04/29,0.243
2019/04/30,0.291
2019/05/01,0.17
2019/05/02,0.418
2019/05/03,0.355
2019/05/04,0.52
2019/05/05,0.401
2019/05/06,0.533
2019/05/07,0.832
2019/05/08,0.471
2019/05/09,0.508
2019/05/10,0.222
2019/05/11,0.355
2019/05/12,0.406
2019/05/13,0.558
2019/05/14,0.897
2019/05/15,1.108
2019/05/16,2.019
2019/05/17,1.335
2019/05/18,1.816
2019/05/19,1.367
2019/05/20,0.534
2019/05/21,0.607
2019/05/22,0.908
2019/05/23,0.901
2019/05/24,0.446
2019/05/25,0.857
2019/05/26,1.307
2019/05/27,1.42
2019/05/28,1.568
2019/05/29,0.093
2019/05/30,0.581
2019/05/31,0.536
2019/06/01,0.61
2019/06/02,1.134
2019/06/03,0.942
2019/06/04,0.701
2019/06/05,0.136
2019/06/06,0.274
2019/06/07,0.313
2019/06/08,1.572
2019/06/09,2.063
2019/06/10,2.374
2019/06/11,2.129
2019/06/12,1.918
2019/06/13,1.29
2019/06/14,0.731
2019/06/15,1.378
2019/06/16,1.404
2019/06/17,1.863
2019/06/18,1.824
2019/06/19,1.295
2019/06/20,1.619
2019/06/21,1.928
2019/06/22,2.333
