Date,fee_to_reward30trxUSD
2016/08/09,-0.287
2016/08/10,-0.295
2016/08/11,-0.303
2016/08/12,-0.314
2016/08/13,-0.329
2016/08/14,-0.348
2016/08/15,-0.369
2016/08/16,-0.387
2016/08/17,-0.406
2016/08/18,-0.419
2016/08/19,-0.432
2016/08/20,-0.446
2016/08/21,-0.461
2016/08/22,-0.474
2016/08/23,-0.456
2016/08/24,-0.443
2016/08/25,-0.431
2016/08/26,-0.42
2016/08/27,-0.413
2016/08/28,-0.412
2016/08/29,-0.411
2016/08/30,-0.41
2016/08/31,-0.41
2016/09/01,-0.408
2016/09/02,-0.397
2016/09/03,-0.39
2016/09/04,-0.37
2016/09/05,-0.355
2016/09/06,-0.341
2016/09/07,-0.327
2016/09/08,-0.307
2016/09/09,-0.284
2016/09/10,-0.267
2016/09/11,-0.256
2016/09/12,-0.245
2016/09/13,-0.237
2016/09/14,-0.227
2016/09/15,-0.216
2016/09/16,-0.196
2016/09/17,-0.177
2016/09/18,-0.162
2016/09/19,-0.156
2016/09/20,-0.151
2016/09/21,-0.149
2016/09/22,-0.126
2016/09/23,-0.099
2016/09/24,-0.051
2016/09/25,0.008
2016/09/26,0.115
2016/09/27,0.239
2016/09/28,0.361
2016/09/29,0.459
2016/09/30,0.537
2016/10/01,0.628
2016/10/02,0.722
2016/10/03,0.807
2016/10/04,0.9
2016/10/05,0.978
2016/10/06,1.035
2016/10/07,1.07
2016/10/08,1.09
2016/10/09,1.104
2016/10/10,1.109
2016/10/11,1.096
2016/10/12,1.073
2016/10/13,1.078
2016/10/14,1.088
2016/10/15,1.098
2016/10/16,1.106
2016/10/17,1.115
2016/10/18,1.138
2016/10/19,1.167
2016/10/20,1.178
2016/10/21,1.169
2016/10/22,1.136
2016/10/23,1.083
2016/10/24,1.027
2016/10/25,0.968
2016/10/26,0.902
2016/10/27,0.829
2016/10/28,0.755
2016/10/29,0.677
2016/10/30,0.597
2016/10/31,0.516
2016/11/01,0.442
2016/11/02,0.366
2016/11/03,0.29
2016/11/04,0.211
2016/11/05,0.13
2016/11/06,0.049
2016/11/07,-0.029
2016/11/08,-0.102
2016/11/09,-0.168
2016/11/10,-0.227
2016/11/11,-0.276
2016/11/12,-0.323
2016/11/13,-0.367
2016/11/14,-0.404
2016/11/15,-0.436
2016/11/16,-0.464
2016/11/17,-0.491
2016/11/18,-0.516
2016/11/19,-0.542
2016/11/20,-0.567
2016/11/21,-0.587
2016/11/22,-0.601
2016/11/23,-0.587
2016/11/24,-0.563
2016/11/25,-0.53
2016/11/26,-0.482
2016/11/27,-0.401
2016/11/28,-0.289
2016/11/29,-0.163
2016/11/30,-0.062
2016/12/01,0.011
2016/12/02,0.061
2016/12/03,0.09
2016/12/04,0.102
2016/12/05,0.103
2016/12/06,0.097
2016/12/07,0.085
2016/12/08,0.068
2016/12/09,0.046
2016/12/10,0.019
2016/12/11,-0.009
2016/12/12,-0.039
2016/12/13,-0.072
2016/12/14,-0.103
2016/12/15,-0.134
2016/12/16,-0.165
2016/12/17,-0.197
2016/12/18,-0.23
2016/12/19,-0.259
2016/12/20,-0.281
2016/12/21,-0.289
2016/12/22,-0.295
2016/12/23,-0.304
2016/12/24,-0.32
2016/12/25,-0.34
2016/12/26,-0.366
2016/12/27,-0.387
2016/12/28,-0.406
2016/12/29,-0.419
2016/12/30,-0.424
2016/12/31,-0.432
2017/01/01,-0.444
2017/01/02,-0.457
2017/01/03,-0.464
2017/01/04,-0.467
2017/01/05,-0.467
2017/01/06,-0.469
2017/01/07,-0.472
2017/01/08,-0.475
2017/01/09,-0.474
2017/01/10,-0.469
2017/01/11,-0.464
2017/01/12,-0.456
2017/01/13,-0.446
2017/01/14,-0.441
2017/01/15,-0.438
2017/01/16,-0.435
2017/01/17,-0.426
2017/01/18,-0.418
2017/01/19,-0.412
2017/01/20,-0.405
2017/01/21,-0.4
2017/01/22,-0.393
2017/01/23,-0.385
2017/01/24,-0.371
2017/01/25,-0.355
2017/01/26,-0.339
2017/01/27,-0.322
2017/01/28,-0.308
2017/01/29,-0.297
2017/01/30,-0.288
2017/01/31,-0.28
2017/02/01,-0.27
2017/02/02,-0.259
2017/02/03,-0.248
2017/02/04,-0.239
2017/02/05,-0.23
2017/02/06,-0.221
2017/02/07,-0.203
2017/02/08,-0.181
2017/02/09,-0.157
2017/02/10,-0.127
2017/02/11,-0.1
2017/02/12,-0.073
2017/02/13,-0.032
2017/02/14,0.013
2017/02/15,0.071
2017/02/16,0.12
2017/02/17,0.161
2017/02/18,0.199
2017/02/19,0.228
2017/02/20,0.253
2017/02/21,0.284
2017/02/22,0.317
2017/02/23,0.345
2017/02/24,0.367
2017/02/25,0.386
2017/02/26,0.398
2017/02/27,0.409
2017/02/28,0.423
2017/03/01,0.439
2017/03/02,0.459
2017/03/03,0.476
2017/03/04,0.487
2017/03/05,0.493
2017/03/06,0.495
2017/03/07,0.494
2017/03/08,0.488
2017/03/09,0.486
2017/03/10,0.488
2017/03/11,0.49
2017/03/12,0.493
2017/03/13,0.513
2017/03/14,0.546
2017/03/15,0.582
2017/03/16,0.634
2017/03/17,0.696
2017/03/18,0.749
2017/03/19,0.793
2017/03/20,0.827
2017/03/21,0.858
2017/03/22,0.883
2017/03/23,0.904
2017/03/24,0.924
2017/03/25,0.938
2017/03/26,0.945
2017/03/27,0.959
2017/03/28,0.97
2017/03/29,0.981
2017/03/30,0.992
2017/03/31,1.006
2017/04/01,1.01
2017/04/02,1.012
2017/04/03,1.016
2017/04/04,1.015
2017/04/05,1.013
2017/04/06,1.011
2017/04/07,1.009
2017/04/08,0.996
2017/04/09,0.976
2017/04/10,0.956
2017/04/11,0.931
2017/04/12,0.916
2017/04/13,0.898
2017/04/14,0.877
2017/04/15,0.852
2017/04/16,0.823
2017/04/17,0.792
2017/04/18,0.768
2017/04/19,0.753
2017/04/20,0.74
2017/04/21,0.739
2017/04/22,0.739
2017/04/23,0.735
2017/04/24,0.731
2017/04/25,0.729
2017/04/26,0.729
2017/04/27,0.735
2017/04/28,0.742
2017/04/29,0.746
2017/04/30,0.75
2017/05/01,0.768
2017/05/02,0.798
2017/05/03,0.821
2017/05/04,0.844
2017/05/05,0.864
2017/05/06,0.88
2017/05/07,0.901
2017/05/08,0.922
2017/05/09,0.947
2017/05/10,0.973
2017/05/11,1.001
2017/05/12,1.03
2017/05/13,1.058
2017/05/14,1.086
2017/05/15,1.124
2017/05/16,1.169
2017/05/17,1.255
2017/05/18,1.345
2017/05/19,1.441
2017/05/20,1.532
2017/05/21,1.618
2017/05/22,1.706
2017/05/23,1.819
2017/05/24,1.955
2017/05/25,2.084
2017/05/26,2.197
2017/05/27,2.287
2017/05/28,2.358
2017/05/29,2.409
2017/05/30,2.482
2017/05/31,2.628
2017/06/01,2.749
2017/06/02,2.862
2017/06/03,2.941
2017/06/04,3
2017/06/05,3.028
2017/06/06,3.044
2017/06/07,3.05
2017/06/08,3.038
2017/06/09,3.013
2017/06/10,2.967
2017/06/11,2.929
2017/06/12,2.933
2017/06/13,2.924
2017/06/14,2.895
2017/06/15,2.855
2017/06/16,2.801
2017/06/17,2.733
2017/06/18,2.657
2017/06/19,2.58
2017/06/20,2.586
2017/06/21,2.688
2017/06/22,2.818
2017/06/23,2.926
2017/06/24,3.031
2017/06/25,3.099
2017/06/26,3.153
2017/06/27,3.164
2017/06/28,3.175
2017/06/29,3.168
2017/06/30,3.129
2017/07/01,3.061
2017/07/02,2.973
2017/07/03,2.882
2017/07/04,2.784
2017/07/05,2.686
2017/07/06,2.576
2017/07/07,2.464
2017/07/08,2.352
2017/07/09,2.23
2017/07/10,2.106
2017/07/11,1.985
2017/07/12,1.873
2017/07/13,1.769
2017/07/14,1.667
2017/07/15,1.567
2017/07/16,1.47
2017/07/17,1.376
2017/07/18,1.301
2017/07/19,1.23
2017/07/20,1.156
2017/07/21,1.083
2017/07/22,1.005
2017/07/23,0.932
2017/07/24,0.865
2017/07/25,0.807
2017/07/26,0.751
2017/07/27,0.696
2017/07/28,0.642
2017/07/29,0.582
2017/07/30,0.52
2017/07/31,0.458
2017/08/01,0.404
2017/08/02,0.354
2017/08/03,0.307
2017/08/04,0.263
2017/08/05,0.221
2017/08/06,0.185
2017/08/07,0.159
2017/08/08,0.144
2017/08/09,0.132
2017/08/10,0.125
2017/08/11,0.128
2017/08/12,0.136
2017/08/13,0.146
2017/08/14,0.16
2017/08/15,0.18
2017/08/16,0.24
2017/08/17,0.313
2017/08/18,0.41
2017/08/19,0.501
2017/08/20,0.57
2017/08/21,0.624
2017/08/22,0.662
2017/08/23,0.688
2017/08/24,0.703
2017/08/25,0.713
2017/08/26,0.717
2017/08/27,0.715
2017/08/28,0.714
2017/08/29,0.73
2017/08/30,0.752
2017/08/31,0.8
2017/09/01,0.853
2017/09/02,0.896
2017/09/03,0.922
2017/09/04,0.954
2017/09/05,0.998
2017/09/06,1.068
2017/09/07,1.151
2017/09/08,1.246
2017/09/09,1.318
2017/09/10,1.368
2017/09/11,1.397
2017/09/12,1.419
2017/09/13,1.43
2017/09/14,1.427
2017/09/15,1.431
2017/09/16,1.443
2017/09/17,1.435
2017/09/18,1.415
2017/09/19,1.384
2017/09/20,1.358
2017/09/21,1.318
2017/09/22,1.27
2017/09/23,1.217
2017/09/24,1.172
2017/09/25,1.13
2017/09/26,1.091
2017/09/27,1.052
2017/09/28,1.015
2017/09/29,0.975
2017/09/30,0.938
2017/10/01,0.899
2017/10/02,0.86
2017/10/03,0.825
2017/10/04,0.793
2017/10/05,0.763
2017/10/06,0.74
2017/10/07,0.713
2017/10/08,0.686
2017/10/09,0.661
2017/10/10,0.638
2017/10/11,0.622
2017/10/12,0.608
2017/10/13,0.599
2017/10/14,0.59
2017/10/15,0.579
2017/10/16,0.562
2017/10/17,0.534
2017/10/18,0.495
2017/10/19,0.447
2017/10/20,0.4
2017/10/21,0.344
2017/10/22,0.279
2017/10/23,0.211
2017/10/24,0.147
2017/10/25,0.083
2017/10/26,0.018
2017/10/27,-0.046
2017/10/28,-0.111
2017/10/29,-0.176
2017/10/30,-0.238
2017/10/31,-0.295
2017/11/01,-0.345
2017/11/02,-0.388
2017/11/03,-0.43
2017/11/04,-0.475
2017/11/05,-0.522
2017/11/06,-0.567
2017/11/07,-0.609
2017/11/08,-0.645
2017/11/09,-0.676
2017/11/10,-0.705
2017/11/11,-0.733
2017/11/12,-0.759
2017/11/13,-0.78
2017/11/14,-0.795
2017/11/15,-0.801
2017/11/16,-0.803
2017/11/17,-0.801
2017/11/18,-0.801
2017/11/19,-0.801
2017/11/20,-0.796
2017/11/21,-0.786
2017/11/22,-0.772
2017/11/23,-0.755
2017/11/24,-0.739
2017/11/25,-0.725
2017/11/26,-0.71
2017/11/27,-0.69
2017/11/28,-0.664
2017/11/29,-0.632
2017/11/30,-0.595
2017/12/01,-0.557
2017/12/02,-0.52
2017/12/03,-0.482
2017/12/04,-0.416
2017/12/05,-0.305
2017/12/06,-0.135
2017/12/07,0.123
2017/12/08,0.457
2017/12/09,0.835
2017/12/10,1.229
2017/12/11,1.599
2017/12/12,1.94
2017/12/13,2.234
2017/12/14,2.501
2017/12/15,2.725
2017/12/16,2.908
2017/12/17,3.038
2017/12/18,3.12
2017/12/19,3.179
2017/12/20,3.228
2017/12/21,3.268
2017/12/22,3.292
2017/12/23,3.281
2017/12/24,3.236
2017/12/25,3.153
2017/12/26,3.043
2017/12/27,2.916
2017/12/28,2.779
2017/12/29,2.643
2017/12/30,2.508
2017/12/31,2.372
2018/01/01,2.232
2018/01/02,2.101
2018/01/03,1.985
2018/01/04,1.886
2018/01/05,1.844
2018/01/06,1.857
2018/01/07,1.894
2018/01/08,1.95
2018/01/09,2.022
2018/01/10,2.114
2018/01/11,2.205
2018/01/12,2.276
2018/01/13,2.33
2018/01/14,2.365
2018/01/15,2.386
2018/01/16,2.391
2018/01/17,2.381
2018/01/18,2.36
2018/01/19,2.324
2018/01/20,2.274
2018/01/21,2.205
2018/01/22,2.119
2018/01/23,2.025
2018/01/24,1.923
2018/01/25,1.812
2018/01/26,1.694
2018/01/27,1.568
2018/01/28,1.44
2018/01/29,1.318
2018/01/30,1.199
2018/01/31,1.084
2018/02/01,0.982
2018/02/02,0.884
2018/02/03,0.786
2018/02/04,0.688
2018/02/05,0.59
2018/02/06,0.497
2018/02/07,0.405
2018/02/08,0.312
2018/02/09,0.22
2018/02/10,0.131
2018/02/11,0.043
2018/02/12,-0.043
2018/02/13,-0.127
2018/02/14,-0.208
2018/02/15,-0.287
2018/02/16,-0.363
2018/02/17,-0.435
2018/02/18,-0.5
2018/02/19,-0.563
2018/02/20,-0.62
2018/02/21,-0.673
2018/02/22,-0.723
2018/02/23,-0.772
2018/02/24,-0.817
2018/02/25,-0.862
2018/02/26,-0.905
2018/02/27,-0.947
2018/02/28,-0.982
2018/03/01,-1.016
2018/03/02,-1.045
2018/03/03,-1.074
2018/03/04,-1.102
2018/03/05,-1.127
2018/03/06,-1.152
2018/03/07,-1.173
2018/03/08,-1.193
2018/03/09,-1.213
2018/03/10,-1.234
2018/03/11,-1.257
2018/03/12,-1.278
2018/03/13,-1.3
2018/03/14,-1.322
2018/03/15,-1.344
2018/03/16,-1.366
2018/03/17,-1.389
2018/03/18,-1.412
2018/03/19,-1.434
2018/03/20,-1.456
2018/03/21,-1.473
2018/03/22,-1.489
2018/03/23,-1.501
2018/03/24,-1.512
2018/03/25,-1.524
2018/03/26,-1.533
2018/03/27,-1.542
2018/03/28,-1.55
2018/03/29,-1.556
2018/03/30,-1.562
2018/03/31,-1.569
2018/04/01,-1.578
2018/04/02,-1.587
2018/04/03,-1.594
2018/04/04,-1.602
2018/04/05,-1.602
2018/04/06,-1.602
2018/04/07,-1.605
2018/04/08,-1.607
2018/04/09,-1.609
2018/04/10,-1.61
2018/04/11,-1.609
2018/04/12,-1.604
2018/04/13,-1.594
2018/04/14,-1.583
2018/04/15,-1.573
2018/04/16,-1.561
2018/04/17,-1.547
2018/04/18,-1.528
2018/04/19,-1.504
2018/04/20,-1.475
2018/04/21,-1.447
2018/04/22,-1.418
2018/04/23,-1.387
2018/04/24,-1.351
2018/04/25,-1.311
2018/04/26,-1.268
2018/04/27,-1.22
2018/04/28,-1.171
2018/04/29,-1.116
2018/04/30,-1.055
2018/05/01,-0.996
2018/05/02,-0.938
2018/05/03,-0.876
2018/05/04,-0.812
2018/05/05,-0.752
2018/05/06,-0.7
2018/05/07,-0.651
2018/05/08,-0.603
2018/05/09,-0.554
2018/05/10,-0.492
2018/05/11,-0.422
2018/05/12,-0.358
2018/05/13,-0.297
2018/05/14,-0.231
2018/05/15,-0.162
2018/05/16,-0.09
2018/05/17,-0.012
2018/05/18,0.068
2018/05/19,0.143
2018/05/20,0.209
2018/05/21,0.273
2018/05/22,0.338
2018/05/23,0.403
2018/05/24,0.465
2018/05/25,0.52
2018/05/26,0.564
2018/05/27,0.597
2018/05/28,0.635
2018/05/29,0.675
2018/05/30,0.717
2018/05/31,0.772
2018/06/01,0.825
2018/06/02,0.862
2018/06/03,0.883
2018/06/04,0.9
2018/06/05,0.908
2018/06/06,0.915
2018/06/07,0.913
2018/06/08,0.9
2018/06/09,0.872
2018/06/10,0.833
2018/06/11,0.788
2018/06/12,0.737
2018/06/13,0.683
2018/06/14,0.63
2018/06/15,0.582
2018/06/16,0.527
2018/06/17,0.464
2018/06/18,0.397
2018/06/19,0.333
2018/06/20,0.271
2018/06/21,0.21
2018/06/22,0.161
2018/06/23,0.109
2018/06/24,0.057
2018/06/25,0.011
2018/06/26,-0.036
2018/06/27,-0.082
2018/06/28,-0.128
2018/06/29,-0.172
2018/06/30,-0.157
2018/07/01,-0.043
2018/07/02,0.224
2018/07/03,0.568
2018/07/04,0.933
2018/07/05,1.292
2018/07/06,1.664
2018/07/07,2.024
2018/07/08,2.301
2018/07/09,2.495
2018/07/10,2.606
2018/07/11,2.653
2018/07/12,2.67
2018/07/13,2.668
2018/07/14,2.693
2018/07/15,2.747
2018/07/16,2.735
2018/07/17,2.669
2018/07/18,2.564
2018/07/19,2.43
2018/07/20,2.279
2018/07/21,2.119
2018/07/22,1.947
2018/07/23,1.775
2018/07/24,1.602
2018/07/25,1.429
2018/07/26,1.258
2018/07/27,1.09
2018/07/28,0.927
2018/07/29,0.767
2018/07/30,0.611
2018/07/31,0.462
2018/08/01,0.318
2018/08/02,0.18
2018/08/03,0.049
2018/08/04,-0.077
2018/08/05,-0.199
2018/08/06,-0.312
2018/08/07,-0.394
2018/08/08,-0.413
2018/08/09,-0.388
2018/08/10,-0.35
2018/08/11,-0.327
2018/08/12,-0.321
2018/08/13,-0.325
2018/08/14,-0.334
2018/08/15,-0.348
2018/08/16,-0.368
2018/08/17,-0.361
2018/08/18,-0.365
2018/08/19,-0.38
2018/08/20,-0.404
2018/08/21,-0.434
2018/08/22,-0.462
2018/08/23,-0.493
2018/08/24,-0.518
2018/08/25,-0.55
2018/08/26,-0.582
2018/08/27,-0.618
2018/08/28,-0.656
2018/08/29,-0.694
2018/08/30,-0.731
2018/08/31,-0.768
2018/09/01,-0.805
2018/09/02,-0.845
2018/09/03,-0.883
2018/09/04,-0.919
2018/09/05,-0.953
2018/09/06,-0.983
2018/09/07,-1.009
2018/09/08,-1.033
2018/09/09,-1.054
2018/09/10,-1.073
2018/09/11,-1.087
2018/09/12,-1.096
2018/09/13,-1.101
2018/09/14,-1.106
2018/09/15,-1.113
2018/09/16,-1.12
2018/09/17,-1.125
2018/09/18,-1.128
2018/09/19,-1.12
2018/09/20,-1.109
2018/09/21,-1.092
2018/09/22,-1.076
2018/09/23,-1.063
2018/09/24,-1.047
2018/09/25,-1.028
2018/09/26,-1.007
2018/09/27,-0.981
2018/09/28,-0.95
2018/09/29,-0.914
2018/09/30,-0.878
2018/10/01,-0.838
2018/10/02,-0.795
2018/10/03,-0.757
2018/10/04,-0.724
2018/10/05,-0.695
2018/10/06,-0.678
2018/10/07,-0.668
2018/10/08,-0.659
2018/10/09,-0.654
2018/10/10,-0.648
2018/10/11,-0.64
2018/10/12,-0.633
2018/10/13,-0.63
2018/10/14,-0.634
2018/10/15,-0.637
2018/10/16,-0.643
2018/10/17,-0.648
2018/10/18,-0.655
2018/10/19,-0.659
2018/10/20,-0.664
2018/10/21,-0.671
2018/10/22,-0.676
2018/10/23,-0.679
2018/10/24,-0.677
2018/10/25,-0.667
2018/10/26,-0.653
2018/10/27,-0.643
2018/10/28,-0.637
2018/10/29,-0.629
2018/10/30,-0.62
2018/10/31,-0.609
2018/11/01,-0.599
2018/11/02,-0.586
2018/11/03,-0.575
2018/11/04,-0.567
2018/11/05,-0.553
2018/11/06,-0.533
2018/11/07,-0.512
2018/11/08,-0.488
2018/11/09,-0.465
2018/11/10,-0.451
2018/11/11,-0.445
2018/11/12,-0.437
2018/11/13,-0.424
2018/11/14,-0.402
2018/11/15,-0.37
2018/11/16,-0.334
2018/11/17,-0.303
2018/11/18,-0.273
2018/11/19,-0.235
2018/11/20,-0.189
2018/11/21,-0.145
2018/11/22,-0.103
2018/11/23,-0.063
2018/11/24,-0.029
2018/11/25,0.005
2018/11/26,0.036
2018/11/27,0.065
2018/11/28,0.098
2018/11/29,0.141
2018/11/30,0.199
2018/12/01,0.253
2018/12/02,0.298
2018/12/03,0.341
2018/12/04,0.382
2018/12/05,0.422
2018/12/06,0.452
2018/12/07,0.474
2018/12/08,0.48
2018/12/09,0.472
2018/12/10,0.457
2018/12/11,0.435
2018/12/12,0.406
2018/12/13,0.375
2018/12/14,0.343
2018/12/15,0.305
2018/12/16,0.261
2018/12/17,0.219
2018/12/18,0.182
2018/12/19,0.149
2018/12/20,0.121
2018/12/21,0.095
2018/12/22,0.065
2018/12/23,0.035
2018/12/24,0.009
2018/12/25,-0.014
2018/12/26,-0.036
2018/12/27,-0.06
2018/12/28,-0.084
2018/12/29,-0.11
2018/12/30,-0.125
2018/12/31,-0.142
2019/01/01,-0.163
2019/01/02,-0.184
2019/01/03,-0.206
2019/01/04,-0.225
2019/01/05,-0.241
2019/01/06,-0.26
2019/01/07,-0.279
2019/01/08,-0.297
2019/01/09,-0.317
2019/01/10,-0.332
2019/01/11,-0.347
2019/01/12,-0.365
2019/01/13,-0.385
2019/01/14,-0.391
2019/01/15,-0.391
2019/01/16,-0.388
2019/01/17,-0.385
2019/01/18,-0.381
2019/01/19,-0.377
2019/01/20,-0.376
2019/01/21,-0.371
2019/01/22,-0.358
2019/01/23,-0.343
2019/01/24,-0.327
2019/01/25,-0.311
2019/01/26,-0.3
2019/01/27,-0.294
2019/01/28,-0.281
2019/01/29,-0.268
2019/01/30,-0.252
2019/01/31,-0.232
2019/02/01,-0.21
2019/02/02,-0.193
2019/02/03,-0.182
2019/02/04,-0.176
2019/02/05,-0.174
2019/02/06,-0.173
2019/02/07,-0.172
2019/02/08,-0.17
2019/02/09,-0.168
2019/02/10,-0.165
2019/02/11,-0.156
2019/02/12,-0.144
2019/02/13,-0.123
2019/02/14,-0.098
2019/02/15,-0.063
2019/02/16,-0.026
2019/02/17,0.014
2019/02/18,0.066
2019/02/19,0.128
2019/02/20,0.194
2019/02/21,0.261
2019/02/22,0.327
2019/02/23,0.386
2019/02/24,0.445
2019/02/25,0.509
2019/02/26,0.576
2019/02/27,0.639
2019/02/28,0.704
2019/03/01,0.758
2019/03/02,0.796
2019/03/03,0.818
2019/03/04,0.835
2019/03/05,0.847
2019/03/06,0.854
2019/03/07,0.857
2019/03/08,0.854
2019/03/09,0.844
2019/03/10,0.824
2019/03/11,0.799
2019/03/12,0.771
2019/03/13,0.739
2019/03/14,0.703
2019/03/15,0.664
2019/03/16,0.619
2019/03/17,0.57
2019/03/18,0.528
2019/03/19,0.494
2019/03/20,0.464
2019/03/21,0.447
2019/03/22,0.437
2019/03/23,0.422
2019/03/24,0.404
2019/03/25,0.391
2019/03/26,0.383
2019/03/27,0.38
2019/03/28,0.379
2019/03/29,0.382
2019/03/30,0.382
2019/03/31,0.378
2019/04/01,0.379
2019/04/02,0.388
2019/04/03,0.412
2019/04/04,0.435
2019/04/05,0.449
2019/04/06,0.453
2019/04/07,0.449
2019/04/08,0.445
2019/04/09,0.438
2019/04/10,0.444
2019/04/11,0.523
2019/04/12,0.646
2019/04/13,0.783
2019/04/14,0.924
2019/04/15,1.074
2019/04/16,1.247
2019/04/17,1.439
2019/04/18,1.65
2019/04/19,1.822
2019/04/20,1.919
2019/04/21,1.958
2019/04/22,1.953
2019/04/23,1.914
2019/04/24,1.85
2019/04/25,1.764
2019/04/26,1.666
2019/04/27,1.553
2019/04/28,1.431
2019/04/29,1.304
2019/04/30,1.177
2019/05/01,1.051
2019/05/02,0.931
2019/05/03,0.815
2019/05/04,0.702
2019/05/05,0.591
