Date,fee_to_reward3wmaUSD
2016/06/16,0.113
2016/06/17,0.379
2016/06/18,0.608
2016/06/19,0.435
2016/06/20,0.257
2016/06/21,0.19
2016/06/22,0.177
2016/06/23,0.137
2016/06/24,0.118
2016/06/25,0.1
2016/06/26,0.091
2016/06/27,0.085
2016/06/28,0.091
2016/06/29,0.134
2016/06/30,0.208
2016/07/01,0.186
2016/07/02,0.127
2016/07/03,0.095
2016/07/04,0.085
2016/07/05,0.09
2016/07/06,0.09
2016/07/07,0.087
2016/07/08,0.102
2016/07/09,0.126
2016/07/10,0.111
2016/07/11,0.096
2016/07/12,0.094
2016/07/13,0.086
2016/07/14,0.092
2016/07/15,0.091
2016/07/16,0.083
2016/07/17,0.07
2016/07/18,0.071
2016/07/19,0.081
2016/07/20,0.158
2016/07/21,0.142
2016/07/22,0.13
2016/07/23,0.105
2016/07/24,0.111
2016/07/25,0.116
2016/07/26,0.132
2016/07/27,0.125
2016/07/28,0.157
2016/07/29,0.152
2016/07/30,0.124
2016/07/31,0.1
2016/08/01,0.093
2016/08/02,0.1
2016/08/03,0.102
2016/08/04,0.1
2016/08/05,0.094
2016/08/06,0.086
2016/08/07,0.084
2016/08/08,0.123
2016/08/09,0.116
2016/08/10,0.109
2016/08/11,0.098
2016/08/12,0.095
2016/08/13,0.085
2016/08/14,0.078
2016/08/15,0.079
2016/08/16,0.087
2016/08/17,0.089
2016/08/18,0.099
2016/08/19,0.096
2016/08/20,0.089
2016/08/21,0.085
2016/08/22,0.087
2016/08/23,0.153
2016/08/24,0.133
2016/08/25,0.116
2016/08/26,0.097
2016/08/27,0.092
2016/08/28,0.084
2016/08/29,0.086
2016/08/30,0.093
2016/08/31,0.094
2016/09/01,0.096
2016/09/02,0.116
2016/09/03,0.104
2016/09/04,0.126
2016/09/05,0.108
2016/09/06,0.106
2016/09/07,0.101
2016/09/08,0.115
2016/09/09,0.123
2016/09/10,0.105
2016/09/11,0.092
2016/09/12,0.096
2016/09/13,0.096
2016/09/14,0.103
2016/09/15,0.107
2016/09/16,0.126
2016/09/17,0.119
2016/09/18,0.108
2016/09/19,0.089
2016/09/20,0.091
2016/09/21,0.091
2016/09/22,0.138
2016/09/23,0.144
2016/09/24,0.176
2016/09/25,0.182
2016/09/26,0.264
2016/09/27,0.272
2016/09/28,0.244
2016/09/29,0.173
2016/09/30,0.137
2016/10/01,0.186
2016/10/02,0.218
2016/10/03,0.213
2016/10/04,0.23
2016/10/05,0.207
2016/10/06,0.175
2016/10/07,0.145
2016/10/08,0.142
2016/10/09,0.157
2016/10/10,0.161
2016/10/11,0.139
2016/10/12,0.128
2016/10/13,0.21
2016/10/14,0.229
2016/10/15,0.226
2016/10/16,0.203
2016/10/17,0.205
2016/10/18,0.242
2016/10/19,0.259
2016/10/20,0.21
2016/10/21,0.157
2016/10/22,0.11
2016/10/23,0.09
2016/10/24,0.115
2016/10/25,0.129
2016/10/26,0.122
2016/10/27,0.11
2016/10/28,0.109
2016/10/29,0.106
2016/10/30,0.099
2016/10/31,0.099
2016/11/01,0.115
2016/11/02,0.107
2016/11/03,0.099
2016/11/04,0.081
2016/11/05,0.077
2016/11/06,0.073
2016/11/07,0.079
2016/11/08,0.088
2016/11/09,0.101
2016/11/10,0.108
2016/11/11,0.121
2016/11/12,0.109
2016/11/13,0.104
2016/11/14,0.108
2016/11/15,0.114
2016/11/16,0.112
2016/11/17,0.103
2016/11/18,0.101
2016/11/19,0.092
2016/11/20,0.094
2016/11/21,0.101
2016/11/22,0.112
2016/11/23,0.178
2016/11/24,0.186
2016/11/25,0.182
2016/11/26,0.192
2016/11/27,0.259
2016/11/28,0.312
2016/11/29,0.313
2016/11/30,0.208
2016/12/01,0.126
2016/12/02,0.089
2016/12/03,0.082
2016/12/04,0.082
2016/12/05,0.089
2016/12/06,0.099
2016/12/07,0.105
2016/12/08,0.108
2016/12/09,0.103
2016/12/10,0.095
2016/12/11,0.102
2016/12/12,0.101
2016/12/13,0.099
2016/12/14,0.101
2016/12/15,0.105
2016/12/16,0.1
2016/12/17,0.099
2016/12/18,0.092
2016/12/19,0.101
2016/12/20,0.119
2016/12/21,0.146
2016/12/22,0.139
2016/12/23,0.115
2016/12/24,0.092
2016/12/25,0.079
2016/12/26,0.074
2016/12/27,0.093
2016/12/28,0.099
2016/12/29,0.114
2016/12/30,0.126
2016/12/31,0.111
2017/01/01,0.092
2017/01/02,0.085
2017/01/03,0.104
2017/01/04,0.116
2017/01/05,0.114
2017/01/06,0.104
2017/01/07,0.097
2017/01/08,0.098
2017/01/09,0.105
2017/01/10,0.114
2017/01/11,0.112
2017/01/12,0.113
2017/01/13,0.111
2017/01/14,0.101
2017/01/15,0.094
2017/01/16,0.096
2017/01/17,0.11
2017/01/18,0.11
2017/01/19,0.103
2017/01/20,0.102
2017/01/21,0.099
2017/01/22,0.105
2017/01/23,0.107
2017/01/24,0.119
2017/01/25,0.119
2017/01/26,0.116
2017/01/27,0.112
2017/01/28,0.107
2017/01/29,0.101
2017/01/30,0.099
2017/01/31,0.099
2017/02/01,0.109
2017/02/02,0.111
2017/02/03,0.11
2017/02/04,0.104
2017/02/05,0.105
2017/02/06,0.108
2017/02/07,0.126
2017/02/08,0.133
2017/02/09,0.132
2017/02/10,0.136
2017/02/11,0.128
2017/02/12,0.126
2017/02/13,0.155
2017/02/14,0.161
2017/02/15,0.183
2017/02/16,0.153
2017/02/17,0.134
2017/02/18,0.13
2017/02/19,0.124
2017/02/20,0.125
2017/02/21,0.147
2017/02/22,0.158
2017/02/23,0.15
2017/02/24,0.137
2017/02/25,0.135
2017/02/26,0.128
2017/02/27,0.134
2017/02/28,0.145
2017/03/01,0.157
2017/03/02,0.165
2017/03/03,0.156
2017/03/04,0.143
2017/03/05,0.136
2017/03/06,0.132
2017/03/07,0.134
2017/03/08,0.13
2017/03/09,0.144
2017/03/10,0.158
2017/03/11,0.157
2017/03/12,0.155
2017/03/13,0.193
2017/03/14,0.22
2017/03/15,0.216
2017/03/16,0.237
2017/03/17,0.25
2017/03/18,0.223
2017/03/19,0.195
2017/03/20,0.179
2017/03/21,0.189
2017/03/22,0.19
2017/03/23,0.191
2017/03/24,0.202
2017/03/25,0.194
2017/03/26,0.187
2017/03/27,0.213
2017/03/28,0.214
2017/03/29,0.217
2017/03/30,0.218
2017/03/31,0.231
2017/04/01,0.208
2017/04/02,0.207
2017/04/03,0.218
2017/04/04,0.215
2017/04/05,0.213
2017/04/06,0.221
2017/04/07,0.226
2017/04/08,0.197
2017/04/09,0.185
2017/04/10,0.191
2017/04/11,0.193
2017/04/12,0.227
2017/04/13,0.217
2017/04/14,0.208
2017/04/15,0.193
2017/04/16,0.183
2017/04/17,0.186
2017/04/18,0.211
2017/04/19,0.239
2017/04/20,0.24
2017/04/21,0.267
2017/04/22,0.258
2017/04/23,0.234
2017/04/24,0.229
2017/04/25,0.239
2017/04/26,0.247
2017/04/27,0.269
2017/04/28,0.268
2017/04/29,0.252
2017/04/30,0.252
2017/05/01,0.301
2017/05/02,0.345
2017/05/03,0.309
2017/05/04,0.299
2017/05/05,0.282
2017/05/06,0.281
2017/05/07,0.31
2017/05/08,0.319
2017/05/09,0.337
2017/05/10,0.341
2017/05/11,0.352
2017/05/12,0.354
2017/05/13,0.355
2017/05/14,0.361
2017/05/15,0.406
2017/05/16,0.442
2017/05/17,0.601
2017/05/18,0.595
2017/05/19,0.601
2017/05/20,0.552
2017/05/21,0.546
2017/05/22,0.575
2017/05/23,0.723
2017/05/24,0.845
2017/05/25,0.813
2017/05/26,0.739
2017/05/27,0.656
2017/05/28,0.64
2017/05/29,0.622
2017/05/30,0.822
2017/05/31,1.27
2017/06/01,1.155
2017/06/02,1.088
2017/06/03,0.892
2017/06/04,0.89
2017/06/05,0.814
2017/06/06,0.868
2017/06/07,0.916
2017/06/08,0.891
2017/06/09,0.873
2017/06/10,0.796
2017/06/11,0.928
2017/06/12,1.301
2017/06/13,1.221
2017/06/14,1.036
2017/06/15,0.928
2017/06/16,0.897
2017/06/17,0.852
2017/06/18,0.837
2017/06/19,0.89
2017/06/20,1.684
2017/06/21,2.56
2017/06/22,2.678
2017/06/23,2.189
2017/06/24,2.009
2017/06/25,1.715
2017/06/26,1.769
2017/06/27,1.464
2017/06/28,1.712
2017/06/29,1.684
2017/06/30,1.496
2017/07/01,1.246
2017/07/02,1.147
2017/07/03,1.304
2017/07/04,1.332
2017/07/05,1.394
2017/07/06,1.231
2017/07/07,1.212
2017/07/08,1.22
2017/07/09,1.078
2017/07/10,1.025
2017/07/11,1.059
2017/07/12,1.202
2017/07/13,1.279
2017/07/14,1.207
2017/07/15,1.151
2017/07/16,1.108
2017/07/17,1.114
2017/07/18,1.392
2017/07/19,1.372
2017/07/20,1.194
2017/07/21,1.076
2017/07/22,0.966
2017/07/23,1.035
2017/07/24,1.126
2017/07/25,1.274
2017/07/26,1.222
2017/07/27,1.123
2017/07/28,1.076
2017/07/29,0.934
2017/07/30,0.849
2017/07/31,0.86
2017/08/01,1.027
2017/08/02,1.081
2017/08/03,1.093
2017/08/04,1.031
2017/08/05,1.044
2017/08/06,1.073
2017/08/07,1.258
2017/08/08,1.404
2017/08/09,1.324
2017/08/10,1.335
2017/08/11,1.425
2017/08/12,1.487
2017/08/13,1.414
2017/08/14,1.434
2017/08/15,1.541
2017/08/16,2.339
2017/08/17,2.473
2017/08/18,2.757
2017/08/19,2.35
2017/08/20,1.778
2017/08/21,1.443
2017/08/22,1.351
2017/08/23,1.344
2017/08/24,1.347
2017/08/25,1.445
2017/08/26,1.487
2017/08/27,1.454
2017/08/28,1.544
2017/08/29,2.03
2017/08/30,2.173
2017/08/31,2.711
2017/09/01,2.646
2017/09/02,2.275
2017/09/03,1.785
2017/09/04,2.022
2017/09/05,2.507
2017/09/06,3.229
2017/09/07,3.477
2017/09/08,3.593
2017/09/09,2.878
2017/09/10,2.329
2017/09/11,2.002
2017/09/12,2.19
2017/09/13,2.258
2017/09/14,2.155
2017/09/15,2.543
2017/09/16,2.909
2017/09/17,2.452
2017/09/18,2.116
2017/09/19,1.89
2017/09/20,2.312
2017/09/21,2.013
2017/09/22,1.885
2017/09/23,1.813
2017/09/24,2.208
2017/09/25,2.335
2017/09/26,2.389
2017/09/27,2.304
2017/09/28,2.27
2017/09/29,2.172
2017/09/30,2.223
2017/10/01,2.151
2017/10/02,2.133
2017/10/03,2.232
2017/10/04,2.312
2017/10/05,2.352
2017/10/06,2.51
2017/10/07,2.275
2017/10/08,2.213
2017/10/09,2.244
2017/10/10,2.371
2017/10/11,2.532
2017/10/12,2.564
2017/10/13,2.668
2017/10/14,2.547
2017/10/15,2.426
2017/10/16,2.158
2017/10/17,1.787
2017/10/18,1.496
2017/10/19,1.338
2017/10/20,1.563
2017/10/21,1.363
2017/10/22,1.119
2017/10/23,1.081
2017/10/24,1.329
2017/10/25,1.374
2017/10/26,1.301
2017/10/27,1.272
2017/10/28,1.158
2017/10/29,1.09
2017/10/30,1.179
2017/10/31,1.299
2017/11/01,1.472
2017/11/02,1.579
2017/11/03,1.433
2017/11/04,1.161
2017/11/05,0.962
2017/11/06,1.002
2017/11/07,1.144
2017/11/08,1.323
2017/11/09,1.383
2017/11/10,1.317
2017/11/11,1.173
2017/11/12,1.201
2017/11/13,1.285
2017/11/14,1.438
2017/11/15,1.627
2017/11/16,1.582
2017/11/17,1.574
2017/11/18,1.347
2017/11/19,1.275
2017/11/20,1.427
2017/11/21,1.553
2017/11/22,1.611
2017/11/23,1.592
2017/11/24,1.486
2017/11/25,1.364
2017/11/26,1.407
2017/11/27,1.555
2017/11/28,1.729
2017/11/29,1.879
2017/11/30,1.876
2017/12/01,1.853
2017/12/02,1.702
2017/12/03,1.735
2017/12/04,2.587
2017/12/05,3.88
2017/12/06,5.312
2017/12/07,7.338
2017/12/08,8.649
2017/12/09,8.94
2017/12/10,8.45
2017/12/11,7.379
2017/12/12,6.751
2017/12/13,6.107
2017/12/14,6.467
2017/12/15,6.289
2017/12/16,6.241
2017/12/17,5.573
2017/12/18,5.174
2017/12/19,5.544
2017/12/20,6.399
2017/12/21,7.031
2017/12/22,7.021
2017/12/23,6.038
2017/12/24,5.066
2017/12/25,4.009
2017/12/26,3.513
2017/12/27,3.479
2017/12/28,3.603
2017/12/29,4.019
2017/12/30,4.17
2017/12/31,4.039
2018/01/01,3.659
2018/01/02,4.013
2018/01/03,4.633
2018/01/04,5.443
2018/01/05,8.363
2018/01/06,10.926
2018/01/07,11.24
2018/01/08,11.015
2018/01/09,11.037
2018/01/10,11.974
2018/01/11,11.706
2018/01/12,10.239
2018/01/13,9.401
2018/01/14,8.832
2018/01/15,8.841
2018/01/16,8.686
2018/01/17,8.434
2018/01/18,8.439
2018/01/19,7.981
2018/01/20,7.474
2018/01/21,6.45
2018/01/22,5.61
2018/01/23,5.57
2018/01/24,5.51
2018/01/25,5.084
2018/01/26,4.545
2018/01/27,3.98
2018/01/28,3.853
2018/01/29,4.56
2018/01/30,4.746
2018/01/31,4.738
2018/02/01,5.476
2018/02/02,5.407
2018/02/03,4.669
2018/02/04,3.987
2018/02/05,3.782
2018/02/06,3.918
2018/02/07,3.841
2018/02/08,3.345
2018/02/09,3.143
2018/02/10,3.186
2018/02/11,3.07
2018/02/12,2.938
2018/02/13,2.833
2018/02/14,2.867
2018/02/15,2.841
2018/02/16,2.766
2018/02/17,2.861
2018/02/18,3.155
2018/02/19,3.092
2018/02/20,3.191
2018/02/21,3.183
2018/02/22,2.987
2018/02/23,2.818
2018/02/24,2.762
2018/02/25,2.628
2018/02/26,2.519
2018/02/27,2.498
2018/02/28,2.889
2018/03/01,2.782
2018/03/02,2.958
2018/03/03,2.61
2018/03/04,2.486
2018/03/05,2.532
2018/03/06,2.457
2018/03/07,2.57
2018/03/08,2.506
2018/03/09,2.394
2018/03/10,2.062
2018/03/11,1.8
2018/03/12,2.007
2018/03/13,1.936
2018/03/14,1.925
2018/03/15,1.816
2018/03/16,1.764
2018/03/17,1.576
2018/03/18,1.592
2018/03/19,1.658
2018/03/20,1.705
2018/03/21,1.866
2018/03/22,1.919
2018/03/23,2.009
2018/03/24,1.872
2018/03/25,1.688
2018/03/26,1.7
2018/03/27,1.681
2018/03/28,1.686
2018/03/29,1.709
2018/03/30,1.666
2018/03/31,1.474
2018/04/01,1.288
2018/04/02,1.316
2018/04/03,1.428
2018/04/04,1.4
2018/04/05,1.779
2018/04/06,1.694
2018/04/07,1.429
2018/04/08,1.281
2018/04/09,1.332
2018/04/10,1.36
2018/04/11,1.437
2018/04/12,1.596
2018/04/13,1.81
2018/04/14,1.667
2018/04/15,1.484
2018/04/16,1.448
2018/04/17,1.542
2018/04/18,1.749
2018/04/19,1.895
2018/04/20,1.983
2018/04/21,1.787
2018/04/22,1.675
2018/04/23,1.688
2018/04/24,1.936
2018/04/25,2.029
2018/04/26,2.056
2018/04/27,2.108
2018/04/28,2.102
2018/04/29,2.258
2018/04/30,2.4
2018/05/01,2.232
2018/05/02,2.119
2018/05/03,2.272
2018/05/04,2.38
2018/05/05,2.168
2018/05/06,1.892
2018/05/07,1.869
2018/05/08,1.991
2018/05/09,2.185
2018/05/10,2.741
2018/05/11,3.031
2018/05/12,2.694
2018/05/13,2.437
2018/05/14,2.633
2018/05/15,2.86
2018/05/16,3.056
2018/05/17,3.246
2018/05/18,3.274
2018/05/19,3.073
2018/05/20,2.815
2018/05/21,2.853
2018/05/22,3.116
2018/05/23,3.284
2018/05/24,3.265
2018/05/25,3.108
2018/05/26,2.837
2018/05/27,2.591
2018/05/28,3.09
2018/05/29,3.416
2018/05/30,3.672
2018/05/31,4.121
2018/06/01,4.05
2018/06/02,3.347
2018/06/03,2.808
2018/06/04,2.887
2018/06/05,2.897
2018/06/06,3.183
2018/06/07,2.976
2018/06/08,2.678
2018/06/09,2.21
2018/06/10,2.017
2018/06/11,2.001
2018/06/12,2.043
2018/06/13,2.113
2018/06/14,2.232
2018/06/15,2.467
2018/06/16,2.131
2018/06/17,1.713
2018/06/18,1.502
2018/06/19,1.777
2018/06/20,1.925
2018/06/21,1.943
2018/06/22,2.345
2018/06/23,2.021
2018/06/24,1.856
2018/06/25,1.982
2018/06/26,1.916
2018/06/27,1.825
2018/06/28,1.705
2018/06/29,1.735
2018/06/30,4.474
2018/07/01,8.641
2018/07/02,14.531
2018/07/03,15.603
2018/07/04,13.772
2018/07/05,11.388
2018/07/06,11.805
2018/07/07,11.912
2018/07/08,8.986
2018/07/09,6.253
2018/07/10,4.17
2018/07/11,3.697
2018/07/12,4.668
2018/07/13,5.833
2018/07/14,8.93
2018/07/15,11.348
2018/07/16,7.508
2018/07/17,4.093
2018/07/18,2.235
2018/07/19,2.055
2018/07/20,2.279
2018/07/21,2.473
2018/07/22,2.106
2018/07/23,2.229
2018/07/24,2.164
2018/07/25,2.104
2018/07/26,1.896
2018/07/27,1.741
2018/07/28,1.824
2018/07/29,1.608
2018/07/30,1.564
2018/07/31,1.547
2018/08/01,1.548
2018/08/02,1.518
2018/08/03,1.529
2018/08/04,1.496
2018/08/05,1.34
2018/08/06,1.591
2018/08/07,3.597
2018/08/08,7.866
2018/08/09,9.718
2018/08/10,8.416
2018/08/11,4.907
2018/08/12,2.626
2018/08/13,2.037
2018/08/14,2.336
2018/08/15,2.574
2018/08/16,2.426
2018/08/17,4.812
2018/08/18,3.741
2018/08/19,2.688
2018/08/20,1.767
2018/08/21,1.733
2018/08/22,2.345
2018/08/23,2.335
2018/08/24,2.861
2018/08/25,2.218
2018/08/26,2.168
2018/08/27,1.829
2018/08/28,1.795
2018/08/29,1.877
2018/08/30,1.944
2018/08/31,1.994
2018/09/01,1.818
2018/09/02,1.642
2018/09/03,1.629
2018/09/04,1.852
2018/09/05,1.808
2018/09/06,2.026
2018/09/07,2.146
2018/09/08,2.052
2018/09/09,1.984
2018/09/10,1.986
2018/09/11,2.177
2018/09/12,2.286
2018/09/13,2.345
2018/09/14,2.075
2018/09/15,1.869
2018/09/16,1.726
2018/09/17,1.844
2018/09/18,1.966
2018/09/19,2.548
2018/09/20,2.496
2018/09/21,2.667
2018/09/22,2.283
2018/09/23,1.975
2018/09/24,2.104
2018/09/25,2.251
2018/09/26,2.396
2018/09/27,2.502
2018/09/28,2.697
2018/09/29,2.831
2018/09/30,2.637
2018/10/01,2.691
2018/10/02,2.811
2018/10/03,2.481
2018/10/04,2.202
2018/10/05,2.034
2018/10/06,1.691
2018/10/07,1.516
2018/10/08,1.704
2018/10/09,1.805
2018/10/10,1.968
2018/10/11,2.072
2018/10/12,2.108
2018/10/13,1.824
2018/10/14,1.534
2018/10/15,1.656
2018/10/16,1.676
2018/10/17,1.749
2018/10/18,1.705
2018/10/19,1.82
2018/10/20,1.762
2018/10/21,1.655
2018/10/22,1.726
2018/10/23,1.805
2018/10/24,2.018
2018/10/25,2.28
2018/10/26,2.293
2018/10/27,1.962
2018/10/28,1.682
2018/10/29,1.771
2018/10/30,1.893
2018/10/31,1.947
2018/11/01,1.916
2018/11/02,1.992
2018/11/03,1.872
2018/11/04,1.747
2018/11/05,1.994
2018/11/06,2.22
2018/11/07,2.237
2018/11/08,2.263
2018/11/09,2.087
2018/11/10,1.717
2018/11/11,1.429
2018/11/12,1.689
2018/11/13,2.004
2018/11/14,2.415
2018/11/15,2.72
2018/11/16,2.675
2018/11/17,2.288
2018/11/18,2.12
2018/11/19,2.502
2018/11/20,2.845
2018/11/21,2.72
2018/11/22,2.501
2018/11/23,2.427
2018/11/24,2.285
2018/11/25,2.362
2018/11/26,2.4
2018/11/27,2.379
2018/11/28,2.671
2018/11/29,3.054
2018/11/30,3.664
2018/12/01,3.311
2018/12/02,2.846
2018/12/03,2.725
2018/12/04,2.828
2018/12/05,2.996
2018/12/06,2.727
2018/12/07,2.506
2018/12/08,2.049
2018/12/09,1.799
2018/12/10,1.804
2018/12/11,1.852
2018/12/12,1.84
2018/12/13,1.892
2018/12/14,1.945
2018/12/15,1.794
2018/12/16,1.617
2018/12/17,1.75
2018/12/18,1.999
2018/12/19,2.178
2018/12/20,2.23
2018/12/21,2.195
2018/12/22,1.911
2018/12/23,1.82
2018/12/24,1.959
2018/12/25,2.116
2018/12/26,2.046
2018/12/27,1.862
2018/12/28,1.809
2018/12/29,1.701
2018/12/30,2.224
2018/12/31,2.029
2019/01/01,1.777
2019/01/02,1.649
2019/01/03,1.706
2019/01/04,1.827
2019/01/05,1.898
2019/01/06,1.76
2019/01/07,1.69
2019/01/08,1.666
2019/01/09,1.637
2019/01/10,1.78
2019/01/11,1.802
2019/01/12,1.589
2019/01/13,1.456
2019/01/14,2.029
2019/01/15,2.223
2019/01/16,2.2
2019/01/17,1.941
2019/01/18,1.921
2019/01/19,1.833
2019/01/20,1.747
2019/01/21,1.879
2019/01/22,2.199
2019/01/23,2.214
2019/01/24,2.166
2019/01/25,2.019
2019/01/26,1.816
2019/01/27,1.691
2019/01/28,1.977
2019/01/29,2.064
2019/01/30,2.144
2019/01/31,2.251
2019/02/01,2.274
2019/02/02,2.026
2019/02/03,1.766
2019/02/04,1.658
2019/02/05,1.66
2019/02/06,1.728
2019/02/07,1.793
2019/02/08,1.925
2019/02/09,1.895
2019/02/10,1.931
2019/02/11,2.128
2019/02/12,2.24
2019/02/13,2.448
2019/02/14,2.495
2019/02/15,2.749
2019/02/16,2.698
2019/02/17,2.675
2019/02/18,3.044
2019/02/19,3.313
2019/02/20,3.365
2019/02/21,3.269
2019/02/22,3.143
2019/02/23,2.899
2019/02/24,3.043
2019/02/25,3.384
2019/02/26,3.605
2019/02/27,3.503
2019/02/28,3.627
2019/03/01,3.261
2019/03/02,2.833
2019/03/03,2.459
2019/03/04,2.658
2019/03/05,2.834
2019/03/06,2.895
2019/03/07,2.851
2019/03/08,2.812
2019/03/09,2.661
2019/03/10,2.38
2019/03/11,2.358
2019/03/12,2.397
2019/03/13,2.425
2019/03/14,2.325
2019/03/15,2.28
2019/03/16,2.065
2019/03/17,1.959
2019/03/18,2.37
2019/03/19,2.734
2019/03/20,2.775
2019/03/21,3.226
2019/03/22,3.243
2019/03/23,2.857
2019/03/24,2.515
2019/03/25,2.697
2019/03/26,2.942
2019/03/27,3.186
2019/03/28,3.101
2019/03/29,3.211
2019/03/30,2.93
2019/03/31,2.76
2019/04/01,2.962
2019/04/02,3.442
2019/04/03,4.045
2019/04/04,3.824
2019/04/05,3.229
2019/04/06,2.657
2019/04/07,2.452
2019/04/08,2.732
2019/04/09,2.783
2019/04/10,3.601
2019/04/11,7.08
2019/04/12,8.738
2019/04/13,8.377
2019/04/14,7.313
2019/04/15,7.381
2019/04/16,8.523
2019/04/17,9.643
2019/04/18,10.662
2019/04/19,8.538
2019/04/20,4.936
2019/04/21,2.775
2019/04/22,2.29
2019/04/23,2.489
2019/04/24,2.546
2019/04/25,2.377
2019/04/26,2.541
2019/04/27,2.205
2019/04/28,2.036
2019/04/29,2.008
2019/04/30,2.17
2019/05/01,2.272
2019/05/02,2.523
2019/05/03,2.597
2019/05/04,2.388
2019/05/05,2.254
2019/05/06,2.464
2019/05/07,2.903
2019/05/08,2.909
2019/05/09,2.789
2019/05/10,2.813
2019/05/11,2.672
2019/05/12,2.573
2019/05/13,2.797
2019/05/14,3.247
2019/05/15,3.933
2019/05/16,5.095
2019/05/17,5.215
2019/05/18,4.553
2019/05/19,3.737
2019/05/20,3.68
2019/05/21,3.457
2019/05/22,3.883
2019/05/23,3.865
2019/05/24,4.005
2019/05/25,3.498
2019/05/26,2.924
2019/05/27,3.42
2019/05/28,3.85
2019/05/29,4.158
2019/05/30,4.456
2019/05/31,4.369
2019/06/01,4.21
2019/06/02,3.504
2019/06/03,3.466
2019/06/04,3.537
2019/06/05,3.591
2019/06/06,3.457
2019/06/07,3.268
2019/06/08,4.05
2019/06/09,3.377
2019/06/10,4.144
2019/06/11,4.114
2019/06/12,3.536
2019/06/13,2.922
2019/06/14,3.082
2019/06/15,3.798
2019/06/16,3.372
2019/06/17,4.03
2019/06/18,3.675
2019/06/19,3.83
2019/06/20,4.433
2019/06/21,3.796
2019/06/22,3.118
