Date,median_transaction_fee30emaUSD
2016/06/09,0.005
2016/06/10,0.005
2016/06/11,0.005
2016/06/12,0.005
2016/06/13,0.006
2016/06/14,0.006
2016/06/15,0.006
2016/06/16,0.006
2016/06/17,0.006
2016/06/18,0.006
2016/06/19,0.006
2016/06/20,0.006
2016/06/21,0.006
2016/06/22,0.006
2016/06/23,0.006
2016/06/24,0.006
2016/06/25,0.006
2016/06/26,0.006
2016/06/27,0.006
2016/06/28,0.006
2016/06/29,0.006
2016/06/30,0.006
2016/07/01,0.006
2016/07/02,0.006
2016/07/03,0.006
2016/07/04,0.006
2016/07/05,0.006
2016/07/06,0.006
2016/07/07,0.005
2016/07/08,0.005
2016/07/09,0.005
2016/07/10,0.005
2016/07/11,0.005
2016/07/12,0.005
2016/07/13,0.005
2016/07/14,0.005
2016/07/15,0.005
2016/07/16,0.005
2016/07/17,0.005
2016/07/18,0.005
2016/07/19,0.005
2016/07/20,0.005
2016/07/21,0.005
2016/07/22,0.005
2016/07/23,0.005
2016/07/24,0.005
2016/07/25,0.005
2016/07/26,0.005
2016/07/27,0.005
2016/07/28,0.005
2016/07/29,0.005
2016/07/30,0.005
2016/07/31,0.005
2016/08/01,0.005
2016/08/02,0.005
2016/08/03,0.005
2016/08/04,0.005
2016/08/05,0.005
2016/08/06,0.005
2016/08/07,0.005
2016/08/08,0.005
2016/08/09,0.005
2016/08/10,0.005
2016/08/11,0.005
2016/08/12,0.005
2016/08/13,0.005
2016/08/14,0.005
2016/08/15,0.005
2016/08/16,0.005
2016/08/17,0.005
2016/08/18,0.005
2016/08/19,0.005
2016/08/20,0.005
2016/08/21,0.005
2016/08/22,0.005
2016/08/23,0.005
2016/08/24,0.005
2016/08/25,0.005
2016/08/26,0.005
2016/08/27,0.005
2016/08/28,0.005
2016/08/29,0.005
2016/08/30,0.005
2016/08/31,0.005
2016/09/01,0.005
2016/09/02,0.005
2016/09/03,0.005
2016/09/04,0.005
2016/09/05,0.005
2016/09/06,0.005
2016/09/07,0.005
2016/09/08,0.005
2016/09/09,0.005
2016/09/10,0.005
2016/09/11,0.005
2016/09/12,0.005
2016/09/13,0.005
2016/09/14,0.005
2016/09/15,0.005
2016/09/16,0.005
2016/09/17,0.005
2016/09/18,0.005
2016/09/19,0.005
2016/09/20,0.005
2016/09/21,0.005
2016/09/22,0.005
2016/09/23,0.006
2016/09/24,0.006
2016/09/25,0.006
2016/09/26,0.007
2016/09/27,0.007
2016/09/28,0.007
2016/09/29,0.007
2016/09/30,0.007
2016/10/01,0.007
2016/10/02,0.008
2016/10/03,0.008
2016/10/04,0.008
2016/10/05,0.008
2016/10/06,0.008
2016/10/07,0.008
2016/10/08,0.008
2016/10/09,0.007
2016/10/10,0.007
2016/10/11,0.007
2016/10/12,0.007
2016/10/13,0.009
2016/10/14,0.009
2016/10/15,0.01
2016/10/16,0.01
2016/10/17,0.01
2016/10/18,0.011
2016/10/19,0.01
2016/10/20,0.01
2016/10/21,0.01
2016/10/22,0.01
2016/10/23,0.009
2016/10/24,0.009
2016/10/25,0.009
2016/10/26,0.009
2016/10/27,0.009
2016/10/28,0.009
2016/10/29,0.008
2016/10/30,0.008
2016/10/31,0.008
2016/11/01,0.008
2016/11/02,0.008
2016/11/03,0.007
2016/11/04,0.007
2016/11/05,0.007
2016/11/06,0.007
2016/11/07,0.007
2016/11/08,0.007
2016/11/09,0.007
2016/11/10,0.007
2016/11/11,0.007
2016/11/12,0.006
2016/11/13,0.006
2016/11/14,0.006
2016/11/15,0.006
2016/11/16,0.006
2016/11/17,0.006
2016/11/18,0.006
2016/11/19,0.006
2016/11/20,0.006
2016/11/21,0.006
2016/11/22,0.006
2016/11/23,0.006
2016/11/24,0.006
2016/11/25,0.006
2016/11/26,0.005
2016/11/27,0.005
2016/11/28,0.005
2016/11/29,0.005
2016/11/30,0.005
2016/12/01,0.005
2016/12/02,0.005
2016/12/03,0.005
2016/12/04,0.005
2016/12/05,0.005
2016/12/06,0.005
2016/12/07,0.005
2016/12/08,0.005
2016/12/09,0.005
2016/12/10,0.004
2016/12/11,0.004
2016/12/12,0.004
2016/12/13,0.004
2016/12/14,0.004
2016/12/15,0.004
2016/12/16,0.004
2016/12/17,0.004
2016/12/18,0.004
2016/12/19,0.004
2016/12/20,0.004
2016/12/21,0.004
2016/12/22,0.004
2016/12/23,0.004
2016/12/24,0.004
2016/12/25,0.004
2016/12/26,0.004
2016/12/27,0.004
2016/12/28,0.004
2016/12/29,0.004
2016/12/30,0.004
2016/12/31,0.004
2017/01/01,0.004
2017/01/02,0.004
2017/01/03,0.004
2017/01/04,0.004
2017/01/05,0.004
2017/01/06,0.004
2017/01/07,0.004
2017/01/08,0.004
2017/01/09,0.004
2017/01/10,0.004
2017/01/11,0.004
2017/01/12,0.004
2017/01/13,0.004
2017/01/14,0.004
2017/01/15,0.004
2017/01/16,0.004
2017/01/17,0.004
2017/01/18,0.004
2017/01/19,0.004
2017/01/20,0.004
2017/01/21,0.004
2017/01/22,0.004
2017/01/23,0.004
2017/01/24,0.005
2017/01/25,0.005
2017/01/26,0.005
2017/01/27,0.005
2017/01/28,0.005
2017/01/29,0.005
2017/01/30,0.005
2017/01/31,0.005
2017/02/01,0.005
2017/02/02,0.005
2017/02/03,0.005
2017/02/04,0.005
2017/02/05,0.005
2017/02/06,0.005
2017/02/07,0.005
2017/02/08,0.005
2017/02/09,0.005
2017/02/10,0.005
2017/02/11,0.005
2017/02/12,0.005
2017/02/13,0.005
2017/02/14,0.005
2017/02/15,0.005
2017/02/16,0.005
2017/02/17,0.005
2017/02/18,0.005
2017/02/19,0.005
2017/02/20,0.005
2017/02/21,0.005
2017/02/22,0.006
2017/02/23,0.006
2017/02/24,0.006
2017/02/25,0.006
2017/02/26,0.006
2017/02/27,0.006
2017/02/28,0.006
2017/03/01,0.006
2017/03/02,0.006
2017/03/03,0.006
2017/03/04,0.006
2017/03/05,0.007
2017/03/06,0.007
2017/03/07,0.007
2017/03/08,0.007
2017/03/09,0.007
2017/03/10,0.007
2017/03/11,0.007
2017/03/12,0.007
2017/03/13,0.008
2017/03/14,0.008
2017/03/15,0.008
2017/03/16,0.009
2017/03/17,0.009
2017/03/18,0.01
2017/03/19,0.01
2017/03/20,0.011
2017/03/21,0.011
2017/03/22,0.012
2017/03/23,0.012
2017/03/24,0.013
2017/03/25,0.013
2017/03/26,0.014
2017/03/27,0.014
2017/03/28,0.015
2017/03/29,0.016
2017/03/30,0.016
2017/03/31,0.016
2017/04/01,0.017
2017/04/02,0.017
2017/04/03,0.017
2017/04/04,0.017
2017/04/05,0.017
2017/04/06,0.018
2017/04/07,0.018
2017/04/08,0.018
2017/04/09,0.018
2017/04/10,0.018
2017/04/11,0.018
2017/04/12,0.018
2017/04/13,0.018
2017/04/14,0.019
2017/04/15,0.019
2017/04/16,0.019
2017/04/17,0.019
2017/04/18,0.02
2017/04/19,0.02
2017/04/20,0.02
2017/04/21,0.02
2017/04/22,0.02
2017/04/23,0.02
2017/04/24,0.021
2017/04/25,0.021
2017/04/26,0.021
2017/04/27,0.021
2017/04/28,0.022
2017/04/29,0.022
2017/04/30,0.023
2017/05/01,0.024
2017/05/02,0.025
2017/05/03,0.025
2017/05/04,0.026
2017/05/05,0.027
2017/05/06,0.028
2017/05/07,0.029
2017/05/08,0.029
2017/05/09,0.03
2017/05/10,0.03
2017/05/11,0.031
2017/05/12,0.031
2017/05/13,0.032
2017/05/14,0.032
2017/05/15,0.033
2017/05/16,0.033
2017/05/17,0.034
2017/05/18,0.035
2017/05/19,0.036
2017/05/20,0.037
2017/05/21,0.038
2017/05/22,0.041
2017/05/23,0.043
2017/05/24,0.046
2017/05/25,0.049
2017/05/26,0.051
2017/05/27,0.052
2017/05/28,0.053
2017/05/29,0.055
2017/05/30,0.058
2017/05/31,0.061
2017/06/01,0.064
2017/06/02,0.067
2017/06/03,0.069
2017/06/04,0.072
2017/06/05,0.075
2017/06/06,0.078
2017/06/07,0.081
2017/06/08,0.084
2017/06/09,0.086
2017/06/10,0.089
2017/06/11,0.093
2017/06/12,0.099
2017/06/13,0.105
2017/06/14,0.109
2017/06/15,0.111
2017/06/16,0.114
2017/06/17,0.117
2017/06/18,0.12
2017/06/19,0.122
2017/06/20,0.127
2017/06/21,0.146
2017/06/22,0.159
2017/06/23,0.171
2017/06/24,0.181
2017/06/25,0.186
2017/06/26,0.187
2017/06/27,0.187
2017/06/28,0.193
2017/06/29,0.195
2017/06/30,0.191
2017/07/01,0.187
2017/07/02,0.183
2017/07/03,0.18
2017/07/04,0.176
2017/07/05,0.172
2017/07/06,0.169
2017/07/07,0.166
2017/07/08,0.162
2017/07/09,0.159
2017/07/10,0.155
2017/07/11,0.151
2017/07/12,0.147
2017/07/13,0.143
2017/07/14,0.139
2017/07/15,0.136
2017/07/16,0.131
2017/07/17,0.128
2017/07/18,0.126
2017/07/19,0.124
2017/07/20,0.122
2017/07/21,0.121
2017/07/22,0.119
2017/07/23,0.118
2017/07/24,0.117
2017/07/25,0.116
2017/07/26,0.115
2017/07/27,0.113
2017/07/28,0.111
2017/07/29,0.109
2017/07/30,0.108
2017/07/31,0.107
2017/08/01,0.107
2017/08/02,0.107
2017/08/03,0.106
2017/08/04,0.106
2017/08/05,0.106
2017/08/06,0.106
2017/08/07,0.107
2017/08/08,0.108
2017/08/09,0.11
2017/08/10,0.111
2017/08/11,0.113
2017/08/12,0.116
2017/08/13,0.117
2017/08/14,0.118
2017/08/15,0.119
2017/08/16,0.124
2017/08/17,0.126
2017/08/18,0.131
2017/08/19,0.132
2017/08/20,0.132
2017/08/21,0.133
2017/08/22,0.134
2017/08/23,0.134
2017/08/24,0.135
2017/08/25,0.136
2017/08/26,0.136
2017/08/27,0.137
2017/08/28,0.138
2017/08/29,0.141
2017/08/30,0.145
2017/08/31,0.154
2017/09/01,0.16
2017/09/02,0.164
2017/09/03,0.164
2017/09/04,0.165
2017/09/05,0.167
2017/09/06,0.175
2017/09/07,0.182
2017/09/08,0.192
2017/09/09,0.194
2017/09/10,0.194
2017/09/11,0.19
2017/09/12,0.188
2017/09/13,0.185
2017/09/14,0.181
2017/09/15,0.18
2017/09/16,0.184
2017/09/17,0.186
2017/09/18,0.185
2017/09/19,0.182
2017/09/20,0.181
2017/09/21,0.177
2017/09/22,0.174
2017/09/23,0.17
2017/09/24,0.169
2017/09/25,0.167
2017/09/26,0.166
2017/09/27,0.165
2017/09/28,0.163
2017/09/29,0.162
2017/09/30,0.163
2017/10/01,0.163
2017/10/02,0.162
2017/10/03,0.162
2017/10/04,0.162
2017/10/05,0.16
2017/10/06,0.161
2017/10/07,0.161
2017/10/08,0.161
2017/10/09,0.161
2017/10/10,0.16
2017/10/11,0.159
2017/10/12,0.159
2017/10/13,0.161
2017/10/14,0.162
2017/10/15,0.163
2017/10/16,0.161
2017/10/17,0.157
2017/10/18,0.153
2017/10/19,0.148
2017/10/20,0.143
2017/10/21,0.138
2017/10/22,0.133
2017/10/23,0.13
2017/10/24,0.128
2017/10/25,0.123
2017/10/26,0.119
2017/10/27,0.111
2017/10/28,0.104
2017/10/29,0.098
2017/10/30,0.091
2017/10/31,0.085
2017/11/01,0.087
2017/11/02,0.089
2017/11/03,0.089
2017/11/04,0.087
2017/11/05,0.084
2017/11/06,0.081
2017/11/07,0.079
2017/11/08,0.082
2017/11/09,0.085
2017/11/10,0.087
2017/11/11,0.089
2017/11/12,0.092
2017/11/13,0.095
2017/11/14,0.097
2017/11/15,0.1
2017/11/16,0.103
2017/11/17,0.104
2017/11/18,0.104
2017/11/19,0.107
2017/11/20,0.11
2017/11/21,0.113
2017/11/22,0.115
2017/11/23,0.119
2017/11/24,0.123
2017/11/25,0.124
2017/11/26,0.129
2017/11/27,0.133
2017/11/28,0.137
2017/11/29,0.141
2017/11/30,0.144
2017/12/01,0.147
2017/12/02,0.148
2017/12/03,0.151
2017/12/04,0.155
2017/12/05,0.164
2017/12/06,0.178
2017/12/07,0.204
2017/12/08,0.23
2017/12/09,0.257
2017/12/10,0.272
2017/12/11,0.28
2017/12/12,0.296
2017/12/13,0.305
2017/12/14,0.332
2017/12/15,0.354
2017/12/16,0.369
2017/12/17,0.369
2017/12/18,0.366
2017/12/19,0.38
2017/12/20,0.399
2017/12/21,0.417
2017/12/22,0.427
2017/12/23,0.439
2017/12/24,0.438
2017/12/25,0.43
2017/12/26,0.423
2017/12/27,0.417
2017/12/28,0.41
2017/12/29,0.403
2017/12/30,0.396
2017/12/31,0.391
2018/01/01,0.387
2018/01/02,0.385
2018/01/03,0.386
2018/01/04,0.4
2018/01/05,0.478
2018/01/06,0.582
2018/01/07,0.673
2018/01/08,0.77
2018/01/09,0.866
2018/01/10,1.012
2018/01/11,1.111
2018/01/12,1.14
2018/01/13,1.201
2018/01/14,1.237
2018/01/15,1.251
2018/01/16,1.25
2018/01/17,1.236
2018/01/18,1.237
2018/01/19,1.231
2018/01/20,1.228
2018/01/21,1.221
2018/01/22,1.184
2018/01/23,1.162
2018/01/24,1.142
2018/01/25,1.12
2018/01/26,1.076
2018/01/27,1.036
2018/01/28,1.002
2018/01/29,0.995
2018/01/30,0.965
2018/01/31,0.935
2018/02/01,0.943
2018/02/02,0.926
2018/02/03,0.903
2018/02/04,0.872
2018/02/05,0.836
2018/02/06,0.803
2018/02/07,0.778
2018/02/08,0.75
2018/02/09,0.724
2018/02/10,0.701
2018/02/11,0.678
2018/02/12,0.658
2018/02/13,0.638
2018/02/14,0.621
2018/02/15,0.606
2018/02/16,0.592
2018/02/17,0.58
2018/02/18,0.575
2018/02/19,0.563
2018/02/20,0.552
2018/02/21,0.536
2018/02/22,0.517
2018/02/23,0.505
2018/02/24,0.495
2018/02/25,0.482
2018/02/26,0.468
2018/02/27,0.455
2018/02/28,0.449
2018/03/01,0.44
2018/03/02,0.435
2018/03/03,0.423
2018/03/04,0.419
2018/03/05,0.416
2018/03/06,0.411
2018/03/07,0.406
2018/03/08,0.396
2018/03/09,0.382
2018/03/10,0.368
2018/03/11,0.353
2018/03/12,0.34
2018/03/13,0.325
2018/03/14,0.311
2018/03/15,0.298
2018/03/16,0.286
2018/03/17,0.273
2018/03/18,0.262
2018/03/19,0.251
2018/03/20,0.24
2018/03/21,0.231
2018/03/22,0.221
2018/03/23,0.212
2018/03/24,0.203
2018/03/25,0.194
2018/03/26,0.187
2018/03/27,0.18
2018/03/28,0.173
2018/03/29,0.165
2018/03/30,0.157
2018/03/31,0.15
2018/04/01,0.143
2018/04/02,0.136
2018/04/03,0.13
2018/04/04,0.125
2018/04/05,0.119
2018/04/06,0.114
2018/04/07,0.108
2018/04/08,0.104
2018/04/09,0.099
2018/04/10,0.095
2018/04/11,0.092
2018/04/12,0.089
2018/04/13,0.087
2018/04/14,0.084
2018/04/15,0.082
2018/04/16,0.08
2018/04/17,0.078
2018/04/18,0.077
2018/04/19,0.076
2018/04/20,0.076
2018/04/21,0.076
2018/04/22,0.075
2018/04/23,0.075
2018/04/24,0.077
2018/04/25,0.079
2018/04/26,0.082
2018/04/27,0.086
2018/04/28,0.089
2018/04/29,0.095
2018/04/30,0.1
2018/05/01,0.103
2018/05/02,0.105
2018/05/03,0.108
2018/05/04,0.11
2018/05/05,0.112
2018/05/06,0.112
2018/05/07,0.112
2018/05/08,0.114
2018/05/09,0.118
2018/05/10,0.129
2018/05/11,0.138
2018/05/12,0.139
2018/05/13,0.144
2018/05/14,0.154
2018/05/15,0.164
2018/05/16,0.172
2018/05/17,0.182
2018/05/18,0.19
2018/05/19,0.194
2018/05/20,0.2
2018/05/21,0.206
2018/05/22,0.214
2018/05/23,0.218
2018/05/24,0.221
2018/05/25,0.223
2018/05/26,0.223
2018/05/27,0.221
2018/05/28,0.224
2018/05/29,0.228
2018/05/30,0.234
2018/05/31,0.242
2018/06/01,0.248
2018/06/02,0.248
2018/06/03,0.248
2018/06/04,0.25
2018/06/05,0.251
2018/06/06,0.253
2018/06/07,0.253
2018/06/08,0.252
2018/06/09,0.246
2018/06/10,0.238
2018/06/11,0.232
2018/06/12,0.226
2018/06/13,0.221
2018/06/14,0.219
2018/06/15,0.218
2018/06/16,0.211
2018/06/17,0.202
2018/06/18,0.195
2018/06/19,0.192
2018/06/20,0.186
2018/06/21,0.181
2018/06/22,0.176
2018/06/23,0.167
2018/06/24,0.16
2018/06/25,0.158
2018/06/26,0.153
2018/06/27,0.148
2018/06/28,0.143
2018/06/29,0.138
2018/06/30,0.151
2018/07/01,0.2
2018/07/02,0.254
2018/07/03,0.317
2018/07/04,0.344
2018/07/05,0.361
2018/07/06,0.401
2018/07/07,0.432
2018/07/08,0.435
2018/07/09,0.428
2018/07/10,0.416
2018/07/11,0.402
2018/07/12,0.398
2018/07/13,0.398
2018/07/14,0.42
2018/07/15,0.423
2018/07/16,0.406
2018/07/17,0.387
2018/07/18,0.369
2018/07/19,0.35
2018/07/20,0.335
2018/07/21,0.321
2018/07/22,0.304
2018/07/23,0.293
2018/07/24,0.28
2018/07/25,0.266
2018/07/26,0.253
2018/07/27,0.239
2018/07/28,0.226
2018/07/29,0.214
2018/07/30,0.202
2018/07/31,0.192
2018/08/01,0.181
2018/08/02,0.172
2018/08/03,0.164
2018/08/04,0.156
2018/08/05,0.148
2018/08/06,0.141
2018/08/07,0.142
2018/08/08,0.172
2018/08/09,0.196
2018/08/10,0.203
2018/08/11,0.195
2018/08/12,0.186
2018/08/13,0.178
2018/08/14,0.171
2018/08/15,0.166
2018/08/16,0.159
2018/08/17,0.164
2018/08/18,0.157
2018/08/19,0.149
2018/08/20,0.142
2018/08/21,0.135
2018/08/22,0.13
2018/08/23,0.125
2018/08/24,0.121
2018/08/25,0.115
2018/08/26,0.11
2018/08/27,0.106
2018/08/28,0.102
2018/08/29,0.1
2018/08/30,0.097
2018/08/31,0.095
2018/09/01,0.092
2018/09/02,0.089
2018/09/03,0.086
2018/09/04,0.084
2018/09/05,0.081
2018/09/06,0.08
2018/09/07,0.078
2018/09/08,0.077
2018/09/09,0.075
2018/09/10,0.074
2018/09/11,0.073
2018/09/12,0.072
2018/09/13,0.071
2018/09/14,0.071
2018/09/15,0.07
2018/09/16,0.069
2018/09/17,0.068
2018/09/18,0.068
2018/09/19,0.07
2018/09/20,0.07
2018/09/21,0.072
2018/09/22,0.072
2018/09/23,0.071
2018/09/24,0.072
2018/09/25,0.073
2018/09/26,0.074
2018/09/27,0.075
2018/09/28,0.076
2018/09/29,0.079
2018/09/30,0.08
2018/10/01,0.081
2018/10/02,0.083
2018/10/03,0.081
2018/10/04,0.08
2018/10/05,0.078
2018/10/06,0.075
2018/10/07,0.072
2018/10/08,0.072
2018/10/09,0.071
2018/10/10,0.071
2018/10/11,0.07
2018/10/12,0.07
2018/10/13,0.067
2018/10/14,0.065
2018/10/15,0.065
2018/10/16,0.064
2018/10/17,0.063
2018/10/18,0.062
2018/10/19,0.061
2018/10/20,0.061
2018/10/21,0.06
2018/10/22,0.059
2018/10/23,0.059
2018/10/24,0.06
2018/10/25,0.061
2018/10/26,0.061
2018/10/27,0.061
2018/10/28,0.06
2018/10/29,0.06
2018/10/30,0.059
2018/10/31,0.059
2018/11/01,0.059
2018/11/02,0.06
2018/11/03,0.06
2018/11/04,0.06
2018/11/05,0.062
2018/11/06,0.064
2018/11/07,0.065
2018/11/08,0.066
2018/11/09,0.066
2018/11/10,0.065
2018/11/11,0.063
2018/11/12,0.062
2018/11/13,0.062
2018/11/14,0.062
2018/11/15,0.063
2018/11/16,0.063
2018/11/17,0.062
2018/11/18,0.061
2018/11/19,0.06
2018/11/20,0.06
2018/11/21,0.059
2018/11/22,0.058
2018/11/23,0.056
2018/11/24,0.055
2018/11/25,0.054
2018/11/26,0.053
2018/11/27,0.051
2018/11/28,0.051
2018/11/29,0.051
2018/11/30,0.052
2018/12/01,0.051
2018/12/02,0.051
2018/12/03,0.05
2018/12/04,0.049
2018/12/05,0.049
2018/12/06,0.048
2018/12/07,0.047
2018/12/08,0.046
2018/12/09,0.044
2018/12/10,0.043
2018/12/11,0.041
2018/12/12,0.04
2018/12/13,0.04
2018/12/14,0.039
2018/12/15,0.038
2018/12/16,0.036
2018/12/17,0.036
2018/12/18,0.035
2018/12/19,0.035
2018/12/20,0.035
2018/12/21,0.036
2018/12/22,0.035
2018/12/23,0.036
2018/12/24,0.037
2018/12/25,0.037
2018/12/26,0.037
2018/12/27,0.037
2018/12/28,0.037
2018/12/29,0.037
2018/12/30,0.037
2018/12/31,0.037
2019/01/01,0.037
2019/01/02,0.037
2019/01/03,0.037
2019/01/04,0.038
2019/01/05,0.037
2019/01/06,0.037
2019/01/07,0.037
2019/01/08,0.037
2019/01/09,0.037
2019/01/10,0.037
2019/01/11,0.037
2019/01/12,0.036
2019/01/13,0.036
2019/01/14,0.037
2019/01/15,0.037
2019/01/16,0.038
2019/01/17,0.037
2019/01/18,0.038
2019/01/19,0.037
2019/01/20,0.037
2019/01/21,0.037
2019/01/22,0.037
2019/01/23,0.036
2019/01/24,0.036
2019/01/25,0.036
2019/01/26,0.036
2019/01/27,0.035
2019/01/28,0.035
2019/01/29,0.034
2019/01/30,0.034
2019/01/31,0.034
2019/02/01,0.034
2019/02/02,0.034
2019/02/03,0.033
2019/02/04,0.033
2019/02/05,0.033
2019/02/06,0.032
2019/02/07,0.032
2019/02/08,0.032
2019/02/09,0.032
2019/02/10,0.033
2019/02/11,0.033
2019/02/12,0.033
2019/02/13,0.034
2019/02/14,0.034
2019/02/15,0.035
2019/02/16,0.035
2019/02/17,0.035
2019/02/18,0.037
2019/02/19,0.039
2019/02/20,0.04
2019/02/21,0.041
2019/02/22,0.042
2019/02/23,0.043
2019/02/24,0.045
2019/02/25,0.045
2019/02/26,0.047
2019/02/27,0.047
2019/02/28,0.048
2019/03/01,0.048
2019/03/02,0.047
2019/03/03,0.046
2019/03/04,0.046
2019/03/05,0.045
2019/03/06,0.045
2019/03/07,0.045
2019/03/08,0.044
2019/03/09,0.043
2019/03/10,0.043
2019/03/11,0.042
2019/03/12,0.041
2019/03/13,0.04
2019/03/14,0.039
2019/03/15,0.038
2019/03/16,0.038
2019/03/17,0.037
2019/03/18,0.037
2019/03/19,0.037
2019/03/20,0.036
2019/03/21,0.036
2019/03/22,0.036
2019/03/23,0.035
2019/03/24,0.035
2019/03/25,0.035
2019/03/26,0.034
2019/03/27,0.034
2019/03/28,0.034
2019/03/29,0.034
2019/03/30,0.033
2019/03/31,0.033
2019/04/01,0.033
2019/04/02,0.034
2019/04/03,0.036
2019/04/04,0.036
2019/04/05,0.036
2019/04/06,0.036
2019/04/07,0.036
2019/04/08,0.036
2019/04/09,0.036
2019/04/10,0.036
2019/04/11,0.037
2019/04/12,0.037
2019/04/13,0.037
2019/04/14,0.036
2019/04/15,0.036
2019/04/16,0.036
2019/04/17,0.036
2019/04/18,0.036
2019/04/19,0.036
2019/04/20,0.035
2019/04/21,0.035
2019/04/22,0.035
2019/04/23,0.035
2019/04/24,0.035
2019/04/25,0.035
2019/04/26,0.035
2019/04/27,0.034
2019/04/28,0.034
2019/04/29,0.033
2019/04/30,0.033
2019/05/01,0.033
2019/05/02,0.033
2019/05/03,0.033
2019/05/04,0.033
2019/05/05,0.033
2019/05/06,0.033
2019/05/07,0.034
2019/05/08,0.035
2019/05/09,0.035
2019/05/10,0.035
2019/05/11,0.036
2019/05/12,0.036
2019/05/13,0.037
2019/05/14,0.039
2019/05/15,0.042
2019/05/16,0.049
2019/05/17,0.053
2019/05/18,0.055
2019/05/19,0.058
2019/05/20,0.061
2019/05/21,0.061
2019/05/22,0.064
2019/05/23,0.066
2019/05/24,0.068
2019/05/25,0.068
2019/05/26,0.067
2019/05/27,0.069
2019/05/28,0.072
2019/05/29,0.074
2019/05/30,0.078
2019/05/31,0.08
2019/06/01,0.08
2019/06/02,0.079
2019/06/03,0.079
2019/06/04,0.08
2019/06/05,0.081
2019/06/06,0.08
2019/06/07,0.081
2019/06/08,0.086
2019/06/09,0.084
2019/06/10,0.09
2019/06/11,0.091
2019/06/12,0.088
2019/06/13,0.086
2019/06/14,0.086
2019/06/15,0.088
2019/06/16,0.086
2019/06/17,0.092
2019/06/18,0.091
2019/06/19,0.092
2019/06/20,0.099
2019/06/21,0.098
2019/06/22,0.096
