Date,transactions7mom
2018/06/19,8566
2018/06/20,5439
2018/06/21,-13881
2018/06/22,6654
2018/06/23,36143
2018/06/24,23446
2018/06/25,141512
2018/06/26,-46595
2018/06/27,-31138
2018/06/28,-7251
2018/06/29,-35365
2018/06/30,-42937
2018/07/01,-49361
2018/07/02,-347706
2018/07/03,-158638
2018/07/04,-324826
2018/07/05,-217198
2018/07/06,-276017
2018/07/07,-148876
2018/07/08,8872
2018/07/09,162367
2018/07/10,118239
2018/07/11,196808
2018/07/12,38472
2018/07/13,104242
2018/07/14,24846
2018/07/15,-177799
2018/07/16,52073
2018/07/17,9521
2018/07/18,102225
2018/07/19,168644
2018/07/20,108291
2018/07/21,111683
2018/07/22,221650
2018/07/23,54658
2018/07/24,83573
2018/07/25,41382
2018/07/26,-9072
2018/07/27,117107
2018/07/28,83339
2018/07/29,40952
2018/07/30,-945
2018/07/31,-39802
2018/08/01,-29769
2018/08/02,54298
2018/08/03,-35525
2018/08/04,16575
2018/08/05,-12059
2018/08/06,-58176
2018/08/07,-108721
2018/08/08,-192095
2018/08/09,-241398
2018/08/10,-139298
2018/08/11,-63236
2018/08/12,-62322
2018/08/13,-4595
2018/08/14,54006
2018/08/15,82902
2018/08/16,178202
2018/08/17,-6622
2018/08/18,-29790
2018/08/19,-42267
2018/08/20,-31172
2018/08/21,-84709
2018/08/22,-53693
2018/08/23,-117175
2018/08/24,-11043
2018/08/25,-50283
2018/08/26,-25588
2018/08/27,-17879
2018/08/28,8205
2018/08/29,-48031
2018/08/30,-6710
2018/08/31,-18969
2018/09/01,79015
2018/09/02,46195
2018/09/03,-14461
2018/09/04,-24323
2018/09/05,80116
2018/09/06,-3888
2018/09/07,4926
2018/09/08,-112917
2018/09/09,-54636
2018/09/10,-69849
2018/09/11,-32204
2018/09/12,-56284
2018/09/13,-33235
2018/09/14,-67790
2018/09/15,-63642
2018/09/16,-107199
2018/09/17,-7860
2018/09/18,-56804
2018/09/19,-63418
2018/09/20,-57578
2018/09/21,30292
2018/09/22,-9386
2018/09/23,10195
2018/09/24,-73383
2018/09/25,18595
2018/09/26,-13748
2018/09/27,5901
2018/09/28,-44316
2018/09/29,-35994
2018/09/30,10724
2018/10/01,-4029
2018/10/02,-28846
2018/10/03,65499
2018/10/04,55134
2018/10/05,94991
2018/10/06,162550
2018/10/07,18416
2018/10/08,66534
2018/10/09,46766
2018/10/10,-42234
2018/10/11,11344
2018/10/12,-33221
2018/10/13,-55068
2018/10/14,13952
2018/10/15,19169
2018/10/16,38393
2018/10/17,63570
2018/10/18,-4734
2018/10/19,38979
2018/10/20,-7717
2018/10/21,-3705
2018/10/22,15303
2018/10/23,-19190
2018/10/24,-47633
2018/10/25,-28593
2018/10/26,-49901
2018/10/27,-34915
2018/10/28,1848
2018/10/29,37381
2018/10/30,52166
2018/10/31,52998
2018/11/01,51898
2018/11/02,-2684
2018/11/03,5836
2018/11/04,986
2018/11/05,-32341
2018/11/06,-11231
2018/11/07,-21105
2018/11/08,-33704
2018/11/09,-686
2018/11/10,-15881
2018/11/11,16951
2018/11/12,-11192
2018/11/13,-43576
2018/11/14,17579
2018/11/15,7659
2018/11/16,4184
2018/11/17,16461
2018/11/18,-42998
2018/11/19,51780
2018/11/20,72162
2018/11/21,-2650
2018/11/22,5844
2018/11/23,7960
2018/11/24,-8540
2018/11/25,44237
2018/11/26,-65578
2018/11/27,-59927
2018/11/28,43049
2018/11/29,-13304
2018/11/30,39047
2018/12/01,28607
2018/12/02,-36628
2018/12/03,-9264
2018/12/04,-623
2018/12/05,-26643
2018/12/06,35332
2018/12/07,-26622
2018/12/08,26941
2018/12/09,15145
2018/12/10,7279
2018/12/11,-29196
2018/12/12,-62017
2018/12/13,-25234
2018/12/14,-5111
2018/12/15,-673
2018/12/16,9142
2018/12/17,14672
2018/12/18,20314
2018/12/19,63805
2018/12/20,36740
2018/12/21,39220
2018/12/22,-56365
2018/12/23,26958
2018/12/24,45500
2018/12/25,-21319
2018/12/26,-37678
2018/12/27,-54018
2018/12/28,-34337
2018/12/29,48195
2018/12/30,-83260
2018/12/31,-93511
2019/01/01,-86833
2019/01/02,29912
2019/01/03,48182
2019/01/04,-22791
2019/01/05,-32557
2019/01/06,26977
2019/01/07,28924
2019/01/08,105199
2019/01/09,-31112
2019/01/10,-13754
2019/01/11,-7560
2019/01/12,-58482
2019/01/13,-6025
2019/01/14,26275
2019/01/15,-13471
2019/01/16,-51160
2019/01/17,-65757
2019/01/18,-2939
2019/01/19,86418
2019/01/20,56358
2019/01/21,5512
2019/01/22,65662
2019/01/23,26132
2019/01/24,3048
2019/01/25,-33996
2019/01/26,-74745
2019/01/27,-48891
2019/01/28,-14187
2019/01/29,-39532
2019/01/30,21528
2019/01/31,-3073
2019/02/01,-6047
2019/02/02,-14066
2019/02/03,-64436
2019/02/04,-152170
2019/02/05,-151211
2019/02/06,-126282
2019/02/07,-88381
2019/02/08,-26904
2019/02/09,-33185
2019/02/10,-43227
2019/02/11,12613
2019/02/12,23296
2019/02/13,62289
2019/02/14,46106
2019/02/15,-3353
2019/02/16,37180
2019/02/17,66794
2019/02/18,83448
2019/02/19,95491
2019/02/20,38914
2019/02/21,70035
2019/02/22,62240
2019/02/23,21916
2019/02/24,92256
2019/02/25,61301
2019/02/26,20323
2019/02/27,9248
2019/02/28,-3359
2019/03/01,16783
2019/03/02,50687
2019/03/03,-47819
2019/03/04,46455
2019/03/05,44160
2019/03/06,39416
2019/03/07,31227
2019/03/08,14739
2019/03/09,28902
2019/03/10,-8344
2019/03/11,-83799
2019/03/12,-33779
2019/03/13,-5651
2019/03/14,1143
2019/03/15,-9349
2019/03/16,-51631
2019/03/17,10834
2019/03/18,37528
2019/03/19,71634
2019/03/20,57032
2019/03/21,44490
2019/03/22,75688
2019/03/23,57595
2019/03/24,54201
2019/03/25,74730
2019/03/26,-6930
2019/03/27,-4365
2019/03/28,16049
2019/03/29,11652
2019/03/30,106189
2019/03/31,97157
2019/04/01,38904
2019/04/02,129890
2019/04/03,120657
2019/04/04,39153
2019/04/05,-18428
2019/04/06,-108928
2019/04/07,-73344
2019/04/08,-19574
2019/04/09,-102025
2019/04/10,-72535
2019/04/11,55512
2019/04/12,72847
2019/04/13,55252
2019/04/14,-21831
2019/04/15,-45942
2019/04/16,-414
2019/04/17,7826
2019/04/18,-31382
2019/04/19,-1588
2019/04/20,72533
2019/04/21,80135
2019/04/22,97248
2019/04/23,72807
2019/04/24,-12979
2019/04/25,-16838
2019/04/26,-32402
2019/04/27,-124137
2019/04/28,-37708
2019/04/29,-90317
2019/04/30,-21497
2019/05/01,34873
2019/05/02,-54504
2019/05/03,10101
2019/05/04,60708
2019/05/05,43982
2019/05/06,77146
2019/05/07,-49727
2019/05/08,-16794
2019/05/09,92132
2019/05/10,65880
2019/05/11,118942
2019/05/12,78363
2019/05/13,52402
2019/05/14,172558
2019/05/15,160610
2019/05/16,189768
2019/05/17,73558
2019/05/18,-6917
2019/05/19,36604
2019/05/20,101624
2019/05/21,-17803
2019/05/22,25778
2019/05/23,-61484
2019/05/24,93737
2019/05/25,104529
2019/05/26,10663
2019/05/27,81572
2019/05/28,97736
2019/05/29,74125
2019/05/30,45183
2019/05/31,-33381
2019/06/01,116802
2019/06/02,127800
2019/06/03,-52666
2019/06/04,-18580
2019/06/05,-148117
2019/06/06,-67090
2019/06/07,-112222
2019/06/08,35902
2019/06/09,-175153
2019/06/10,74627
2019/06/11,38046
2019/06/12,61290
2019/06/13,-75059
2019/06/14,66910
2019/06/15,-53701
2019/06/16,173238
2019/06/17,-19600
2019/06/18,-80012
2019/06/19,25354
2019/06/20,235266
2019/06/21,-47737
2019/06/22,-180819
2019/06/23,-115480
2019/06/24,-134457
2019/06/25,82205
2019/06/26,-37435
2019/06/27,-170906
2019/06/28,226543
2019/06/29,-24796
2019/06/30,-87541
2019/07/01,142348
2019/07/02,-37140
2019/07/03,-95374
2019/07/04,-66604
2019/07/05,-155090
2019/07/06,20703
2019/07/07,-103891
2019/07/08,-142189
2019/07/09,-123099
2019/07/10,-17131
2019/07/11,227774
2019/07/12,-122688
2019/07/13,-166757
2019/07/14,31423
2019/07/15,-66502
2019/07/16,231323
2019/07/17,93933
2019/07/18,-307414
2019/07/19,89156
2019/07/20,-3198
2019/07/21,-91094
2019/07/22,-102628
2019/07/23,-396483
2019/07/24,77184
2019/07/25,281980
2019/07/26,-175288
2019/07/27,-6388
2019/07/28,50301
2019/07/29,36324
2019/07/30,108987
2019/07/31,-222929
2019/08/01,-72211
2019/08/02,128052
2019/08/03,205795
2019/08/04,-3563
2019/08/05,41448
2019/08/06,16270
2019/08/07,58193
2019/08/08,-184907
2019/08/09,-46550
2019/08/10,-152563
2019/08/11,13373
2019/08/12,-5489
2019/08/13,-33381
2019/08/14,-5830
2019/08/15,-3660
2019/08/16,-2887
2019/08/17,10177
2019/08/18,44753
2019/08/19,11512
2019/08/20,34832
2019/08/21,-5147
2019/08/22,48068
2019/08/23,14407
2019/08/24,43129
2019/08/25,50000
2019/08/26,26384
2019/08/27,14655
2019/08/28,-9238
2019/08/29,-12955
2019/08/30,-20088
2019/08/31,-4462
2019/09/01,12975
2019/09/02,6663
2019/09/03,3066
2019/09/04,-7830
2019/09/05,45683
2019/09/06,55306
