Date,sentinusd30momUSD
2016/04/07,-13093419
2016/04/08,-6454877
2016/04/09,2585291
2016/04/10,-258464
2016/04/11,-14423373
2016/04/12,-19821703
2016/04/13,-13107191
2016/04/14,-8561473
2016/04/15,-9827368
2016/04/16,-16646909
2016/04/17,-16421335
2016/04/18,-2585352
2016/04/19,-1992853
2016/04/20,-3993452
2016/04/21,-3949431
2016/04/22,-763386
2016/04/23,-2755330
2016/04/24,-2907721
2016/04/25,1941541
2016/04/26,-4024469
2016/04/27,-2936101
2016/04/28,-9165876
2016/04/29,-11581111
2016/04/30,11808239
2016/05/01,10935288
2016/05/02,14063253
2016/05/03,11069847
2016/05/04,5540823
2016/05/05,3167508
2016/05/06,13585228
2016/05/07,6660051
2016/05/08,7789330
2016/05/09,6577977
2016/05/10,9109238
2016/05/11,24279779
2016/05/12,24497353
2016/05/13,77042047
2016/05/14,52381698
2016/05/15,10236922
2016/05/16,12068278
2016/05/17,7884450
2016/05/18,17835849
2016/05/19,33366065
2016/05/20,26645962
2016/05/21,9583264
2016/05/22,3416310
2016/05/23,9486795
2016/05/24,19852641
2016/05/25,15734675
2016/05/26,7433062
2016/05/27,23631980
2016/05/28,19315984
2016/05/29,7586496
2016/05/30,-9765769
2016/05/31,-1832921
2016/06/01,-7433706
2016/06/02,-6676648
2016/06/03,-1950322
2016/06/04,-4212594
2016/06/05,-13574888
2016/06/06,-7531356
2016/06/07,826501
2016/06/08,12000123
2016/06/09,-12645027
2016/06/10,-16989360
2016/06/11,-25806633
2016/06/12,-69762818
2016/06/13,-40693765
2016/06/14,10527508
2016/06/15,1162927
2016/06/16,13337403
2016/06/17,49254957
2016/06/18,29130160
2016/06/19,-10345078
2016/06/20,17046619
2016/06/21,11929721
2016/06/22,11668324
2016/06/23,181276
2016/06/24,-5730585
2016/06/25,1869206
2016/06/26,-20907570
2016/06/27,-16047979
2016/06/28,8283482
2016/06/29,2803023
2016/06/30,-2743214
2016/07/01,-510685
2016/07/02,-1353363
2016/07/03,-2447664
2016/07/04,7162029
2016/07/05,31400550
2016/07/06,4576803
2016/07/07,-4146015
2016/07/08,-23940410
2016/07/09,-161881
2016/07/10,-5368405
2016/07/11,1236270
2016/07/12,-7040066
2016/07/13,-9764412
2016/07/14,-15410197
2016/07/15,29626133
2016/07/16,-19659519
2016/07/17,-64265454
2016/07/18,-33792722
2016/07/19,87767658
2016/07/20,139120085
2016/07/21,425916
2016/07/22,11665778
2016/07/23,14814566
2016/07/24,155827934
2016/07/25,112846854
2016/07/26,258156205
2016/07/27,148522062
2016/07/28,76808899
2016/07/29,52318178
2016/07/30,36809369
2016/07/31,33619434
2016/08/01,57456108
2016/08/02,97479849
2016/08/03,70463586
2016/08/04,1789157
2016/08/05,34642673
2016/08/06,9484095
2016/08/07,15691140
2016/08/08,16820720
2016/08/09,29755491
2016/08/10,50197922
2016/08/11,37006214
2016/08/12,17280253
2016/08/13,13014411
2016/08/14,-27999620
2016/08/15,6809965
2016/08/16,1788778
2016/08/17,-13016102
2016/08/18,-96971581
2016/08/19,-158734007
2016/08/20,-4614594
2016/08/21,-1559040
2016/08/22,-12891431
2016/08/23,-121779703
2016/08/24,-119601851
2016/08/25,-256487525
2016/08/26,-135432566
2016/08/27,-86400996
2016/08/28,-58557674
2016/08/29,-34538981
2016/08/30,-34512272
2016/08/31,-50615900
2016/09/01,-79467549
2016/09/02,-62796839
2016/09/03,-24547806
2016/09/04,-28552750
2016/09/05,-9873947
2016/09/06,-11697015
2016/09/07,-13088955
2016/09/08,-19599495
2016/09/09,-50688142
2016/09/10,-38297707
2016/09/11,-17066527
2016/09/12,-12344291
2016/09/13,-6964870
2016/09/14,-7012142
2016/09/15,-2992728
2016/09/16,8330269
2016/09/17,-2800859
2016/09/18,8990609
2016/09/19,-5304237
2016/09/20,11059790
2016/09/21,30791430
2016/09/22,-24842865
2016/09/23,16167694
2016/09/24,7107292
2016/09/25,10171843
2016/09/26,7912775
2016/09/27,5616918
2016/09/28,19994855
2016/09/29,18193321
2016/09/30,-371110
2016/10/01,-13300892
2016/10/02,2537870
2016/10/03,-6801943
2016/10/04,-7926919
2016/10/05,4226740
2016/10/06,805766
2016/10/07,1663651
2016/10/08,-4469334
2016/10/09,23532016
2016/10/10,22737110
2016/10/11,17400675
2016/10/12,20114535
2016/10/13,685580
2016/10/14,22443757
2016/10/15,6344036
2016/10/16,-8620628
2016/10/17,11738867
2016/10/18,15635325
2016/10/19,1115589
2016/10/20,-41662038
2016/10/21,-48341073
2016/10/22,-18716056
2016/10/23,-22038094
2016/10/24,-9658772
2016/10/25,-19573430
2016/10/26,-8008826
2016/10/27,-4217145
2016/10/28,-15740482
2016/10/29,-7836001
2016/10/30,13806330
2016/10/31,3033380
2016/11/01,7141333
2016/11/02,38793845
2016/11/03,99098090
2016/11/04,-609594
2016/11/05,-2444708
2016/11/06,-6223807
2016/11/07,-5921109
2016/11/08,-24235998
2016/11/09,-8975076
2016/11/10,-16660402
2016/11/11,8048818
2016/11/12,396275
2016/11/13,-18680869
2016/11/14,-8402679
2016/11/15,-8690260
2016/11/16,-10852297
2016/11/17,-3618651
2016/11/18,-2533478
2016/11/19,-504253
2016/11/20,-1359048
2016/11/21,276290
2016/11/22,20375368
2016/11/23,16131735
2016/11/24,-4770712
2016/11/25,3532750
2016/11/26,-3998499
2016/11/27,-10863493
2016/11/28,-12888613
2016/11/29,-15007023
2016/11/30,-3872386
2016/12/01,-22061456
2016/12/02,-20524861
2016/12/03,-70512741
2016/12/04,-168984
2016/12/05,16771917
2016/12/06,37078887
2016/12/07,11940497
2016/12/08,13914369
2016/12/09,-478114
2016/12/10,910299
2016/12/11,-23201478
2016/12/12,-3702014
2016/12/13,-3471247
2016/12/14,3458673
2016/12/15,6479199
2016/12/16,115964
2016/12/17,-8341401
2016/12/18,6439980
2016/12/19,2391991
2016/12/20,4468195
2016/12/21,9735341
2016/12/22,-216650
2016/12/23,21892799
2016/12/24,9069084
2016/12/25,-6628011
2016/12/26,-571199
2016/12/27,3680267
2016/12/28,13832468
2016/12/29,26350074
2016/12/30,17031142
2016/12/31,42062700
2017/01/01,-11380346
2017/01/02,-14593135
2017/01/03,31688937
2017/01/04,55779030
2017/01/05,41975294
2017/01/06,55322040
2017/01/07,21806622
2017/01/08,3891114
2017/01/09,34316968
2017/01/10,31814404
2017/01/11,37456754
2017/01/12,33976437
2017/01/13,15105530
2017/01/14,-7868624
2017/01/15,-5398240
2017/01/16,-15959021
2017/01/17,-1367353
2017/01/18,-1779846
2017/01/19,-328060
2017/01/20,12305506
2017/01/21,-15215161
2017/01/22,-35252653
2017/01/23,-7595731
2017/01/24,741603
2017/01/25,3933948
2017/01/26,1081713
2017/01/27,-10121385
2017/01/28,-30877068
2017/01/29,-17902361
2017/01/30,-43561102
2017/01/31,-1474350
2017/02/01,-9889260
2017/02/02,-31582137
2017/02/03,-64519635
2017/02/04,-64867461
2017/02/05,-65908332
2017/02/06,-27635077
2017/02/07,-10491629
2017/02/08,-32495389
2017/02/09,-32898835
2017/02/10,-28233088
2017/02/11,-32721432
2017/02/12,-10228887
2017/02/13,4574072
2017/02/14,37087268
2017/02/15,45938718
2017/02/16,14828042
2017/02/17,24007766
2017/02/18,20028889
2017/02/19,1496544
2017/02/20,21037525
2017/02/21,37095486
2017/02/22,24626569
2017/02/23,24778110
2017/02/24,56771900
2017/02/25,31246549
2017/02/26,42102266
2017/02/27,127592490
2017/02/28,168283265
2017/03/01,180129764
2017/03/02,299641476
2017/03/03,311455418
2017/03/04,194209459
2017/03/05,154916959
2017/03/06,278594874
2017/03/07,189903570
2017/03/08,186184287
2017/03/09,242271630
2017/03/10,231906653
2017/03/11,299888844
2017/03/12,519644658
2017/03/13,501016289
2017/03/14,210029552
2017/03/15,223839700
2017/03/16,1231051648
2017/03/17,685465735
2017/03/18,889610200
2017/03/19,172954997
2017/03/20,256090961
2017/03/21,534185555
2017/03/22,440775994
2017/03/23,436009511
2017/03/24,701984591
2017/03/25,579017062
2017/03/26,418305164
2017/03/27,513823050
2017/03/28,496163893
2017/03/29,559702748
2017/03/30,734018034
2017/03/31,549693554
2017/04/01,171752057
2017/04/02,431240369
2017/04/03,569084899
2017/04/04,194795366
2017/04/05,261079476
2017/04/06,566819679
2017/04/07,19489094
2017/04/08,44157703
2017/04/09,51627128
2017/04/10,58478837
2017/04/11,-163687175
2017/04/12,-160056361
2017/04/13,61689317
2017/04/14,105899478
2017/04/15,-1103023634
2017/04/16,-651764115
2017/04/17,-804219760
2017/04/18,216092494
2017/04/19,202129545
2017/04/20,-24607728
2017/04/21,-89366725
2017/04/22,-144121600
2017/04/23,-394381514
2017/04/24,-182662726
2017/04/25,-90963342
2017/04/26,24276892
2017/04/27,330825921
2017/04/28,269845208
2017/04/29,71054774
2017/04/30,428579616
2017/05/01,1442404077
2017/05/02,800556039
2017/05/03,969472960
2017/05/04,1581187200
2017/05/05,1587641195
2017/05/06,642126378
2017/05/07,1619846554
2017/05/08,1421936016
2017/05/09,1334570216
2017/05/10,1247047008
2017/05/11,1612081966
2017/05/12,1243171120
2017/05/13,863393715
2017/05/14,759145663
2017/05/15,1350530182
2017/05/16,1830752524
2017/05/17,1107532970
2017/05/18,449701767
2017/05/19,1188804555
2017/05/20,664250799
2017/05/21,1329099561
2017/05/22,3941265644
2017/05/23,2301236618
2017/05/24,2486815399
2017/05/25,2440192499
2017/05/26,2341244735
2017/05/27,915016604
2017/05/28,696857542
2017/05/29,861946420
2017/05/30,1319106050
2017/05/31,3285130808
2017/06/01,2161196500
2017/06/02,1883797296
2017/06/03,1465292561
2017/06/04,1146238190
2017/06/05,2794257719
2017/06/06,3370360351
2017/06/07,2934690147
2017/06/08,2338146359
2017/06/09,2650105966
2017/06/10,1365382376
2017/06/11,2535518773
2017/06/12,8473415028
2017/06/13,7137701507
2017/06/14,3445045439
2017/06/15,4843624556
2017/06/16,5141114302
2017/06/17,2801681107
2017/06/18,1764044838
2017/06/19,2767410206
2017/06/20,3516217524
2017/06/21,-2359075957
2017/06/22,89068651
2017/06/23,414438810
2017/06/24,793341990
2017/06/25,-1714653645
2017/06/26,964899869
2017/06/27,1194869970
2017/06/28,1207371823
2017/06/29,932368800
2017/06/30,-2304515216
2017/07/01,-1295089186
2017/07/02,-1740816178
2017/07/03,3459666608
2017/07/04,2270261127
2017/07/05,-2346324487
2017/07/06,-2998387172
2017/07/07,-2339989965
2017/07/08,-2163161683
2017/07/09,-3434118809
2017/07/10,-933637476
2017/07/11,-1612069226
2017/07/12,-7006056242
2017/07/13,-3703941466
2017/07/14,-36502475
2017/07/15,-2240879069
2017/07/16,-2365392423
2017/07/17,256792923
2017/07/18,1883878345
2017/07/19,1192482678
2017/07/20,-762131680
2017/07/21,2764280115
2017/07/22,-1708837991
2017/07/23,-1751541796
2017/07/24,1089120674
2017/07/25,3674730544
2017/07/26,1038100945
2017/07/27,1404042449
2017/07/28,1768593302
2017/07/29,741776923
2017/07/30,-84504304
2017/07/31,-705026752
2017/08/01,181706037
2017/08/02,-4888900793
2017/08/03,-3879280774
2017/08/04,-114543248
2017/08/05,-43532258
2017/08/06,-57766811
2017/08/07,796705446
2017/08/08,2238772029
2017/08/09,904110322
2017/08/10,4465995603
2017/08/11,11394398577
2017/08/12,4143220734
2017/08/13,4058233105
2017/08/14,2751109813
2017/08/15,1577164829
2017/08/16,597956256
2017/08/17,-716268212
2017/08/18,-470234622
2017/08/19,-1032697072
2017/08/20,-1728548680
2017/08/21,2949506110
2017/08/22,1966201258
2017/08/23,-556636130
2017/08/24,-1068458683
2017/08/25,-367037540
2017/08/26,-2491267531
2017/08/27,1771805558
2017/08/28,5500959650
2017/08/29,4767094417
2017/08/30,11842746340
2017/08/31,4311061322
2017/09/01,4105866637
2017/09/02,3255244740
2017/09/03,1968685907
2017/09/04,2981309508
2017/09/05,2520839051
2017/09/06,2785224957
2017/09/07,731592059
2017/09/08,915716661
2017/09/09,-1010336320
2017/09/10,-9003000693
2017/09/11,-4237107862
2017/09/12,-4403823619
2017/09/13,-4597861811
2017/09/14,-1785351731
2017/09/15,-322224002
2017/09/16,-2042755849
2017/09/17,-1689641907
2017/09/18,1872509303
2017/09/19,1279058999
2017/09/20,-1230028927
2017/09/21,-987648958
2017/09/22,-1958735406
2017/09/23,-1763654576
2017/09/24,-1565495663
2017/09/25,644002428
2017/09/26,-4099248248
2017/09/27,-6980381056
2017/09/28,-4666602700
2017/09/29,-11167530401
2017/09/30,-4457191025
2017/10/01,-4744615406
2017/10/02,-2834713964
2017/10/03,2888300726
2017/10/04,-776030224
2017/10/05,-2028221160
2017/10/06,-2568098653
2017/10/07,-1495851842
2017/10/08,-1593299331
2017/10/09,-2864706880
2017/10/10,-1700105432
2017/10/11,-1484004898
2017/10/12,-1262418819
2017/10/13,1856126752
2017/10/14,-371224033
2017/10/15,-1150353478
2017/10/16,-49634211
2017/10/17,596926531
2017/10/18,-862445185
2017/10/19,-411282600
2017/10/20,739700070
2017/10/21,548961487
2017/10/22,537540608
2017/10/23,1602746710
2017/10/24,1941365283
2017/10/25,595559071
2017/10/26,393619968
2017/10/27,-2679521026
2017/10/28,-2923900274
2017/10/29,-2393037194
2017/10/30,-1924391092
2017/10/31,-1345791828
2017/11/01,2055537235
2017/11/02,-2125625062
2017/11/03,-658286895
2017/11/04,-222155721
2017/11/05,-455955133
2017/11/06,565767290
2017/11/07,-283228115
2017/11/08,299310375
2017/11/09,2559090863
2017/11/10,1245431642
2017/11/11,526302443
2017/11/12,787400310
2017/11/13,113566558
2017/11/14,523479962
2017/11/15,3067702995
2017/11/16,1432983508
2017/11/17,684809688
2017/11/18,446424509
2017/11/19,1014109173
2017/11/20,2957442336
2017/11/21,3243718620
2017/11/22,2454222073
2017/11/23,2624882565
2017/11/24,2923637860
2017/11/25,4660553814
2017/11/26,7172974208
2017/11/27,9387929507
2017/11/28,11408964781
2017/11/29,13007448901
2017/11/30,11216607601
2017/12/01,5292469152
2017/12/02,5926860579
2017/12/03,6212662290
2017/12/04,7021478490
2017/12/05,2182472506
2017/12/06,3387457775
2017/12/07,2287818189
2017/12/08,667616930
2017/12/09,-2712196086
2017/12/10,-1347554103
2017/12/11,-788925215
2017/12/12,1974679212
2017/12/13,3548371951
2017/12/14,5049178981
2017/12/15,1181631530
2017/12/16,725437329
2017/12/17,658172374
2017/12/18,2106046757
2017/12/19,4785149810
2017/12/20,4327407357
2017/12/21,4737389974
2017/12/22,3699527924
2017/12/23,510160978
2017/12/24,-1009361707
2017/12/25,-3054829449
2017/12/26,-572737542
2017/12/27,-1771073230
2017/12/28,-2464176830
2017/12/29,-2157295786
2017/12/30,288044681
2017/12/31,-2920574190
2018/01/01,-4200924431
2018/01/02,1970293201
2018/01/03,2860337507
2018/01/04,14710127247
2018/01/05,11903023906
2018/01/06,10715634634
2018/01/07,9223079872
2018/01/08,14330695595
2018/01/09,16782862547
2018/01/10,19912538948
2018/01/11,12064818404
2018/01/12,8395508254
2018/01/13,4350636553
2018/01/14,26812987350
2018/01/15,9857456525
2018/01/16,11554335826
2018/01/17,8921828060
2018/01/18,5136609851
2018/01/19,-793449840
2018/01/20,-1938112331
2018/01/21,-1703048077
2018/01/22,2256095163
2018/01/23,3564524359
2018/01/24,4259615676
2018/01/25,-2202807086
2018/01/26,2838058433
2018/01/27,-1995518129
2018/01/28,-2145940545
2018/01/29,-2016729850
2018/01/30,3156319871
2018/01/31,2846876419
2018/02/01,-2685111474
2018/02/02,-2057539220
2018/02/03,-13288787940
2018/02/04,-13551081869
2018/02/05,-9764895808
2018/02/06,-7243084454
2018/02/07,-11864619225
2018/02/08,-16663227855
2018/02/09,-18681380179
2018/02/10,-14318130238
2018/02/11,-12177092873
2018/02/12,-8983524771
2018/02/13,-28119282178
2018/02/14,-11286488260
2018/02/15,-12209434867
2018/02/16,-11230425936
2018/02/17,-10369037271
2018/02/18,-5667247556
2018/02/19,-5191558267
2018/02/20,-3917551613
2018/02/21,-5411057675
2018/02/22,-3773268877
2018/02/23,-6080436154
2018/02/24,-1940859620
2018/02/25,-8873603781
2018/02/26,-4824290737
2018/02/27,-7339707199
2018/02/28,-8120554067
2018/03/01,-8211242258
2018/03/02,-7697607933
2018/03/03,-8315904305
2018/03/04,-9432996476
2018/03/05,-4603955017
2018/03/06,-2984422930
2018/03/07,-4042527334
2018/03/08,-4815604416
2018/03/09,-4372280403
2018/03/10,-2147953752
2018/03/11,-3525165662
2018/03/12,-3968047244
2018/03/13,-1402157563
2018/03/14,-2718448804
2018/03/15,-4326102605
2018/03/16,-3483970964
2018/03/17,-4407344829
2018/03/18,-2612486198
2018/03/19,-2791256239
2018/03/20,-2889643352
2018/03/21,-2576149053
2018/03/22,-3336010638
2018/03/23,-2727136797
2018/03/24,-4068290532
2018/03/25,-2152987661
2018/03/26,-1479831076
2018/03/27,-428535383
2018/03/28,-1012456971
2018/03/29,-295692463
2018/03/30,-471259503
2018/03/31,-872771296
2018/04/01,-861718608
2018/04/02,-342563881
2018/04/03,-248516850
2018/04/04,-748949492
2018/04/05,-1140437499
2018/04/06,-1066184215
2018/04/07,-901153710
2018/04/08,-754279617
2018/04/09,-197627137
2018/04/10,-254579520
2018/04/11,-447347652
2018/04/12,-877041257
2018/04/13,-153854817
2018/04/14,-647397307
2018/04/15,-236779488
2018/04/16,-7695678
2018/04/17,-714910317
2018/04/18,-356928581
2018/04/19,-54502579
2018/04/20,259038419
2018/04/21,177987708
2018/04/22,-274485461
2018/04/23,1333410752
2018/04/24,1356473890
2018/04/25,648807636
2018/04/26,127351940
2018/04/27,288427427
2018/04/28,146871439
2018/04/29,240666997
2018/04/30,770386349
2018/05/01,754685769
2018/05/02,1257872092
2018/05/03,1433887827
2018/05/04,1410698934
2018/05/05,915485503
2018/05/06,720003324
2018/05/07,1858702764
2018/05/08,1090863758
2018/05/09,1021617941
2018/05/10,1110156363
2018/05/11,913456768
2018/05/12,57421352
2018/05/13,-287994805
2018/05/14,1075263472
2018/05/15,820150473
2018/05/16,459813102
2018/05/17,454090144
2018/05/18,227717999
2018/05/19,-138973597
2018/05/20,-369175285
2018/05/21,145645472
2018/05/22,723378637
2018/05/23,-292998803
2018/05/24,-629604333
2018/05/25,-543272865
2018/05/26,-486685485
2018/05/27,-263619951
2018/05/28,260567263
2018/05/29,80852643
2018/05/30,-150876369
2018/05/31,62159802
2018/06/01,-384189665
2018/06/02,-1340568409
2018/06/03,-1339957628
2018/06/04,-182481340
2018/06/05,22408590
2018/06/06,-839961887
2018/06/07,-276392124
2018/06/08,-252466473
2018/06/09,-899179278
2018/06/10,-531812837
2018/06/11,72080166
2018/06/12,717692736
2018/06/13,412759022
2018/06/14,580096082
2018/06/15,624473933
2018/06/16,-394879230
2018/06/17,-535360622
2018/06/18,-48616534
2018/06/19,118938609
2018/06/20,-76302364
2018/06/21,-514951985
2018/06/22,-505401549
2018/06/23,-638293999
2018/06/24,-183174458
2018/06/25,311163795
2018/06/26,-262073789
2018/06/27,-634880081
2018/06/28,-432084922
2018/06/29,-318128859
2018/06/30,-742660806
2018/07/01,-974437436
2018/07/02,-110608321
2018/07/03,166687532
2018/07/04,-498348415
2018/07/05,-456122522
2018/07/06,-610822699
2018/07/07,-783923155
2018/07/08,-780443773
2018/07/09,120859521
2018/07/10,-145882244
2018/07/11,-524758380
2018/07/12,-985318049
2018/07/13,-1430407305
2018/07/14,-1606030877
2018/07/15,-1448469461
2018/07/16,2057736
2018/07/17,267525373
2018/07/18,213324183
2018/07/19,-236476228
2018/07/20,-285803697
2018/07/21,-492872947
2018/07/22,-699026620
2018/07/23,144899971
2018/07/24,-89825955
2018/07/25,-379981513
2018/07/26,-284206611
2018/07/27,-209522536
2018/07/28,-412994809
2018/07/29,-547574287
2018/07/30,157142825
2018/07/31,798471945
2018/08/01,-16655351
2018/08/02,-185464635
2018/08/03,-182370125
2018/08/04,-381955826
2018/08/05,-383324086
2018/08/06,-22842634
2018/08/07,-62040973
2018/08/08,-85497297
2018/08/09,-279663693
2018/08/10,26262019
2018/08/11,-38180299
2018/08/12,-217663411
2018/08/13,367730172
2018/08/14,478315556
2018/08/15,-132768548
2018/08/16,-413984310
2018/08/17,-452165472
2018/08/18,-449398657
2018/08/19,-577385465
2018/08/20,-76148203
2018/08/21,-71834689
2018/08/22,-262887367
2018/08/23,-408215526
2018/08/24,-328310046
2018/08/25,-289133984
2018/08/26,-362973896
2018/08/27,74431934
2018/08/28,60612736
2018/08/29,-259007642
2018/08/30,-849183314
2018/08/31,-215838061
2018/09/01,-327265370
2018/09/02,-273035362
2018/09/03,125549250
2018/09/04,479046890
2018/09/05,154988296
2018/09/06,131578760
2018/09/07,-183844299
2018/09/08,-130146258
2018/09/09,-220967658
2018/09/10,-44387498
2018/09/11,148880638
2018/09/12,-104974447
2018/09/13,-367772632
2018/09/14,-214887764
2018/09/15,-131983906
2018/09/16,-294626250
2018/09/17,77200034
2018/09/18,136065736
2018/09/19,-99892898
2018/09/20,-10327556
2018/09/21,180805251
2018/09/22,-23087037
2018/09/23,-58834643
2018/09/24,144831979
2018/09/25,134681778
2018/09/26,-50151299
2018/09/27,-54416721
2018/09/28,-75378472
2018/09/29,-80687245
2018/09/30,-108629031
2018/10/01,-51029781
2018/10/02,-19360777
2018/10/03,-168457875
2018/10/04,-485089020
2018/10/05,-325733082
2018/10/06,-443694748
2018/10/07,-354247860
2018/10/08,-78920378
2018/10/09,-105733343
2018/10/10,-148848756
2018/10/11,150618489
2018/10/12,-269704840
2018/10/13,-224276440
2018/10/14,-222801074
2018/10/15,387184341
2018/10/16,208242149
2018/10/17,-8340262
2018/10/18,118649216
2018/10/19,16925741
2018/10/20,-102228644
2018/10/21,-261390804
2018/10/22,-49901801
2018/10/23,11492828
2018/10/24,-110439515
2018/10/25,44989338
2018/10/26,-45552947
2018/10/27,-161908075
2018/10/28,-174909419
2018/10/29,74866125
2018/10/30,13476027
2018/10/31,54686321
2018/11/01,70708751
2018/11/02,25781211
2018/11/03,-138562576
2018/11/04,-19233015
2018/11/05,248324305
2018/11/06,179299769
2018/11/07,97642528
2018/11/08,47085766
2018/11/09,14763568
2018/11/10,-389601838
2018/11/11,-159334237
2018/11/12,157530931
2018/11/13,125071401
2018/11/14,-111209657
2018/11/15,92139541
2018/11/16,-5975656
2018/11/17,-244072235
2018/11/18,-4937762
2018/11/19,479594219
2018/11/20,381636590
2018/11/21,186570979
2018/11/22,3740887
2018/11/23,40102055
2018/11/24,-168950863
2018/11/25,87042906
2018/11/26,184577469
2018/11/27,97728396
2018/11/28,-2570581
2018/11/29,104662117
2018/11/30,1663607688
2018/12/01,1484448257
2018/12/02,-211535470
2018/12/03,36126034
2018/12/04,-59741129
2018/12/05,-182883436
2018/12/06,-16481988
2018/12/07,-37709644
2018/12/08,-124336533
2018/12/09,-127602689
2018/12/10,-3373172
2018/12/11,-5702993
2018/12/12,-183292293
2018/12/13,-88719188
2018/12/14,-358012337
2018/12/15,-411725540
2018/12/16,-244996422
2018/12/17,68105732
2018/12/18,-27832949
2018/12/19,-322089749
2018/12/20,-308215401
2018/12/21,798275
2018/12/22,-116584442
2018/12/23,9593399
2018/12/24,299289421
2018/12/25,-123895824
2018/12/26,-104858200
2018/12/27,48835681
2018/12/28,-23847552
2018/12/29,93323823
2018/12/30,-1782396392
2018/12/31,-1518320214
2019/01/01,60569079
2019/01/02,154808117
2019/01/03,128561612
2019/01/04,274446198
2019/01/05,282623230
2019/01/06,-55698993
2019/01/07,159050387
2019/01/08,131000196
2019/01/09,101534142
2019/01/10,200561883
2019/01/11,282854213
2019/01/12,-80602139
2019/01/13,-15843752
2019/01/14,267933090
2019/01/15,148916098
2019/01/16,12554354
2019/01/17,-45632877
2019/01/18,-238595640
2019/01/19,-301371515
2019/01/20,-306539334
2019/01/21,-20552362
2019/01/22,-169188174
2019/01/23,-344710755
2019/01/24,-36811258
2019/01/25,-53220453
2019/01/26,-203398251
2019/01/27,-157173029
2019/01/28,-179135151
2019/01/29,15384885
2019/01/30,-33267415
2019/01/31,27284592
2019/02/01,-201668824
2019/02/02,-249453115
2019/02/03,-444185491
2019/02/04,-554215906
2019/02/05,-269248115
2019/02/06,-224876559
2019/02/07,-202563900
2019/02/08,-96810176
2019/02/09,-294214991
2019/02/10,-323224391
2019/02/11,43176124
2019/02/12,-31111931
2019/02/13,-200905669
2019/02/14,-100153347
2019/02/15,-131476354
2019/02/16,-130411189
2019/02/17,6293227
2019/02/18,244805175
2019/02/19,199632201
2019/02/20,109819713
2019/02/21,96332556
2019/02/22,77316677
2019/02/23,-46336654
2019/02/24,214846958
2019/02/25,366326142
2019/02/26,43051785
2019/02/27,52636618
2019/02/28,82453573
2019/03/01,-931810
2019/03/02,-55733823
2019/03/03,17579780
2019/03/04,187989489
2019/03/05,166252103
2019/03/06,192994373
2019/03/07,188191136
2019/03/08,147518201
2019/03/09,98462680
2019/03/10,-3512727
2019/03/11,192859411
2019/03/12,143468070
2019/03/13,42109447
2019/03/14,116222377
2019/03/15,74231355
2019/03/16,68523888
2019/03/17,50136575
2019/03/18,227251632
2019/03/19,41554857
2019/03/20,-25047704
2019/03/21,-64901514
2019/03/22,-42065785
2019/03/23,38126441
2019/03/24,-68203996
2019/03/25,157260671
2019/03/26,-102366591
2019/03/27,-199996482
2019/03/28,65075503
2019/03/29,-35666426
2019/03/30,37973832
2019/03/31,52940540
2019/04/01,149343570
2019/04/02,404268476
2019/04/03,388455411
2019/04/04,160144250
2019/04/05,136542653
2019/04/06,15494304
2019/04/07,76677442
2019/04/08,433477422
2019/04/09,359398017
2019/04/10,180089432
2019/04/11,178210243
