Date,median_transaction_fee3trxUSD
2016/12/09,1.263
2016/12/10,0.822
2016/12/11,0.439
2016/12/12,0.844
2016/12/13,0.767
2016/12/14,0.512
2016/12/15,-0.302
2016/12/16,-0.933
2016/12/17,-1.667
2016/12/18,-2.286
2016/12/19,-0.946
2016/12/20,-0.261
2016/12/21,1.676
2016/12/22,0.589
2016/12/23,-0.839
2016/12/24,-1.644
2016/12/25,-1.86
2016/12/26,-2.059
2016/12/27,-1.557
2016/12/28,-0.979
2016/12/29,1.317
2016/12/30,2.382
2016/12/31,2.037
2017/01/01,1.794
2017/01/02,1.429
2017/01/03,4.043
2017/01/04,5.566
2017/01/05,5.589
2017/01/06,3.341
2017/01/07,1.769
2017/01/08,2.264
2017/01/09,2.559
2017/01/10,2.974
2017/01/11,1.003
2017/01/12,-0.603
2017/01/13,-1.496
2017/01/14,-2.018
2017/01/15,-1.61
2017/01/16,-1.268
2017/01/17,-0.205
2017/01/18,0.464
2017/01/19,0.736
2017/01/20,1.122
2017/01/21,1.401
2017/01/22,1.442
2017/01/23,1.149
2017/01/24,1.198
2017/01/25,0.595
2017/01/26,1.337
2017/01/27,0.841
2017/01/28,-0.103
2017/01/29,0.095
2017/01/30,-0.405
2017/01/31,0.361
2017/02/01,0.541
2017/02/02,-0.061
2017/02/03,-0.327
2017/02/04,0.178
2017/02/05,0.494
2017/02/06,0.568
2017/02/07,2.528
2017/02/08,2.462
2017/02/09,1.251
2017/02/10,0.287
2017/02/11,0.254
2017/02/12,-0.397
2017/02/13,0.899
2017/02/14,2.903
2017/02/15,3.095
2017/02/16,1.68
2017/02/17,1.111
2017/02/18,0.281
2017/02/19,-0.176
2017/02/20,-0.362
2017/02/21,1.24
2017/02/22,1.643
2017/02/23,0.374
2017/02/24,-0.08
2017/02/25,1.315
2017/02/26,1.064
2017/02/27,1.45
2017/02/28,2.448
2017/03/01,2.852
2017/03/02,3.868
2017/03/03,4.471
2017/03/04,5.025
2017/03/05,3.772
2017/03/06,3.178
2017/03/07,2.435
2017/03/08,-0.086
2017/03/09,-1.006
2017/03/10,-1.261
2017/03/11,-0.4
2017/03/12,1.812
2017/03/13,6.76
2017/03/14,9.107
2017/03/15,8.621
2017/03/16,12.41
2017/03/17,14.654
2017/03/18,9.542
2017/03/19,6.031
2017/03/20,4.635
2017/03/21,3.397
2017/03/22,1.851
2017/03/23,1.551
2017/03/24,2.097
2017/03/25,3.479
2017/03/26,4.377
2017/03/27,4.786
2017/03/28,3.643
2017/03/29,3.424
2017/03/30,2.186
2017/03/31,0.318
2017/04/01,-0.337
2017/04/02,-0.427
2017/04/03,-1.881
2017/04/04,-2.741
2017/04/05,-1.8
2017/04/06,-2.069
2017/04/07,-0.417
2017/04/08,-0.882
2017/04/09,-0.478
2017/04/10,-0.685
2017/04/11,-0.66
2017/04/12,0.091
2017/04/13,1.262
2017/04/14,2.078
2017/04/15,1.645
2017/04/16,1.746
2017/04/17,1.524
2017/04/18,1.539
2017/04/19,1.755
2017/04/20,1.148
2017/04/21,1.245
2017/04/22,0.593
2017/04/23,0.042
2017/04/24,0.081
2017/04/25,0.205
2017/04/26,-0.407
2017/04/27,1.221
2017/04/28,4.837
2017/04/29,6.269
2017/04/30,6.314
2017/05/01,7.265
2017/05/02,6.141
2017/05/03,4.09
2017/05/04,3.793
2017/05/05,4.5
2017/05/06,3.616
2017/05/07,3.248
2017/05/08,1.503
2017/05/09,0.172
2017/05/10,0.007
2017/05/11,0.081
2017/05/12,0.667
2017/05/13,0.799
2017/05/14,0.812
2017/05/15,1.197
2017/05/16,0.95
2017/05/17,1.463
2017/05/18,1.458
2017/05/19,3.2
2017/05/20,6.118
2017/05/21,7.757
2017/05/22,10.376
2017/05/23,10.255
2017/05/24,10.71
2017/05/25,9.826
2017/05/26,5.652
2017/05/27,0.768
2017/05/28,-0.04
2017/05/29,0.254
2017/05/30,3.356
2017/05/31,7.575
2017/06/01,7.805
2017/06/02,5.479
2017/06/03,2.854
2017/06/04,3.749
2017/06/05,3.217
2017/06/06,2.986
2017/06/07,3.269
2017/06/08,2.728
2017/06/09,1.682
2017/06/10,2.154
2017/06/11,4.903
2017/06/12,8.595
2017/06/13,8.43
2017/06/14,5.444
2017/06/15,1.955
2017/06/16,0.063
2017/06/17,-0.382
2017/06/18,-0.212
2017/06/19,-0.197
2017/06/20,3.336
2017/06/21,21.452
2017/06/22,19.508
2017/06/23,13.896
2017/06/24,8.808
2017/06/25,1.716
2017/06/26,-3.955
2017/06/27,-7.065
2017/06/28,-3.551
2017/06/29,-2.925
2017/06/30,-7.236
2017/07/01,-10.363
2017/07/02,-11.556
2017/07/03,-9.231
2017/07/04,-7.977
2017/07/05,-7.134
2017/07/06,-5.92
2017/07/07,-4.578
2017/07/08,-3.854
2017/07/09,-2.761
2017/07/10,-3.875
2017/07/11,-5.203
2017/07/12,-5.029
2017/07/13,-4.014
2017/07/14,-4.1
2017/07/15,-3.519
2017/07/16,-4.899
2017/07/17,-4.492
2017/07/18,-0.624
2017/07/19,2.318
2017/07/20,2.669
2017/07/21,3.46
2017/07/22,2.877
2017/07/23,2.488
2017/07/24,1.93
2017/07/25,1.123
2017/07/26,-0.072
2017/07/27,-0.949
2017/07/28,-1.945
2017/07/29,-3.098
2017/07/30,-2.381
2017/07/31,-1.489
2017/08/01,2.63
2017/08/02,3.268
2017/08/03,2.417
2017/08/04,0.707
2017/08/05,1.112
2017/08/06,2.698
2017/08/07,3.505
2017/08/08,4.083
2017/08/09,5.445
2017/08/10,4.711
2017/08/11,4.559
2017/08/12,4.359
2017/08/13,2.679
2017/08/14,0.915
2017/08/15,0.522
2017/08/16,4.456
2017/08/17,4.076
2017/08/18,6.905
2017/08/19,1.914
2017/08/20,-1.606
2017/08/21,-2.223
2017/08/22,-2.206
2017/08/23,-2.071
2017/08/24,-1.626
2017/08/25,-0.309
2017/08/26,-0.021
2017/08/27,0.217
2017/08/28,0.615
2017/08/29,3.426
2017/08/30,5.996
2017/08/31,13.202
2017/09/01,11.06
2017/09/02,5.731
2017/09/03,-0.477
2017/09/04,-2.861
2017/09/05,-2.786
2017/09/06,3.783
2017/09/07,7.375
2017/09/08,9.968
2017/09/09,3.785
2017/09/10,-2.264
2017/09/11,-7.314
2017/09/12,-8.551
2017/09/13,-9.568
2017/09/14,-9.117
2017/09/15,-5.581
2017/09/16,2.588
2017/09/17,5.503
2017/09/18,3.152
2017/09/19,-1.976
2017/09/20,-3.004
2017/09/21,-5.027
2017/09/22,-6.26
2017/09/23,-6.22
2017/09/24,-2.84
2017/09/25,-1.148
2017/09/26,0.796
2017/09/27,0.784
2017/09/28,0.302
2017/09/29,-0.671
2017/09/30,3.036
2017/10/01,2.981
2017/10/02,1.598
2017/10/03,0.818
2017/10/04,0.699
2017/10/05,-0.643
2017/10/06,1.339
2017/10/07,0.868
2017/10/08,0.402
2017/10/09,0.121
2017/10/10,-1.132
2017/10/11,-1.082
2017/10/12,-0.414
2017/10/13,2.009
2017/10/14,3.528
2017/10/15,2.383
2017/10/16,-0.775
2017/10/17,-6.112
2017/10/18,-8.805
2017/10/19,-11.232
2017/10/20,-11.411
2017/10/21,-11.782
2017/10/22,-12.73
2017/10/23,-6.663
2017/10/24,-0.149
2017/10/25,-1.735
2017/10/26,-4.705
2017/10/27,-15.354
2017/10/28,-23.108
2017/10/29,-28.334
2017/10/30,-31.968
2017/10/31,-34.605
2017/11/01,52.994
2017/11/02,76.188
2017/11/03,36.914
2017/11/04,13.398
2017/11/05,1.302
2017/11/06,-8.34
2017/11/07,-5.551
2017/11/08,9.498
2017/11/09,20.224
2017/11/10,15.496
2017/11/11,12.577
2017/11/12,9.54
2017/11/13,7.061
2017/11/14,5.563
2017/11/15,4.517
2017/11/16,3.171
2017/11/17,0.891
2017/11/18,-2.366
2017/11/19,0.314
2017/11/20,2.644
2017/11/21,3.507
2017/11/22,3.312
2017/11/23,3.827
2017/11/24,4.746
2017/11/25,1.74
2017/11/26,3.342
2017/11/27,4.693
2017/11/28,4.464
2017/11/29,3.585
2017/11/30,1.566
2017/12/01,0.517
2017/12/02,-0.906
2017/12/03,0.085
2017/12/04,1.402
2017/12/05,7.674
2017/12/06,15.667
2017/12/07,26.177
2017/12/08,24.634
2017/12/09,19.609
2017/12/10,9.55
2017/12/11,1.44
2017/12/12,0.497
2017/12/13,-1.069
2017/12/14,5.043
2017/12/15,7.1
2017/12/16,4.332
2017/12/17,-2.495
2017/12/18,-7.388
2017/12/19,-3.038
2017/12/20,3.242
2017/12/21,6.23
2017/12/22,3.794
2017/12/23,2.476
2017/12/24,-2.533
2017/12/25,-7.512
2017/12/26,-9.447
2017/12/27,-9.245
2017/12/28,-8.866
2017/12/29,-7.383
2017/12/30,-6.07
2017/12/31,-3.917
2018/01/01,-1.682
2018/01/02,0.687
2018/01/03,3.089
2018/01/04,11.497
2018/01/05,47.064
2018/01/06,53.927
2018/01/07,36.143
2018/01/08,24.4
2018/01/09,16.602
2018/01/10,17.622
2018/01/11,11.451
2018/01/12,1.076
2018/01/13,-1.444
2018/01/14,-3.501
2018/01/15,-5.996
2018/01/16,-8.226
2018/01/17,-10.235
2018/01/18,-8.843
2018/01/19,-7.417
2018/01/20,-5.539
2018/01/21,-4.422
2018/01/22,-8.145
2018/01/23,-8.178
2018/01/24,-6.743
2018/01/25,-5.606
2018/01/26,-9.318
2018/01/27,-11.359
2018/01/28,-10.698
2018/01/29,-1.312
2018/01/30,-1.803
2018/01/31,-3.641
2018/02/01,6.476
2018/02/02,4.65
2018/02/03,-0.234
2018/02/04,-5.638
2018/02/05,-9.954
2018/02/06,-11.901
2018/02/07,-9.246
2018/02/08,-7.902
2018/02/09,-6.379
2018/02/10,-4.323
2018/02/11,-3.254
2018/02/12,-2.014
2018/02/13,-1.255
2018/02/14,-0.235
2018/02/15,1.035
2018/02/16,1.587
2018/02/17,1.997
2018/02/18,4.89
2018/02/19,2.614
2018/02/20,0.618
2018/02/21,-3.312
2018/02/22,-6.998
2018/02/23,-5.906
2018/02/24,-2.607
2018/02/25,-2.278
2018/02/26,-3.904
2018/02/27,-4.413
2018/02/28,0.202
2018/03/01,1.079
2018/03/02,2.89
2018/03/03,-0.849
2018/03/04,0.913
2018/03/05,2.472
2018/03/06,2.261
2018/03/07,0.969
2018/03/08,-2.825
2018/03/09,-7.177
2018/03/10,-10.648
2018/03/11,-12.196
2018/03/12,-11.748
2018/03/13,-12.197
2018/03/14,-12.393
2018/03/15,-10.997
2018/03/16,-8.463
2018/03/17,-7.658
2018/03/18,-5.634
2018/03/19,-6.18
2018/03/20,-5.177
2018/03/21,-4.055
2018/03/22,-4.06
2018/03/23,-2.836
2018/03/24,-4.744
2018/03/25,-5.257
2018/03/26,-2.507
2018/03/27,-2.65
2018/03/28,-2.275
2018/03/29,-3.414
2018/03/30,-7.341
2018/03/31,-9.23
2018/04/01,-9.588
2018/04/02,-8.564
2018/04/03,-6.474
2018/04/04,-4.82
2018/04/05,-3.227
2018/04/06,-4.96
2018/04/07,-5.686
2018/04/08,-5.046
2018/04/09,-3.406
2018/04/10,-1.703
2018/04/11,2.368
2018/04/12,5.4
2018/04/13,8.238
2018/04/14,5.489
2018/04/15,4.514
2018/04/16,4.959
2018/04/17,1.392
2018/04/18,4.394
2018/04/19,4.449
2018/04/20,9.544
2018/04/21,6.079
2018/04/22,3.819
2018/04/23,3.004
2018/04/24,8.977
2018/04/25,12.687
2018/04/26,11.484
2018/04/27,11.995
2018/04/28,10.579
2018/04/29,11.914
2018/04/30,10.914
2018/05/01,4.758
2018/05/02,1.244
2018/05/03,0.827
2018/05/04,-1.074
2018/05/05,-0.721
2018/05/06,-2.836
2018/05/07,-4.718
2018/05/08,-2.916
2018/05/09,4.029
2018/05/10,16.892
2018/05/11,16.213
2018/05/12,4.981
2018/05/13,2.912
2018/05/14,7.323
2018/05/15,9.797
2018/05/16,7.762
2018/05/17,6.531
2018/05/18,4.609
2018/05/19,0.997
2018/05/20,-0.188
2018/05/21,0.209
2018/05/22,2.024
2018/05/23,0.539
2018/05/24,-0.865
2018/05/25,-2.387
2018/05/26,-4.151
2018/05/27,-6.029
2018/05/28,-3.207
2018/05/29,1.029
2018/05/30,4.015
2018/05/31,7.502
2018/06/01,6.551
2018/06/02,0.519
2018/06/03,-2.637
2018/06/04,-1.897
2018/06/05,-1.903
2018/06/06,-0.974
2018/06/07,-1.386
2018/06/08,-2.862
2018/06/09,-6.609
2018/06/10,-9.894
2018/06/11,-10.993
2018/06/12,-9.676
2018/06/13,-6.74
2018/06/14,-2.107
2018/06/15,3.086
2018/06/16,-2.685
2018/06/17,-9.388
2018/06/18,-10.675
2018/06/19,-5.04
2018/06/20,-3.289
2018/06/21,-2.733
2018/06/22,-4.369
2018/06/23,-9.659
2018/06/24,-11.887
2018/06/25,-2.223
2018/06/26,-0.53
2018/06/27,-1.267
2018/06/28,-3.78
2018/06/29,-4.354
2018/06/30,38.095
2018/07/01,106.592
2018/07/02,75.165
2018/07/03,48.992
2018/07/04,19.599
2018/07/05,4.976
2018/07/06,4.85
2018/07/07,3.925
2018/07/08,-3.353
2018/07/09,-10.029
2018/07/10,-14.889
2018/07/11,-17.598
2018/07/12,-14.448
2018/07/13,-8.286
2018/07/14,7.817
2018/07/15,6.875
2018/07/16,-5.271
2018/07/17,-13.575
2018/07/18,-17.641
2018/07/19,-20.385
2018/07/20,-19.138
2018/07/21,-15.321
2018/07/22,-16.333
2018/07/23,-9.833
2018/07/24,-8.438
2018/07/25,-9.355
2018/07/26,-10.198
2018/07/27,-12.366
2018/07/28,-13.991
2018/07/29,-15.393
2018/07/30,-13.368
2018/07/31,-10.556
2018/08/01,-8.123
2018/08/02,-6.088
2018/08/03,0.504
2018/08/04,-0.568
2018/08/05,-2.188
2018/08/06,0.521
2018/08/07,37.176
2018/08/08,144.453
2018/08/09,75.298
2018/08/10,26.841
2018/08/11,-0.068
2018/08/12,-12.633
2018/08/13,-18.48
2018/08/14,-20.589
2018/08/15,-18.23
2018/08/16,-16.924
2018/08/17,4.605
2018/08/18,-0.607
2018/08/19,-10.081
2018/08/20,-15.69
2018/08/21,-16.21
2018/08/22,-11.954
2018/08/23,-9.402
2018/08/24,-4.753
2018/08/25,-7.125
2018/08/26,-8.192
2018/08/27,-4.474
2018/08/28,-0.504
2018/08/29,6.131
2018/08/30,5.677
2018/08/31,5.19
2018/09/01,1.319
2018/09/02,-2.604
2018/09/03,-4.27
2018/09/04,-0.622
2018/09/05,-0.798
2018/09/06,1.293
2018/09/07,2.774
2018/09/08,2.264
2018/09/09,1.042
2018/09/10,-0.623
2018/09/11,0.029
2018/09/12,0.8
2018/09/13,3.923
2018/09/14,2.958
2018/09/15,2.125
2018/09/16,0.087
2018/09/17,0.244
2018/09/18,1.304
2018/09/19,7.196
2018/09/20,6.937
2018/09/21,8.386
2018/09/22,3.603
2018/09/23,-1.34
2018/09/24,-0.139
2018/09/25,0.877
2018/09/26,2.732
2018/09/27,3.678
2018/09/28,4.719
2018/09/29,5.933
2018/09/30,3.47
2018/10/01,2.843
2018/10/02,2.954
2018/10/03,-3.461
2018/10/04,-7.253
2018/10/05,-9.645
2018/10/06,-14.445
2018/10/07,-14.284
2018/10/08,-6.143
2018/10/09,-2.69
2018/10/10,3.172
2018/10/11,3.572
2018/10/12,2.771
2018/10/13,-4.151
2018/10/14,-8.242
2018/10/15,-1.79
2018/10/16,-1.618
2018/10/17,-1.355
2018/10/18,-1.749
2018/10/19,1.58
2018/10/20,2.272
2018/10/21,0.605
2018/10/22,-1.055
2018/10/23,0.692
2018/10/24,6.297
2018/10/25,8.951
2018/10/26,6.525
2018/10/27,0.33
2018/10/28,-4.065
2018/10/29,-2.903
2018/10/30,-1.449
2018/10/31,-1.336
2018/11/01,-1.405
2018/11/02,3.026
2018/11/03,2.969
2018/11/04,2.512
2018/11/05,6.771
2018/11/06,8.453
2018/11/07,6.207
2018/11/08,3.987
2018/11/09,0.461
2018/11/10,-5.645
2018/11/11,-10.558
2018/11/12,-9.075
2018/11/13,-5.697
2018/11/14,0.906
2018/11/15,5.293
2018/11/16,2.968
2018/11/17,-2.387
2018/11/18,-4.974
2018/11/19,-3.509
2018/11/20,-1.083
2018/11/21,-3.048
2018/11/22,-4.957
2018/11/23,-5.693
2018/11/24,-7.062
2018/11/25,-5.284
2018/11/26,-4.211
2018/11/27,-5.294
2018/11/28,-2.014
2018/11/29,3.784
2018/11/30,12.363
2018/12/01,6.796
2018/12/02,1.074
2018/12/03,-1.313
2018/12/04,-2.289
2018/12/05,-1.8
2018/12/06,-2.219
2018/12/07,-4.238
2018/12/08,-9.012
2018/12/09,-11.601
2018/12/10,-10.733
2018/12/11,-8.15
2018/12/12,-5.556
2018/12/13,0.865
2018/12/14,1.53
2018/12/15,-1.867
2018/12/16,-6.494
2018/12/17,-3.737
2018/12/18,2.873
2018/12/19,7.849
2018/12/20,9.511
2018/12/21,8.984
2018/12/22,4.159
2018/12/23,5.679
2018/12/24,9.276
2018/12/25,7.916
2018/12/26,2.467
2018/12/27,-1.538
2018/12/28,-1.998
2018/12/29,-3.498
2018/12/30,-0.291
2018/12/31,0.038
2019/01/01,-2.3
2019/01/02,-0.662
2019/01/03,-1.168
2019/01/04,2.888
2019/01/05,0.463
2019/01/06,-1.206
2019/01/07,-0.311
2019/01/08,0.238
2019/01/09,-0.692
2019/01/10,0.072
2019/01/11,-1.584
2019/01/12,-4.438
2019/01/13,-5.606
2019/01/14,3.793
2019/01/15,8.083
2019/01/16,5.12
2019/01/17,1.288
2019/01/18,-0.164
2019/01/19,-3.583
2019/01/20,-2.723
2019/01/21,-1.972
2019/01/22,-2.183
2019/01/23,-1.269
2019/01/24,-0.171
2019/01/25,-0.719
2019/01/26,-2.322
2019/01/27,-4.805
2019/01/28,-2.46
2019/01/29,-2.461
2019/01/30,-0.862
2019/01/31,2.356
2019/02/01,1.634
2019/02/02,-1.092
2019/02/03,-1.902
2019/02/04,-1.972
2019/02/05,-2.322
2019/02/06,-1.717
2019/02/07,-0.09
2019/02/08,2.064
2019/02/09,2.919
2019/02/10,3.7
2019/02/11,6.074
2019/02/12,3.966
2019/02/13,3.592
2019/02/14,1.178
2019/02/15,3.189
2019/02/16,2.313
2019/02/17,3.204
2019/02/18,7.917
2019/02/19,9.822
2019/02/20,8.525
2019/02/21,5.23
2019/02/22,3.566
2019/02/23,1.753
2019/02/24,2.368
2019/02/25,1.333
2019/02/26,1.359
2019/02/27,0.258
2019/02/28,0.978
2019/03/01,-3.21
2019/03/02,-7.035
2019/03/03,-8.598
2019/03/04,-8.94
2019/03/05,-6.051
2019/03/06,-3.138
2019/03/07,-0.592
2019/03/08,-1.367
2019/03/09,-3.984
2019/03/10,-4.965
2019/03/11,-4.802
2019/03/12,-4.921
2019/03/13,-4.604
2019/03/14,-4.611
2019/03/15,-3.149
2019/03/16,-1.229
2019/03/17,-1.179
2019/03/18,-0.158
2019/03/19,5.743
2019/03/20,2.963
2019/03/21,3.12
2019/03/22,0.226
2019/03/23,-2.256
2019/03/24,-2.891
2019/03/25,-1.761
2019/03/26,-0.95
2019/03/27,0.882
2019/03/28,0.443
2019/03/29,1.222
2019/03/30,0.548
2019/03/31,-0.912
2019/04/01,-0.817
2019/04/02,5.13
2019/04/03,16.054
2019/04/04,11.647
2019/04/05,3.388
2019/04/06,-2.268
2019/04/07,-4.578
2019/04/08,-2.417
2019/04/09,-1.367
2019/04/10,-0.648
2019/04/11,1.276
2019/04/12,2.344
2019/04/13,-0.201
2019/04/14,-3.859
2019/04/15,-4.187
2019/04/16,-2.774
2019/04/17,-1.229
2019/04/18,1.257
2019/04/19,1.395
2019/04/20,-3.385
2019/04/21,-4.063
2019/04/22,-1.852
2019/04/23,0.816
2019/04/24,2.791
2019/04/25,1.646
2019/04/26,1.702
2019/04/27,-2.777
2019/04/28,-4.613
2019/04/29,-4.723
