Date,sentinusd3momUSD
2016/09/13,3670001
2016/09/14,-1056801
2016/09/15,-3541442
2016/09/16,16228205
2016/09/17,1102189
2016/09/18,12603862
2016/09/19,-15828049
2016/09/20,40349114
2016/09/21,35805767
2016/09/22,12883099
2016/09/23,-23211485
2016/09/24,-38375541
2016/09/25,7541199
2016/09/26,-8499795
2016/09/27,-2661970
2016/09/28,760474
2016/09/29,9001986
2016/09/30,-2761121
2016/10/01,-22259421
2016/10/02,-4022056
2016/10/03,-3933456
2016/10/04,-1421156
2016/10/05,-9968150
2016/10/06,3910720
2016/10/07,2491079
2016/10/08,-841205
2016/10/09,19556157
2016/10/10,18671677
2016/10/11,14546879
2016/10/12,-488439
2016/10/13,-18381529
2016/10/14,3986281
2016/10/15,-17311941
2016/10/16,6921997
2016/10/17,-9602702
2016/10/18,21895151
2016/10/19,-6091831
2016/10/20,-13051791
2016/10/21,-28170631
2016/10/22,-6948547
2016/10/23,-3587540
2016/10/24,306760
2016/10/25,6683826
2016/10/26,5529473
2016/10/27,2779657
2016/10/28,4593422
2016/10/29,9174811
2016/10/30,15262354
2016/10/31,-3485558
2016/11/01,10955278
2016/11/02,21054058
2016/11/03,94643554
2016/11/04,-17719077
2016/11/05,-37327833
2016/11/06,-102830818
2016/11/07,-6152720
2016/11/08,-2235134
2016/11/09,15920408
2016/11/10,3807586
2016/11/11,31796378
2016/11/12,-9010177
2016/11/13,1965813
2016/11/14,-33763438
2016/11/15,-2164537
2016/11/16,-1774129
2016/11/17,26679178
2016/11/18,64951
2016/11/19,-2703747
2016/11/20,-25911028
2016/11/21,-4138778
2016/11/22,17292081
2016/11/23,17797542
2016/11/24,1636823
2016/11/25,-11313145
2016/11/26,-17350576
2016/11/27,-1499359
2016/11/28,-7246552
2016/11/29,4253830
2016/11/30,3505548
2016/12/01,1782435
2016/12/02,15536220
2016/12/03,28003199
2016/12/04,4173395
2016/12/05,-31055
2016/12/06,4760810
2016/12/07,5956761
2016/12/08,-5092682
2016/12/09,-21636593
2016/12/10,-7222612
2016/12/11,-5319469
2016/12/12,-12234078
2016/12/13,-2415733
2016/12/14,-7103288
2016/12/15,8016676
2016/12/16,1813082
2016/12/17,14879104
2016/12/18,25732
2016/12/19,-427721
2016/12/20,-13101431
2016/12/21,-843417
2016/12/22,14683440
2016/12/23,35222146
2016/12/24,970566
2016/12/25,-17724506
2016/12/26,-39814574
2016/12/27,-6888175
2016/12/28,13213927
2016/12/29,31175103
2016/12/30,16856423
2016/12/31,30012667
2017/01/01,-22194200
2017/01/02,-3621078
2017/01/03,-6200368
2017/01/04,67128321
2017/01/05,61329239
2017/01/06,29589864
2017/01/07,-39065090
2017/01/08,-59720773
2017/01/09,-28227684
2017/01/10,4688312
2017/01/11,21331563
2017/01/12,-2756264
2017/01/13,-23812161
2017/01/14,-37308702
2017/01/15,-37561595
2017/01/16,-16185447
2017/01/17,6527003
2017/01/18,3190673
2017/01/19,2529530
2017/01/20,12829443
2017/01/21,1248126
2017/01/22,297553
2017/01/23,-18930672
2017/01/24,-1767742
2017/01/25,-627974
2017/01/26,1789268
2017/01/27,2350939
2017/01/28,-3635912
2017/01/29,-2127650
2017/01/30,-3427051
2017/01/31,7208518
2017/02/01,4392022
2017/02/02,5778597
2017/02/03,4083036
2017/02/04,6351038
2017/02/05,-4736330
2017/02/06,-2180531
2017/02/07,-5344942
2017/02/08,5185258
2017/02/09,-575447
2017/02/10,3590104
2017/02/11,-2982306
2017/02/12,-1142213
2017/02/13,-4501542
2017/02/14,32247105
2017/02/15,39982158
2017/02/16,16780973
2017/02/17,-9888829
2017/02/18,-23380298
2017/02/19,-502056
2017/02/20,-1722115
2017/02/21,17364149
2017/02/22,4199353
2017/02/23,1972842
2017/02/24,19048441
2017/02/25,8409248
2017/02/26,19675095
2017/02/27,67184678
2017/02/28,134909066
2017/03/01,134600447
2017/03/02,179257503
2017/03/03,147564175
2017/03/04,19858292
2017/03/05,-140641480
2017/03/06,-26509505
2017/03/07,-9042219
2017/03/08,29086797
2017/03/09,-41668186
2017/03/10,47188341
2017/03/11,113129110
2017/03/12,280963132
2017/03/13,266127330
2017/03/14,-91001504
2017/03/15,-300306500
2017/03/16,762282463
2017/03/17,515418340
2017/03/18,682551472
2017/03/19,-1067985480
2017/03/20,-452755073
2017/03/21,-355926700
2017/03/22,266098882
2017/03/23,197282699
2017/03/24,171998389
2017/03/25,140213910
2017/03/26,1344094
2017/03/27,-179752292
2017/03/28,-63178074
2017/03/29,208582262
2017/03/30,355104049
2017/03/31,188130108
2017/04/01,-208693188
2017/04/02,-155213490
2017/04/03,39249636
2017/04/04,-117598172
2017/04/05,-196670398
2017/04/06,-11307439
2017/04/07,-146219476
2017/04/08,-258589959
2017/04/09,-468004210
2017/04/10,152118853
2017/04/11,73118254
2017/04/12,54443841
2017/04/13,-87791025
2017/04/14,-30719847
2017/04/15,-180684810
2017/04/16,-198035091
2017/04/17,-227567766
2017/04/18,251130648
2017/04/19,401138587
2017/04/20,423685332
2017/04/21,-39360337
2017/04/22,-148968446
2017/04/23,-197775397
2017/04/24,46917910
2017/04/25,54502352
2017/04/26,238906114
2017/04/27,450310573
2017/04/28,569390813
2017/04/29,401881931
2017/04/30,285883804
2017/05/01,963865680
2017/05/02,574287775
2017/05/03,580142980
2017/05/04,21184951
2017/05/05,590414757
2017/05/06,-338654021
2017/05/07,-107560122
2017/05/08,-424295138
2017/05/09,224439628
2017/05/10,-220680692
2017/05/11,263264204
2017/05/12,-36955255
2017/05/13,-471444318
2017/05/14,-883656150
2017/05/15,-73325748
2017/05/16,769323718
2017/05/17,120819541
2017/05/18,-649697766
2017/05/19,-240809382
2017/05/20,-19596839
2017/05/21,840037457
2017/05/22,2603492643
2017/05/23,1439210422
2017/05/24,1204633748
2017/05/25,-1446570793
2017/05/26,278914231
2017/05/27,-1121488222
2017/05/28,-1173944144
2017/05/29,-1077416384
2017/05/30,689973249
2017/05/31,3552138946
2017/06/01,1873537855
2017/06/02,1144834226
2017/06/03,-1798653295
2017/06/04,-424543553
2017/06/05,571806402
2017/06/06,1797507668
2017/06/07,1364156819
2017/06/08,-231671732
2017/06/09,-940935077
2017/06/10,-1306043567
2017/06/11,160417159
2017/06/12,5351864744
2017/06/13,4888662981
2017/06/14,836200918
2017/06/15,-2860466754
2017/06/16,-1875767664
2017/06/17,-1293062098
2017/06/18,-3320389099
2017/06/19,-2393300935
2017/06/20,1554573873
2017/06/21,-1519628153
2017/06/22,-1239131133
2017/06/23,-1897144967
2017/06/24,1705847155
2017/06/25,-1524808066
2017/06/26,-571027163
2017/06/27,-772416164
2017/06/28,1844609085
2017/06/29,657442180
2017/06/30,52753760
2017/07/01,-628923155
2017/07/02,-1528350752
2017/07/03,3965528528
2017/07/04,3140806761
2017/07/05,-33701907
2017/07/06,-4660546111
2017/07/07,-3246094272
2017/07/08,-48508927
2017/07/09,-1376666714
2017/07/10,100308922
2017/07/11,711509616
2017/07/12,1779927310
2017/07/13,2118358990
2017/07/14,2411767668
2017/07/15,1904710419
2017/07/16,-537218620
2017/07/17,-999766700
2017/07/18,804368314
2017/07/19,1164574166
2017/07/20,535649270
2017/07/21,-639226382
2017/07/22,-4140451802
2017/07/23,-2886555083
2017/07/24,30687713
2017/07/25,3858760469
2017/07/26,2218615579
2017/07/27,-457494389
2017/07/28,-61528156
2017/07/29,361118158
2017/07/30,-1435792992
2017/07/31,-3102543209
2017/08/01,-2088421638
2017/08/02,-838867961
2017/08/03,-33447261
2017/08/04,-329951192
2017/08/05,184822424
2017/08/06,575419691
2017/08/07,862739767
2017/08/08,905637573
2017/08/09,1062186054
2017/08/10,4380799773
2017/08/11,10935553858
2017/08/12,5357469403
2017/08/13,2004005170
2017/08/14,-6738578346
2017/08/15,-3103274526
2017/08/16,-4460043548
2017/08/17,-2663009710
2017/08/18,-882825285
2017/08/19,-1095004058
2017/08/20,-1651506850
2017/08/21,-720711069
2017/08/22,112343247
2017/08/23,1202600264
2017/08/24,-159204324
2017/08/25,-114623220
2017/08/26,-2392125791
2017/08/27,2778736084
2017/08/28,6229115348
2017/08/29,5822568956
2017/08/30,6968397573
2017/08/31,-3278319966
2017/09/01,-1500095740
2017/09/02,-8620948861
2017/09/03,-2672326607
2017/09/04,-939734706
2017/09/05,-158985998
2017/09/06,1679278817
2017/09/07,-1344079875
2017/09/08,-542936336
2017/09/09,585238496
2017/09/10,1200961106
2017/09/11,204644880
2017/09/12,-1389482129
2017/09/13,-2333439464
2017/09/14,-651518394
2017/09/15,-378443931
2017/09/16,-107903748
2017/09/17,-787115462
2017/09/18,1099729247
2017/09/19,1670307998
2017/09/20,-261098089
2017/09/21,-2747815014
2017/09/22,-2035194142
2017/09/23,-692829973
2017/09/24,-692469924
2017/09/25,210612043
2017/09/26,443142413
2017/09/27,814229955
2017/09/28,511963828
2017/09/29,-99884580
2017/09/30,-755129935
2017/10/01,-1578108446
2017/10/02,-288132425
2017/10/03,4673165143
2017/10/04,3028850476
2017/10/05,647506806
2017/10/06,-3777120561
2017/10/07,-2063901494
2017/10/08,-108014507
2017/10/09,288630270
2017/10/10,996707517
2017/10/11,313939312
2017/10/12,212805932
2017/10/13,1222792720
2017/10/14,461262471
2017/10/15,-266378590
2017/10/16,-2013664711
2017/10/17,181035102
2017/10/18,1387637540
2017/10/19,1308659609
2017/10/20,-118324550
2017/10/21,-1336408343
2017/10/22,-1086370934
2017/10/23,170216667
2017/10/24,699933872
2017/10/25,268630506
2017/10/26,-765984329
2017/10/27,-3806656354
2017/10/28,-3007495518
2017/10/29,-2886541741
2017/10/30,0
2017/10/31,0
2017/11/01,4160442004
2017/11/02,4471931173
2017/11/03,3716355410
2017/11/04,-1630186149
2017/11/05,-2107450633
2017/11/06,-839847309
2017/11/07,-169086901
2017/11/08,1043895778
2017/11/09,2990031090
2017/11/10,1842599070
2017/11/11,439798000
2017/11/12,-548897833
2017/11/13,-670602612
2017/11/14,-269201071
2017/11/15,266637975
2017/11/16,1500452051
2017/11/17,1548967266
2017/11/18,-1312618878
2017/11/19,-537198885
2017/11/20,936224305
2017/11/21,1710923178
2017/11/22,1610329566
2017/11/23,367374101
2017/11/24,-51450254
2017/11/25,1440347412
2017/11/26,741435289
2017/11/27,3456796129
2017/11/28,3861869225
2017/11/29,5834474694
2017/11/30,1828678094
2017/12/01,-1956053625
2017/12/02,-2608657149
2017/12/03,-1287589902
2017/12/04,98823189
2017/12/05,-5851838706
2017/12/06,-3665051824
2017/12/07,-4902747202
2017/12/08,-470959799
2017/12/09,-3109622772
2017/12/10,-1792773222
2017/12/11,-1016744144
2017/12/12,4137977465
2017/12/13,4225323441
2017/12/14,5568903125
2017/12/15,-526409708
2017/12/16,-1322482571
2017/12/17,-2842039341
2017/12/18,-388203650
2017/12/19,3522513596
2017/12/20,4605459288
2017/12/21,4342266395
2017/12/22,524707680
2017/12/23,-3449872277
2017/12/24,-5798201936
2017/12/25,-5314009961
2017/12/26,-341463231
2017/12/27,2695084606
2017/12/28,4452521844
2017/12/29,4249916449
2017/12/30,3887796005
2017/12/31,-2412450985
2018/01/01,-4652285794
2018/01/02,394658618
2018/01/03,5879734886
2018/01/04,13059212972
2018/01/05,6267678882
2018/01/06,2952549924
2018/01/07,-5958007173
2018/01/08,-681951083
2018/01/09,4274454691
2018/01/10,9672714932
2018/01/11,1872100274
2018/01/12,-4162030851
2018/01/13,-9992999270
2018/01/14,14221759239
2018/01/15,139465700
2018/01/16,4361659932
2018/01/17,-18279362941
2018/01/18,-1198333078
2018/01/19,-7742326378
2018/01/20,-6517673996
2018/01/21,-6314950247
2018/01/22,-400327275
2018/01/23,-295565246
2018/01/24,648653791
2018/01/25,-4800365480
2018/01/26,1968618680
2018/01/27,-1802611961
2018/01/28,4306782990
2018/01/29,-966992277
2018/01/30,2739387015
2018/01/31,340531170
2018/02/01,-273723006
2018/02/02,665875796
2018/02/03,-3076451386
2018/02/04,-4598291513
2018/02/05,-4754806664
2018/02/06,87696312
2018/02/07,1004511561
2018/02/08,-2623877356
2018/02/09,-1765580793
2018/02/10,-581410739
2018/02/11,324104131
2018/02/12,-295143862
2018/02/13,420607299
2018/02/14,1030070313
2018/02/15,1135749836
2018/02/16,-1390506699
2018/02/17,-280882088
2018/02/18,-1200139068
2018/02/19,-478806326
2018/02/20,136535410
2018/02/21,-144137394
2018/02/22,1122724144
2018/02/23,-1514230749
2018/02/24,-1330167425
2018/02/25,-3131716224
2018/02/26,-546466544
2018/02/27,-1092064589
2018/02/28,-213942563
2018/03/01,-647564506
2018/03/02,-17369565
2018/03/03,-469073244
2018/03/04,-555878422
2018/03/05,17201530
2018/03/06,733189862
2018/03/07,635662478
2018/03/08,-123953086
2018/03/09,-383345911
2018/03/10,-729303774
2018/03/11,-475142040
2018/03/12,-177177580
2018/03/13,1069900320
2018/03/14,511572997
2018/03/15,62551937
2018/03/16,-1051743088
2018/03/17,-553146189
2018/03/18,323109708
2018/03/19,411832636
2018/03/20,317562409
2018/03/21,-442469181
2018/03/22,-408218989
2018/03/23,18369161
2018/03/24,-369417335
2018/03/25,-331207772
2018/03/26,-82861704
2018/03/27,508038925
2018/03/28,594064145
2018/03/29,92074025
2018/03/30,-256666683
2018/03/31,-507878831
2018/04/01,-583395710
2018/04/02,-340377622
2018/04/03,68376024
2018/04/04,129970645
2018/04/05,-64683757
2018/04/06,-182004888
2018/04/07,-276157304
2018/04/08,2811971
2018/04/09,139253304
2018/04/10,171432150
2018/04/11,129754385
2018/04/12,390486201
2018/04/13,612297700
2018/04/14,-137497718
2018/04/15,-411481320
2018/04/16,-406987050
2018/04/17,255596698
2018/04/18,291683543
2018/04/19,270755508
2018/04/20,531479555
2018/04/21,126697300
2018/04/22,-201613721
2018/04/23,704954997
2018/04/24,847278410
2018/04/25,840431394
2018/04/26,-698019886
2018/04/27,-473982318
2018/04/28,-409862173
2018/04/29,-143351626
2018/04/30,-25919909
2018/05/01,24418621
2018/05/02,676827474
2018/05/03,731877503
2018/05/04,785983810
2018/05/05,-407070347
2018/05/06,-895889391
2018/05/07,171846526
2018/05/08,178190227
2018/05/09,440867921
2018/05/10,-577114251
2018/05/11,-47652605
2018/05/12,-573710388
2018/05/13,-785853469
2018/05/14,24308985
2018/05/15,351247801
2018/05/16,340820857
2018/05/17,-365576629
2018/05/18,-300748931
2018/05/19,-328031192
2018/05/20,-291785874
2018/05/21,44624774
2018/05/22,660738514
2018/05/23,781131479
2018/05/24,72028605
2018/05/25,-426220109
2018/05/26,-891706569
2018/05/27,-107997936
2018/05/28,393977955
2018/05/29,424186502
2018/05/30,86823673
2018/05/31,-173988840
2018/06/01,211785166
2018/06/02,-457814538
2018/06/03,-616133620
2018/06/04,-205362022
2018/06/05,467087608
2018/06/06,671842267
2018/06/07,84279443
2018/06/08,165992859
2018/06/09,-636331642
2018/06/10,-303073318
2018/06/11,-249163749
2018/06/12,831018545
2018/06/13,968880844
2018/06/14,859263717
2018/06/15,247602054
2018/06/16,-1173214880
2018/06/17,-1416205636
2018/06/18,-1001121659
2018/06/19,222031965
2018/06/20,503683033
2018/06/21,194403063
2018/06/22,156791321
2018/06/23,-489963029
2018/06/24,-94442581
2018/06/25,-75141225
2018/06/26,268222273
2018/06/27,-57727668
2018/06/28,-319062214
2018/06/29,30768603
2018/06/30,-281769565
2018/07/01,-330567348
2018/07/02,-250294000
2018/07/03,293214719
2018/07/04,270726999
2018/07/05,121573407
2018/07/06,-105667964
2018/07/07,-201295296
2018/07/08,-158328392
2018/07/09,95350578
2018/07/10,334967593
2018/07/11,6521644
2018/07/12,-275159025
2018/07/13,-315644217
2018/07/14,-222008781
2018/07/15,-215549357
2018/07/16,259250161
2018/07/17,457350615
2018/07/18,660671985
2018/07/19,-16501999
2018/07/20,-49646037
2018/07/21,-511794067
2018/07/22,-305759071
2018/07/23,-59259361
2018/07/24,308604411
2018/07/25,243903882
2018/07/26,-160884309
2018/07/27,-177424249
2018/07/28,-352075511
2018/07/29,-232599074
2018/07/30,84895796
2018/07/31,880899406
2018/08/01,280624937
2018/08/02,-49392741
2018/08/03,-710115071
2018/08/04,-243727068
2018/08/05,-303527415
2018/08/06,-41767805
2018/08/07,161586462
2018/08/08,393177367
2018/08/09,78146534
2018/08/10,94824635
2018/08/11,-227842027
2018/08/12,-253643936
2018/08/13,119459372
2018/08/14,300946497
2018/08/15,344145023
2018/08/16,-324363868
2018/08/17,-269809043
2018/08/18,-333132108
2018/08/19,-213047192
2018/08/20,-135776798
2018/08/21,71804897
2018/08/22,255238737
2018/08/23,-23462911
2018/08/24,-12571475
2018/08/25,-187130926
2018/08/26,-132182620
2018/08/27,50666469
2018/08/28,117147647
2018/08/29,188862050
2018/08/30,-42715842
2018/08/31,4174140
2018/09/01,-117650469
2018/09/02,-133967120
2018/09/03,97660243
2018/09/04,502784845
2018/09/05,386255853
2018/09/06,167615972
2018/09/07,-269713822
2018/09/08,-206988020
2018/09/09,-257721783
2018/09/10,-88385227
2018/09/11,25382961
2018/09/12,235452583
2018/09/13,-22438636
2018/09/14,-19623380
2018/09/15,-351373327
2018/09/16,-196662660
2018/09/17,-41044309
2018/09/18,55002451
2018/09/19,58956553
2018/09/20,-15722693
2018/09/21,299978252
2018/09/22,53342950
2018/09/23,-61078563
2018/09/24,-223104198
2018/09/25,25586196
2018/09/26,59349814
2018/09/27,-82101054
2018/09/28,-21198200
2018/09/29,-73251788
2018/09/30,-50038169
2018/10/01,-93301778
2018/10/02,-72640652
2018/10/03,37831398
2018/10/04,68725606
2018/10/05,79883548
2018/10/06,-107620901
2018/10/07,-138872662
2018/10/08,39824685
2018/10/09,80239621
2018/10/10,117013877
2018/10/11,254921828
2018/10/12,71481087
2018/10/13,-97866321
2018/10/14,-393042943
2018/10/15,305515854
2018/10/16,235855929
2018/10/17,173416502
2018/10/18,-213532674
2018/10/19,-132359855
2018/10/20,-109611075
2018/10/21,-80061767
2018/10/22,-13484593
2018/10/23,52642909
2018/10/24,-72152910
2018/10/25,120477335
2018/10/26,2304039
2018/10/27,-133569614
2018/10/28,-241096957
2018/10/29,47167285
2018/10/30,125345933
2018/10/31,136293961
2018/11/01,-76798026
2018/11/02,50136582
2018/11/03,-124523290
2018/11/04,-10058218
2018/11/05,114922192
2018/11/06,178989682
2018/11/07,156700228
2018/11/08,-120998917
2018/11/09,-47522324
2018/11/10,-232322538
2018/11/11,-134938917
2018/11/12,44901042
2018/11/13,121630296
2018/11/14,353640435
2018/11/15,170464539
2018/11/16,42369446
2018/11/17,-346395252
2018/11/18,-229437157
2018/11/19,375958800
2018/11/20,545647057
2018/11/21,178024147
2018/11/22,-423210423
2018/11/23,-413687445
2018/11/24,-235044507
2018/11/25,85606058
2018/11/26,10905800
2018/11/27,25582302
2018/11/28,-42446202
2018/11/29,45430581
2018/11/30,1702173253
2018/12/01,1410220812
2018/12/02,-266061006
2018/12/03,-1752004944
2018/12/04,-1554247604
2018/12/05,143574227
2018/12/06,126381660
2018/12/07,178731713
2018/12/08,-62452014
2018/12/09,-158643024
2018/12/10,-197986066
2018/12/11,-16305377
2018/12/12,-10788562
2018/12/13,36284280
2018/12/14,1331091
2018/12/15,-57968708
2018/12/16,-113907788
2018/12/17,79722817
2018/12/18,154455434
2018/12/19,298865472
2018/12/20,169325924
2018/12/21,206655371
2018/12/22,-217705116
2018/12/23,-95878645
2018/12/24,63446639
2018/12/25,78294676
2018/12/26,-103545799
2018/12/27,-224871438
2018/12/28,57602070
2018/12/29,243612604
2018/12/30,-129058820
2018/12/31,-84251850
2019/01/01,-298815750
2019/01/02,185199565
2019/01/03,92634222
2019/01/04,357451346
2019/01/05,254196774
2019/01/06,-5528893
2019/01/07,-177847825
2019/01/08,-310266058
2019/01/09,-40752932
2019/01/10,25206118
2019/01/11,141065455
2019/01/12,-145852001
2019/01/13,-215074544
2019/01/14,-72889832
2019/01/15,115610449
2019/01/16,108120923
2019/01/17,-159110533
2019/01/18,-88646266
2019/01/19,-144599945
2019/01/20,-54251086
2019/01/21,338163
2019/01/22,36304696
2019/01/23,25275217
2019/01/24,62035780
2019/01/25,12421923
2019/01/26,-83558933
2019/01/27,-62759701
2019/01/28,117697907
2019/01/29,89724315
2019/01/30,39653764
2019/01/31,-92396007
2019/02/01,-31854143
2019/02/02,-123551479
2019/02/03,-114018737
2019/02/04,-98350309
2019/02/05,-25323892
2019/02/06,41461108
2019/02/07,41385949
2019/02/08,131685007
2019/02/09,-44132314
2019/02/10,20404963
2019/02/11,-5865700
2019/02/12,48028516
2019/02/13,49428890
2019/02/14,-27719022
2019/02/15,7756499
2019/02/16,-88616052
2019/02/17,17800307
2019/02/18,231681584
2019/02/19,275792304
2019/02/20,103864649
2019/02/21,-112167923
2019/02/22,-97040306
2019/02/23,-94120586
2019/02/24,130936325
2019/02/25,205450531
2019/02/26,26628738
2019/02/27,-44512433
2019/02/28,-194148254
2019/03/01,-4329831
2019/03/02,-200766449
2019/03/03,-96727936
2019/03/04,65369820
2019/03/05,107967189
2019/03/06,77064284
2019/03/07,-25122245
2019/03/08,22727206
2019/03/09,-53145744
2019/03/10,-60018856
2019/03/11,1208896
2019/03/12,65410353
2019/03/13,39756474
2019/03/14,-28608517
2019/03/15,-19807825
2019/03/16,-1304581
2019/03/17,-58329303
2019/03/18,64404226
2019/03/19,-9168724
2019/03/20,156497306
2019/03/21,-16360843
2019/03/22,20244006
2019/03/23,-48993778
2019/03/24,-100342789
2019/03/25,105205870
2019/03/26,-9556707
2019/03/27,73658046
2019/03/28,-65556430
2019/03/29,22187732
2019/03/30,43822060
2019/03/31,-16464795
2019/04/01,-15756453
2019/04/02,269566707
2019/04/03,400884691
2019/04/04,118767869
2019/04/05,-190661538
2019/04/06,-398083352
2019/04/07,-60739602
2019/04/08,243789025
2019/04/09,283884857
2019/04/10,104620887
2019/04/11,-189856826
2019/04/12,-180437983
2019/04/13,-256360438
2019/04/14,-210219432
2019/04/15,8721364
2019/04/16,108095328
2019/04/17,88174018
2019/04/18,32896445
