Date,transactions14sma
2016/06/15,41432
2016/06/16,41699
2016/06/17,43607
2016/06/18,45408
2016/06/19,46347
2016/06/20,46929
2016/06/21,47014
2016/06/22,47598
2016/06/23,47745
2016/06/24,48115
2016/06/25,48100
2016/06/26,48031
2016/06/27,47565
2016/06/28,47047
2016/06/29,47522
2016/06/30,48991
2016/07/01,47100
2016/07/02,45398
2016/07/03,44592
2016/07/04,44080
2016/07/05,43505
2016/07/06,42740
2016/07/07,42634
2016/07/08,42433
2016/07/09,42699
2016/07/10,42538
2016/07/11,42460
2016/07/12,42298
2016/07/13,41287
2016/07/14,39776
2016/07/15,39850
2016/07/16,39764
2016/07/17,39347
2016/07/18,39293
2016/07/19,39644
2016/07/20,40553
2016/07/21,40871
2016/07/22,41296
2016/07/23,41625
2016/07/24,42972
2016/07/25,44134
2016/07/26,45643
2016/07/27,46878
2016/07/28,47288
2016/07/29,47726
2016/07/30,48008
2016/07/31,49068
2016/08/01,49552
2016/08/02,49899
2016/08/03,49817
2016/08/04,49951
2016/08/05,49576
2016/08/06,49325
2016/08/07,48235
2016/08/08,47387
2016/08/09,46325
2016/08/10,45843
2016/08/11,45815
2016/08/12,45612
2016/08/13,45546
2016/08/14,44963
2016/08/15,44700
2016/08/16,44693
2016/08/17,44364
2016/08/18,44438
2016/08/19,44420
2016/08/20,44408
2016/08/21,44378
2016/08/22,44469
2016/08/23,44567
2016/08/24,44605
2016/08/25,44726
2016/08/26,44932
2016/08/27,45422
2016/08/28,45567
2016/08/29,45796
2016/08/30,45655
2016/08/31,45725
2016/09/01,45703
2016/09/02,46593
2016/09/03,46841
2016/09/04,47240
2016/09/05,47127
2016/09/06,47175
2016/09/07,47310
2016/09/08,47745
2016/09/09,48219
2016/09/10,47857
2016/09/11,47910
2016/09/12,47882
2016/09/13,47569
2016/09/14,48141
2016/09/15,48508
2016/09/16,48659
2016/09/17,48808
2016/09/18,48077
2016/09/19,47923
2016/09/20,48277
2016/09/21,47981
2016/09/22,47744
2016/09/23,46409
2016/09/24,46447
2016/09/25,46116
2016/09/26,46002
2016/09/27,46303
2016/09/28,45513
2016/09/29,44641
2016/09/30,43092
2016/10/01,43534
2016/10/02,44478
2016/10/03,44990
2016/10/04,45175
2016/10/05,44973
2016/10/06,43842
2016/10/07,44449
2016/10/08,44039
2016/10/09,44413
2016/10/10,44515
2016/10/11,44103
2016/10/12,43189
2016/10/13,42605
2016/10/14,43046
2016/10/15,41659
2016/10/16,40508
2016/10/17,39827
2016/10/18,39487
2016/10/19,39257
2016/10/20,39729
2016/10/21,40734
2016/10/22,40740
2016/10/23,40127
2016/10/24,40671
2016/10/25,41139
2016/10/26,42222
2016/10/27,43087
2016/10/28,43052
2016/10/29,43505
2016/10/30,43823
2016/10/31,44315
2016/11/01,44110
2016/11/02,44469
2016/11/03,44391
2016/11/04,42590
2016/11/05,42585
2016/11/06,42515
2016/11/07,41757
2016/11/08,41326
2016/11/09,40994
2016/11/10,40695
2016/11/11,40663
2016/11/12,40725
2016/11/13,41028
2016/11/14,40945
2016/11/15,40681
2016/11/16,40550
2016/11/17,40436
2016/11/18,41236
2016/11/19,41351
2016/11/20,41903
2016/11/21,41960
2016/11/22,42818
2016/11/23,44516
2016/11/24,44280
2016/11/25,45495
2016/11/26,45489
2016/11/27,45545
2016/11/28,45867
2016/11/29,45989
2016/11/30,45810
2016/12/01,45551
2016/12/02,45398
2016/12/03,45546
2016/12/04,45369
2016/12/05,45289
2016/12/06,44904
2016/12/07,43295
2016/12/08,43489
2016/12/09,42301
2016/12/10,42284
2016/12/11,41907
2016/12/12,41218
2016/12/13,41048
2016/12/14,41628
2016/12/15,42269
2016/12/16,42435
2016/12/17,42298
2016/12/18,42083
2016/12/19,42368
2016/12/20,42085
2016/12/21,42731
2016/12/22,43844
2016/12/23,44054
2016/12/24,43854
2016/12/25,43671
2016/12/26,43373
2016/12/27,43209
2016/12/28,42930
2016/12/29,42961
2016/12/30,43005
2016/12/31,43132
2017/01/01,43281
2017/01/02,42856
2017/01/03,42973
2017/01/04,42965
2017/01/05,42567
2017/01/06,42525
2017/01/07,42944
2017/01/08,43381
2017/01/09,44211
2017/01/10,44626
2017/01/11,44757
2017/01/12,45046
2017/01/13,45494
2017/01/14,45553
2017/01/15,45769
2017/01/16,46177
2017/01/17,46234
2017/01/18,45828
2017/01/19,45402
2017/01/20,45542
2017/01/21,45520
2017/01/22,45856
2017/01/23,45848
2017/01/24,46007
2017/01/25,46081
2017/01/26,45815
2017/01/27,45518
2017/01/28,45743
2017/01/29,45797
2017/01/30,45797
2017/01/31,45581
2017/02/01,45548
2017/02/02,45554
2017/02/03,45340
2017/02/04,45491
2017/02/05,45427
2017/02/06,45515
2017/02/07,45619
2017/02/08,45964
2017/02/09,46036
2017/02/10,46432
2017/02/11,46530
2017/02/12,46731
2017/02/13,47490
2017/02/14,48536
2017/02/15,49306
2017/02/16,49732
2017/02/17,50205
2017/02/18,50490
2017/02/19,50611
2017/02/20,50814
2017/02/21,51283
2017/02/22,51232
2017/02/23,51212
2017/02/24,51345
2017/02/25,51823
2017/02/26,52280
2017/02/27,52040
2017/02/28,52182
2017/03/01,52500
2017/03/02,54007
2017/03/03,55071
2017/03/04,55739
2017/03/05,56368
2017/03/06,56859
2017/03/07,57156
2017/03/08,57514
2017/03/09,58704
2017/03/10,59493
2017/03/11,60319
2017/03/12,61385
2017/03/13,63462
2017/03/14,64667
2017/03/15,66198
2017/03/16,68996
2017/03/17,72020
2017/03/18,74246
2017/03/19,76216
2017/03/20,77876
2017/03/21,79427
2017/03/22,81100
2017/03/23,82398
2017/03/24,84016
2017/03/25,85415
2017/03/26,86336
2017/03/27,87252
2017/03/28,87766
2017/03/29,88613
2017/03/30,87632
2017/03/31,87379
2017/04/01,86712
2017/04/02,87022
2017/04/03,88448
2017/04/04,88589
2017/04/05,89203
2017/04/06,90113
2017/04/07,90475
2017/04/08,89600
2017/04/09,89245
2017/04/10,87883
2017/04/11,87279
2017/04/12,86371
2017/04/13,85508
2017/04/14,83940
2017/04/15,83529
2017/04/16,82221
2017/04/17,80244
2017/04/18,80032
2017/04/19,79912
2017/04/20,79217
2017/04/21,78391
2017/04/22,78490
2017/04/23,78670
2017/04/24,79030
2017/04/25,80255
2017/04/26,80919
2017/04/27,82374
2017/04/28,84162
2017/04/29,85342
2017/04/30,87097
2017/05/01,89929
2017/05/02,91861
2017/05/03,92690
2017/05/04,94792
2017/05/05,96737
2017/05/06,98271
2017/05/07,100383
2017/05/08,103024
2017/05/09,104445
2017/05/10,105876
2017/05/11,106783
2017/05/12,106858
2017/05/13,107572
2017/05/14,108011
2017/05/15,108767
2017/05/16,109195
2017/05/17,112252
2017/05/18,113862
2017/05/19,117651
2017/05/20,120215
2017/05/21,123292
2017/05/22,127488
2017/05/23,132787
2017/05/24,138331
2017/05/25,143033
2017/05/26,147502
2017/05/27,150939
2017/05/28,154791
2017/05/29,157345
2017/05/30,162865
2017/05/31,168150
2017/06/01,172561
2017/06/02,174942
2017/06/03,178137
2017/06/04,180311
2017/06/05,181315
2017/06/06,182272
2017/06/07,183693
2017/06/08,184028
2017/06/09,187314
2017/06/10,191879
2017/06/11,197966
2017/06/12,207566
2017/06/13,213740
2017/06/14,216326
2017/06/15,220788
2017/06/16,224580
2017/06/17,229321
2017/06/18,234023
2017/06/19,240873
2017/06/20,248580
2017/06/21,249587
2017/06/22,256482
2017/06/23,260781
2017/06/24,263439
2017/06/25,262771
2017/06/26,264474
2017/06/27,262541
2017/06/28,264249
2017/06/29,264404
2017/06/30,264736
2017/07/01,264625
2017/07/02,264815
2017/07/03,265945
2017/07/04,264020
2017/07/05,267614
2017/07/06,265797
2017/07/07,267181
2017/07/08,267008
2017/07/09,266583
2017/07/10,265572
2017/07/11,268335
2017/07/12,269020
2017/07/13,268802
2017/07/14,268569
2017/07/15,267961
2017/07/16,267998
2017/07/17,264173
2017/07/18,263429
2017/07/19,263323
2017/07/20,262700
2017/07/21,258212
2017/07/22,255172
2017/07/23,257693
2017/07/24,254869
2017/07/25,251386
2017/07/26,247038
2017/07/27,244516
2017/07/28,244309
2017/07/29,241939
2017/07/30,238902
2017/07/31,239018
2017/08/01,235269
2017/08/02,232480
2017/08/03,231499
2017/08/04,233256
2017/08/05,237244
2017/08/06,237575
2017/08/07,238866
2017/08/08,244291
2017/08/09,248388
2017/08/10,256446
2017/08/11,264316
2017/08/12,274308
2017/08/13,283335
2017/08/14,294762
2017/08/15,308666
2017/08/16,321706
2017/08/17,335397
2017/08/18,348696
2017/08/19,356983
2017/08/20,360183
2017/08/21,368162
2017/08/22,371438
2017/08/23,378181
2017/08/24,379197
2017/08/25,378907
2017/08/26,376594
2017/08/27,375963
2017/08/28,372650
2017/08/29,371321
2017/08/30,370364
2017/08/31,367251
2017/09/01,363511
2017/09/02,360252
2017/09/03,359723
2017/09/04,363274
2017/09/05,368978
2017/09/06,377668
2017/09/07,384517
2017/09/08,392449
2017/09/09,397976
2017/09/10,398044
2017/09/11,398167
2017/09/12,398899
2017/09/13,396431
2017/09/14,396134
2017/09/15,399760
2017/09/16,402758
2017/09/17,401829
2017/09/18,396127
2017/09/19,388497
2017/09/20,376254
2017/09/21,366878
2017/09/22,353149
2017/09/23,344324
2017/09/24,341167
2017/09/25,336969
2017/09/26,329911
2017/09/27,325865
2017/09/28,322219
2017/09/29,313986
2017/09/30,308417
2017/10/01,308014
2017/10/02,303966
2017/10/03,303263
2017/10/04,302000
2017/10/05,301839
2017/10/06,305297
2017/10/07,307510
2017/10/08,308645
2017/10/09,310185
2017/10/10,313295
2017/10/11,315813
2017/10/12,318256
2017/10/13,322016
2017/10/14,324614
2017/10/15,327831
2017/10/16,335132
2017/10/17,347825
2017/10/18,359478
2017/10/19,372290
2017/10/20,388501
2017/10/21,400773
2017/10/22,410678
2017/10/23,420678
2017/10/24,430869
2017/10/25,439163
2017/10/26,446520
2017/10/27,419439
2017/10/28,395713
2017/10/29,372218
2017/10/30,343054
2017/10/31,306939
2017/11/01,310650
2017/11/02,313462
2017/11/03,309305
2017/11/04,304723
2017/11/05,303410
2017/11/06,306516
2017/11/07,304954
2017/11/08,306382
2017/11/09,306437
2017/11/10,339110
2017/11/11,367280
2017/11/12,398307
2017/11/13,429963
2017/11/14,463962
2017/11/15,465256
2017/11/16,462252
2017/11/17,463677
2017/11/18,468028
2017/11/19,471418
2017/11/20,472738
2017/11/21,476569
2017/11/22,481288
2017/11/23,486281
2017/11/24,491139
2017/11/25,503051
2017/11/26,510773
2017/11/27,522595
2017/11/28,534239
2017/11/29,543028
2017/11/30,554740
2017/12/01,562892
2017/12/02,574900
2017/12/03,591275
2017/12/04,603538
2017/12/05,615613
2017/12/06,633131
2017/12/07,641846
2017/12/08,659058
2017/12/09,669492
2017/12/10,681927
2017/12/11,697656
2017/12/12,714324
2017/12/13,731899
2017/12/14,752406
2017/12/15,772523
2017/12/16,791956
2017/12/17,805011
2017/12/18,825167
2017/12/19,853677
2017/12/20,867560
2017/12/21,897103
2017/12/22,921182
2017/12/23,936301
2017/12/24,939276
2017/12/25,933809
2017/12/26,929607
2017/12/27,929830
2017/12/28,930326
2017/12/29,943601
2017/12/30,960515
2017/12/31,965540
2018/01/01,960178
2018/01/02,964585
2018/01/03,982580
2018/01/04,1002382
2018/01/05,1014385
2018/01/06,1036352
2018/01/07,1064530
2018/01/08,1097609
2018/01/09,1129233
2018/01/10,1148157
2018/01/11,1164190
2018/01/12,1166230
2018/01/13,1169278
2018/01/14,1178897
2018/01/15,1200145
2018/01/16,1209002
2018/01/17,1211791
2018/01/18,1201455
2018/01/19,1185147
2018/01/20,1167866
2018/01/21,1157424
2018/01/22,1140098
2018/01/23,1116688
2018/01/24,1097829
2018/01/25,1070297
2018/01/26,1058488
2018/01/27,1033671
2018/01/28,1019922
2018/01/29,1000667
2018/01/30,974141
2018/01/31,945584
2018/02/01,931554
2018/02/02,927101
2018/02/03,914958
2018/02/04,900268
2018/02/05,893328
2018/02/06,890451
2018/02/07,883663
2018/02/08,876008
2018/02/09,864320
2018/02/10,865499
2018/02/11,857241
2018/02/12,849539
2018/02/13,838053
2018/02/14,828703
2018/02/15,812171
2018/02/16,792445
2018/02/17,789416
2018/02/18,786218
2018/02/19,781620
2018/02/20,781525
2018/02/21,783802
2018/02/22,789556
2018/02/23,785504
2018/02/24,777252
2018/02/25,771330
2018/02/26,764789
2018/02/27,761134
2018/02/28,759275
2018/03/01,752639
2018/03/02,755489
2018/03/03,748445
2018/03/04,740385
2018/03/05,736197
2018/03/06,723747
2018/03/07,718979
2018/03/08,713854
2018/03/09,707923
2018/03/10,697817
2018/03/11,691983
2018/03/12,687729
2018/03/13,688052
2018/03/14,684539
2018/03/15,682406
2018/03/16,675971
2018/03/17,670238
2018/03/18,673147
2018/03/19,669657
2018/03/20,666028
2018/03/21,659893
2018/03/22,654844
2018/03/23,656776
2018/03/24,658335
2018/03/25,652440
2018/03/26,648777
2018/03/27,640560
2018/03/28,634035
2018/03/29,628974
2018/03/30,627476
2018/03/31,626847
2018/04/01,616931
2018/04/02,609404
2018/04/03,608270
2018/04/04,603311
2018/04/05,608770
2018/04/06,606689
2018/04/07,601165
2018/04/08,606120
2018/04/09,604918
2018/04/10,604014
2018/04/11,606103
2018/04/12,613883
2018/04/13,620793
2018/04/14,622706
2018/04/15,628052
2018/04/16,632759
2018/04/17,639681
2018/04/18,645027
2018/04/19,653488
2018/04/20,666648
2018/04/21,681665
2018/04/22,692602
2018/04/23,706393
2018/04/24,723886
2018/04/25,737451
2018/04/26,744684
2018/04/27,747122
2018/04/28,758846
2018/04/29,768608
2018/04/30,776732
2018/05/01,774661
2018/05/02,780692
2018/05/03,782497
2018/05/04,794519
2018/05/05,797601
2018/05/06,793488
2018/05/07,792559
2018/05/08,792831
2018/05/09,795125
2018/05/10,799479
2018/05/11,803880
2018/05/12,804821
2018/05/13,805234
2018/05/14,806914
2018/05/15,811583
2018/05/16,812979
2018/05/17,812706
2018/05/18,800656
2018/05/19,804729
2018/05/20,810873
2018/05/21,811755
2018/05/22,811920
2018/05/23,812081
2018/05/24,808962
2018/05/25,807158
2018/05/26,805261
2018/05/27,806231
2018/05/28,810471
2018/05/29,812826
2018/05/30,813523
2018/05/31,813306
2018/06/01,808040
2018/06/02,802450
2018/06/03,804786
2018/06/04,805140
2018/06/05,802158
2018/06/06,796493
2018/06/07,793969
2018/06/08,788196
2018/06/09,788731
2018/06/10,788392
2018/06/11,781820
2018/06/12,778821
2018/06/13,777436
2018/06/14,772665
2018/06/15,773071
2018/06/16,763911
2018/06/17,752379
2018/06/18,744421
2018/06/19,744286
2018/06/20,747786
2018/06/21,746087
2018/06/22,749690
2018/06/23,743011
2018/06/24,735919
2018/06/25,740796
2018/06/26,738079
2018/06/27,736244
2018/06/28,734734
2018/06/29,732684
2018/06/30,732198
2018/07/01,730347
2018/07/02,715619
2018/07/03,700960
2018/07/04,675534
2018/07/05,659502
2018/07/06,637260
2018/07/07,623559
2018/07/08,620667
2018/07/09,607428
2018/07/10,604543
2018/07/11,595399
2018/07/12,582633
2018/07/13,570363
2018/07/14,561504
2018/07/15,549437
2018/07/16,564755
2018/07/17,573880
2018/07/18,595240
2018/07/19,610034
2018/07/20,625215
2018/07/21,634967
2018/07/22,638099
2018/07/23,645723
2018/07/24,652372
2018/07/25,662630
2018/07/26,674028
2018/07/27,690128
2018/07/28,704058
2018/07/29,722815
2018/07/30,726652
2018/07/31,729778
2018/08/01,730608
2018/08/02,733838
2018/08/03,739665
2018/08/04,746802
2018/08/05,748866
2018/08/06,744643
2018/08/07,734034
2018/08/08,718187
2018/08/09,704823
2018/08/10,692335
2018/08/11,689002
2018/08/12,683689
2018/08/13,679206
2018/08/14,675297
2018/08/15,667498
2018/08/16,662984
2018/08/17,652561
2018/08/18,645916
2018/08/19,638446
2018/08/20,635891
2018/08/21,633698
2018/08/22,635784
2018/08/23,640143
2018/08/24,638882
2018/08/25,633162
2018/08/26,628315
2018/08/27,624812
2018/08/28,619347
2018/08/29,612081
2018/08/30,603232
2018/08/31,601088
2018/09/01,603141
2018/09/02,604613
2018/09/03,602303
2018/09/04,601151
2018/09/05,603443
2018/09/06,602686
2018/09/07,601683
2018/09/08,599261
2018/09/09,598659
2018/09/10,592636
2018/09/11,588599
2018/09/12,590301
2018/09/13,587649
2018/09/14,583159
2018/09/15,570548
2018/09/16,558988
2018/09/17,553437
2018/09/18,547080
2018/09/19,538530
2018/09/20,532043
2018/09/21,529365
2018/09/22,524148
2018/09/23,517219
2018/09/24,511416
2018/09/25,508687
2018/09/26,503175
2018/09/27,499484
2018/09/28,498482
2018/09/29,495241
2018/09/30,496735
2018/10/01,491206
2018/10/02,490473
2018/10/03,494170
2018/10/04,498530
2018/10/05,502149
2018/10/06,511189
2018/10/07,513270
2018/10/08,517735
2018/10/09,519015
2018/10/10,520677
2018/10/11,525425
2018/10/12,529837
2018/10/13,537515
2018/10/14,539827
2018/10/15,545948
2018/10/16,552031
2018/10/17,553555
2018/10/18,554027
2018/10/19,554439
2018/10/20,549954
2018/10/21,550686
2018/10/22,553148
2018/10/23,554520
2018/10/24,555658
2018/10/25,553278
2018/10/26,552497
2018/10/27,549452
2018/10/28,549320
2018/10/29,553083
2018/10/30,555438
2018/10/31,555821
2018/11/01,557486
2018/11/02,553730
2018/11/03,551653
2018/11/04,551855
2018/11/05,552215
2018/11/06,555139
2018/11/07,557417
2018/11/08,558717
2018/11/09,558476
2018/11/10,557759
2018/11/11,559040
2018/11/12,555930
2018/11/13,552016
2018/11/14,551764
2018/11/15,549903
2018/11/16,550153
2018/11/17,550195
2018/11/18,548334
2018/11/19,551233
2018/11/20,553275
2018/11/21,554342
2018/11/22,555306
2018/11/23,556174
2018/11/24,556739
2018/11/25,556828
2018/11/26,555842
2018/11/27,556716
2018/11/28,559602
2018/11/29,559069
2018/11/30,562427
2018/12/01,563860
2018/12/02,564403
2018/12/03,559058
2018/12/04,554733
2018/12/05,555904
2018/12/06,557478
2018/12/07,558365
2018/12/08,562333
2018/12/09,560799
2018/12/10,560657
2018/12/11,558527
2018/12/12,552194
2018/12/13,552915
2018/12/14,550649
2018/12/15,552525
2018/12/16,554260
2018/12/17,555828
2018/12/18,555193
2018/12/19,555321
2018/12/20,556143
2018/12/21,558579
2018/12/22,554505
2018/12/23,557084
2018/12/24,561382
2018/12/25,561310
2018/12/26,563176
2018/12/27,561942
2018/12/28,562291
2018/12/29,561707
2018/12/30,557686
2018/12/31,554256
2019/01/01,546531
2019/01/02,545976
2019/01/03,545559
2019/01/04,541479
2019/01/05,542596
2019/01/06,538576
2019/01/07,533962
2019/01/08,535274
2019/01/09,535188
2019/01/10,537648
2019/01/11,535480
2019/01/12,528977
2019/01/13,530473
2019/01/14,534416
2019/01/15,540968
2019/01/16,535092
2019/01/17,529412
2019/01/18,528662
2019/01/19,530658
2019/01/20,534253
2019/01/21,536524
2019/01/22,540251
2019/01/23,538464
2019/01/24,533985
2019/01/25,531346
2019/01/26,532180
2019/01/27,532713
2019/01/28,532094
2019/01/29,533960
2019/01/30,537365
2019/01/31,537363
2019/02/01,534503
2019/02/02,528159
2019/02/03,520064
2019/02/04,508181
2019/02/05,494557
2019/02/06,487075
2019/02/07,480542
2019/02/08,478188
2019/02/09,474813
2019/02/10,467123
2019/02/11,457155
2019/02/12,448018
2019/02/13,443447
2019/02/14,440427
2019/02/15,438266
2019/02/16,438552
2019/02/17,440235
2019/02/18,447096
2019/02/19,455581
2019/02/20,462810
2019/02/21,471106
2019/02/22,475312
2019/02/23,479533
2019/02/24,490894
2019/02/25,501233
2019/02/26,509506
2019/02/27,512946
2019/02/28,517708
2019/03/01,523353
2019/03/02,528539
2019/03/03,531713
2019/03/04,539410
2019/03/05,544016
2019/03/06,547492
2019/03/07,549482
2019/03/08,551734
2019/03/09,557419
2019/03/10,553407
2019/03/11,550740
2019/03/12,551481
2019/03/13,553893
2019/03/14,556205
2019/03/15,556590
2019/03/16,554966
2019/03/17,555144
2019/03/18,551839
2019/03/19,554543
2019/03/20,558213
2019/03/21,561473
2019/03/22,566211
2019/03/23,566637
2019/03/24,571283
2019/03/25,579301
2019/03/26,583923
2019/03/27,587685
2019/03/28,592009
2019/03/29,598247
2019/03/30,609946
2019/03/31,620758
2019/04/01,628874
2019/04/02,637657
2019/04/03,645964
2019/04/04,649907
2019/04/05,649423
2019/04/06,649227
2019/04/07,650928
2019/04/08,652309
2019/04/09,654299
2019/04/10,657736
2019/04/11,664498
2019/04/12,668385
2019/04/13,664551
2019/04/14,657753
2019/04/15,653073
2019/04/16,645756
2019/04/17,641134
2019/04/18,642858
2019/04/19,647948
2019/04/20,657075
2019/04/21,661240
2019/04/22,664904
2019/04/23,670075
2019/04/24,669707
2019/04/25,666263
2019/04/26,663835
2019/04/27,660149
2019/04/28,663180
2019/04/29,663675
2019/04/30,667340
2019/05/01,668904
2019/05/02,663808
2019/05/03,662215
2019/05/04,657684
2019/05/05,658132
2019/05/06,657192
2019/05/07,652104
2019/05/08,653395
2019/05/09,656083
2019/05/10,661510
2019/05/11,674343
2019/05/12,683081
2019/05/13,692335
2019/05/14,701109
2019/05/15,711381
2019/05/16,731517
2019/05/17,741477
2019/05/18,749478
2019/05/19,757690
2019/05/20,768692
2019/05/21,779746
2019/05/22,793060
2019/05/23,802223
2019/05/24,814172
2019/05/25,821145
2019/05/26,824521
2019/05/27,837606
2019/05/28,843316
2019/05/29,850452
2019/05/30,849287
2019/05/31,853599
2019/06/01,869408
2019/06/02,879298
2019/06/03,881363
2019/06/04,887017
2019/06/05,881732
2019/06/06,880167
2019/06/07,869767
2019/06/08,880674
2019/06/09,877292
2019/06/10,878860
2019/06/11,880251
2019/06/12,874049
2019/06/13,863895
2019/06/14,860659
2019/06/15,859387
2019/06/16,859251
2019/06/17,863181
2019/06/18,860184
2019/06/19,866372
2019/06/20,877816
2019/06/21,879185
2019/06/22,862434
2019/06/23,866559
2019/06/24,855555
2019/06/25,855712
2019/06/26,854849
2019/06/27,859446
2019/06/28,872218
2019/06/29,857531
2019/06/30,843030
2019/07/01,843593
2019/07/02,846812
2019/07/03,837326
2019/07/04,820361
2019/07/05,825465
2019/07/06,825172
2019/07/07,811499
2019/07/08,811510
2019/07/09,800064
2019/07/10,792028
2019/07/11,803541
2019/07/12,783699
2019/07/13,773267
2019/07/14,768091
2019/07/15,753184
2019/07/16,760914
2019/07/17,766400
2019/07/18,760712
2019/07/19,758316
2019/07/20,746177
2019/07/21,741915
2019/07/22,729834
2019/07/23,718037
2019/07/24,730259
2019/07/25,728443
2019/07/26,722290
2019/07/27,721606
2019/07/28,718692
2019/07/29,713956
2019/07/30,693420
2019/07/31,683010
2019/08/01,697994
2019/08/02,694620
2019/08/03,708863
2019/08/04,712201
2019/08/05,717757
2019/08/06,726703
2019/08/07,714937
2019/08/08,696571
2019/08/09,702393
2019/08/10,706195
2019/08/11,706896
2019/08/12,709464
2019/08/13,708242
2019/08/14,711982
2019/08/15,698513
2019/08/16,694982
2019/08/17,684811
2019/08/18,688963
2019/08/19,689393
2019/08/20,689497
2019/08/21,688713
2019/08/22,691885
2019/08/23,692708
2019/08/24,696515
2019/08/25,703284
2019/08/26,705990
2019/08/27,709525
2019/08/28,708498
2019/08/29,711006
2019/08/30,710600
2019/08/31,713362
2019/09/01,717860
2019/09/02,720221
2019/09/03,721486
2019/09/04,720267
2019/09/05,722605
2019/09/06,725121
2019/09/07,724636
2019/09/08,724479
2019/09/09,724883
2019/09/10,720845
2019/09/11,719633
2019/09/12,719600
2019/09/13,713191
2019/09/14,709526
2019/09/15,705506
2019/09/16,703757
2019/09/17,698799
2019/09/18,698392
2019/09/19,692865
2019/09/20,689195
2019/09/21,683447
2019/09/22,676401
2019/09/23,668035
2019/09/24,669314
2019/09/25,667342
2019/09/26,662624
2019/09/27,662635
2019/09/28,661163
2019/09/29,658165
2019/09/30,654659
2019/10/01,652026
2019/10/02,646190
2019/10/03,640668
2019/10/04,631602
2019/10/05,631469
2019/10/06,631138
2019/10/07,630422
2019/10/08,630483
2019/10/09,635746
2019/10/10,639207
2019/10/11,644840
2019/10/12,646738
2019/10/13,644942
2019/10/14,642562
2019/10/15,645827
2019/10/16,650653
2019/10/17,656975
2019/10/18,667222
2019/10/19,672225
2019/10/20,675123
2019/10/21,678634
2019/10/22,679766
2019/10/23,678697
2019/10/24,680040
2019/10/25,682837
2019/10/26,688722
